N	2gram	Tiupa_Narr_1	Analitik
1	в качестве	14	31
2	может быть	15	29
3	в том	8	27
4	не может	8	22
5	и не	23	21
6	в частности	14	19
7	и в	11	18
8	но и	27	17
9	а не	13	17
10	представляет собой	8	16
11	отнюдь не	2	15
12	не только	31	15
13	тогда как	10	14
14	не в	6	14
15	коммуникативного события	1	14
16	в этом	12	13
17	как и	13	13
18	в его	6	13
19	при этом	19	12
20	том что	7	12
21	текста в	3	12
22	в себе	6	11
23	то есть	9	11
24	состоит в	10	11
25	но не	4	10
26	художественного целого	1	10
27	то же	8	9
28	иначе говоря	8	9
29	в то	4	9
30	а в	13	9
31	в принципе	4	8
32	в мире	4	8
33	текста и	1	8
34	но в	7	8
35	нуждается в	1	8
36	в той	2	8
37	значении этого	1	7
38	произведения как	1	7
39	тем самым	5	7
40	к тому	6	7
41	художественного смысла	1	7
42	мы имеем	3	6
43	в сущности	2	6
44	по отношению	3	6
45	отличие от	2	6
46	в самом	6	6
47	в случае	2	6
48	это не	3	6
49	далеко не	1	6
50	точки зрения	5	6
51	в своей	5	6
52	в отличие	2	6
53	по своей	1	6
54	той или	5	6
55	должен быть	1	6
56	времени и	9	6
57	коммуникативное событие	1	6
58	же время	4	6
59	только в	12	6
60	себя в	2	6
61	то что	9	6
62	или иной	4	6
63	прежде всего	4	6
64	в их	1	5
65	что иное	1	5
66	и на	5	5
67	иное как	1	5
68	и как	3	5
69	в произведении	2	5
70	в целом	3	5
71	в этой	6	5
72	лишь в	3	5
73	и его	10	5
74	имеет место	4	5
75	о том	4	5
76	сводится к	3	5
77	в тексте	13	5
78	и того	2	5
79	между тем	3	5
80	и т.п	8	5
81	такого рода	10	5
82	как бы	6	5
83	художественное произведение	1	5
84	отношению к	3	5
85	и состоит	4	5
86	что в	3	5
87	того же	1	4
88	всего лишь	3	4
89	из того	1	4
90	столь же	5	4
91	все же	4	4
92	сознания в	2	4
93	тому же	6	4
94	с другими	1	4
95	не всегда	3	4
96	с точки	1	4
97	большей или	2	4
98	по себе	4	4
99	имеем дело	2	4
100	в области	2	4
101	могут быть	1	4
102	так и	5	4
103	не с	1	4
104	с ним	2	4
105	как правило	5	4
106	в другом	1	4
107	с другой	2	4
108	в конечном	3	4
109	того что	4	4
110	и пространстве	6	4
111	субъекта и	1	4
112	дело с	2	4
113	уже не	8	4
114	конечном счете	1	4
115	для того	3	4
116	именно в	3	4
117	во времени	9	4
118	реальности в	1	4
119	вместе с	2	4
120	из которых	1	4
121	в литературе	4	4
122	исходя из	3	4
123	собственно говоря	1	4
124	не более	1	4
125	ни было	1	4
126	или меньшей	1	4
127	как известно	3	3
128	и т	1	3
129	одним из	1	3
130	и есть	1	3
131	между двумя	5	3
132	с текстом	1	3
133	говоря и	1	3
134	бы то	1	3
135	во внешнем	1	3
136	если в	2	3
137	в наиболее	2	3
138	в рамках	1	3
139	и к	1	3
140	автора и	1	3
141	в нашем	3	3
142	как он	1	3
143	в нем	4	3
144	он не	3	3
145	в силу	1	3
146	подобно тому	3	3
147	таким образом	1	3
148	то ни	1	3
149	не будет	2	3
150	нашем случае	1	3
151	даже в	1	3
152	ведет к	1	3
153	в ходе	3	3
154	в котором	1	3
155	своего рода	10	3
156	однако в	3	3
157	дело не	2	3
158	того чтобы	4	3
159	о нем	3	3
160	в таком	2	3
161	как будто	3	3
162	текста но	1	3
163	в состав	3	3
164	принципе не	1	3
165	могла бы	1	3
166	если бы	7	3
167	а также	6	3
168	к нему	4	3
169	с его	4	3
170	еще не	4	3
171	организации текста	1	3
172	это означает	1	3
173	с одной	1	3
174	вопроса о	1	3
175	что и	1	3
176	не случайно	1	3
177	одной стороны	1	3
178	на уровне	1	3
