N	2gram	Bakhtin_Pr_3	VrazhdaK
1	в бесах	1	10
2	не только	10	9
3	достоевского с	1	9
4	в этом	16	8
5	и в	34	8
6	и что	5	8
7	достоевский и	1	8
8	достоевского в	3	7
9	достоевского и	3	7
10	но и	12	7
11	и все	19	7
12	то что	11	7
13	что в	7	7
14	все же	7	6
15	но в	16	6
16	в нем	19	6
17	как и	18	6
18	в котором	3	6
19	и с	15	6
20	о нем	2	6
21	в начале	4	6
22	и даже	7	6
23	в романе	1	6
24	то же	14	5
25	об этом	1	5
26	в то	12	5
27	же время	12	5
28	между тем	3	5
29	в письме	1	5
30	у него	4	5
31	не было	2	5
32	и не	29	5
33	к бесам	1	4
34	в ней	3	4
35	что он	23	4
36	при этом	4	4
37	это не	5	4
38	несмотря на	1	4
39	все это	16	4
40	ставрогина в	1	4
41	в виду	3	4
42	с ним	8	4
43	о том	2	4
44	у достоевского	13	4
45	уже в	3	4
46	может быть	19	4
47	как бы	27	4
48	в своих	1	4
49	так же	8	4
50	одним из	1	3
51	из подполья	36	3
52	я не	7	3
53	он был	1	3
54	в чем	5	3
55	с его	6	3
56	в своем	2	3
57	и как	3	3
58	в этот	2	3
59	раз в	2	3
60	на то	1	3
61	его в	4	3
62	он не	15	3
63	далеко не	3	3
64	том что	3	3
65	но он	3	3
66	достоевский не	1	3
67	и его	16	3
68	связи с	1	3
69	человека в	1	3
70	и о	1	3
71	достоевского к	1	3
72	что у	6	3
73	и во	3	3
74	в его	22	3
75	в том	3	3
76	давно уже	1	3
77	и у	5	3
78	чтобы он	1	3
79	в конце	5	3
80	тем что	4	3
81	в те	1	3
82	о себе	18	3
83	эти слова	3	3
84	имел в	1	3
85	я хотел	2	3
86	т е	12	3
87	ставрогина и	2	3
88	отношения к	1	2
89	и то	3	2
90	петра верховенского	2	2
91	б и	3	2
92	и он	2	2
93	он сам	5	2
94	столь же	2	2
95	но как	4	2
96	ответ на	1	2
97	в эти	2	2
98	мог знать	1	2
99	человека с	3	2
100	отнюдь не	2	2
101	в той	2	2
102	за границей	2	2
103	в письмах	1	2
104	ставрогина с	3	2
105	в этой	1	2
106	в себе	6	2
107	после этого	1	2
108	их в	3	2
109	таким образом	5	2
110	в мире	4	2
111	в них	2	2
112	рядом с	4	2
113	а с	3	2
114	меня но	1	2
115	мы знаем	2	2
116	не мог	5	2
117	в эту	1	2
118	во время	2	2
119	точки зрения	8	2
120	в своей	3	2
121	и ее	2	2
122	с точки	4	2
123	он тоже	1	2
124	не менее	3	2
125	том же	1	2
126	в повести	1	2
127	одна из	1	2
128	никогда не	8	2
129	в виноградов	1	2
130	в роман	2	2
131	к себе	17	2
132	его с	4	2
133	время он	1	2
134	и это	4	2
135	же не	2	2
136	на основе	1	2
137	так в	2	2
138	еще не	4	2
139	этот момент	1	2
140	пришел к	1	2
141	по мнению	1	2
142	уже не	2	2
143	из них	5	2
144	его и	3	2
145	для него	13	2
146	записки из	1	2
147	отношение к	6	2
148	как раз	4	2
149	николай ставрогин	1	2
150	с которым	7	2
151	о чем	2	2
152	не может	19	2
153	вместе с	4	2
154	в него	3	2
155	в среде	1	2
156	ко мне	1	2
157	князь с	1	2
158	но это	4	2
159	что я	15	2
160	а в	5	2
161	в свою	1	2
162	это в	2	2
163	ну что	1	1
164	себя как	2	1
165	а между	3	1
166	от этой	2	1
167	можно говорить	1	1
168	ко всем	1	1
169	также и	1	1
170	полемика с	4	1
171	человека и	1	1
172	того же	2	1
173	запискам из	2	1
174	не имел	1	1
175	стиле рассказа	1	1
176	это и	2	1
177	идет о	1	1
178	он добивается	1	1
179	что слово	1	1
180	ему что	1	1
181	не хочет	2	1
182	по преимуществу	1	1
183	в их	1	1
184	по его	1	1
185	смерти отца	4	1
186	из всех	1	1
187	исповеди ставрогина	3	1
188	вы не	2	1
189	раскольникова с	1	1
190	той же	2	1
191	достоевского нашим	1	1
192	плане его	2	1
193	говорил с	2	1
194	что уже	1	1
195	которой достоевский	1	1
196	что никто	1	1
197	он как	4	1
198	начинается с	1	1
199	еще до	2	1
200	совпадает с	2	1
