N	2gram	Vygotskiy__1	StatiiOP
1	и в	31	29
2	том что	16	27
3	в том	30	27
4	в этом	12	21
5	для пушкина	1	21
6	не только	13	19
7	но и	2	19
8	что в	23	19
9	о том	7	17
10	в его	6	13
11	что он	7	13
12	у пушкина	3	12
13	в которой	4	11
14	то что	32	11
15	все это	8	11
16	таким образом	20	10
17	к тому	4	10
18	т е	3	10
19	и т	26	9
20	в своем	3	9
21	он не	3	9
22	потому что	10	9
23	так и	3	9
24	этом отношении	2	9
25	и не	16	9
26	как на	3	9
27	но в	3	8
28	как раз	2	8
29	и пр	1	8
30	по поводу	2	8
31	я не	1	7
32	в сцене	1	7
33	в ней	1	7
34	в самом	11	7
35	но все	1	7
36	в своей	3	7
37	в котором	4	7
38	тому что	4	7
39	того как	1	7
40	для того	6	7
41	в виду	4	7
42	с тем	3	7
43	вместе с	8	7
44	вопрос о	3	6
45	и на	1	6
46	все же	5	6
47	т д	8	6
48	вовсе не	6	6
49	того чтобы	7	6
50	и его	7	6
51	об этом	1	6
52	и что	8	6
53	в одном	2	6
54	до сих	3	6
55	было бы	6	5
56	точки зрения	15	5
57	была бы	1	5
58	того что	10	5
59	между тем	4	5
60	в качестве	2	5
61	своего рода	1	5
62	прежде всего	4	5
63	а не	13	5
64	о чем	2	5
65	в той	1	5
66	как бы	5	5
67	сих пор	3	5
68	речь идет	3	4
69	хотя и	3	4
70	и к	3	4
71	по словам	1	4
72	в нем	2	4
73	что у	3	4
74	и с	2	4
75	не в	11	4
76	еще до	1	4
77	дело в	1	4
78	ничего не	2	4
79	у шекспира	2	4
80	пушкин говорит	1	4
81	обстоятельство что	1	4
82	и о	4	4
83	времени и	1	4
84	но с	1	4
85	связи с	1	4
86	при помощи	20	4
87	для него	1	4
88	с другой	5	4
89	именно в	1	4
90	действующих лиц	1	4
91	в частности	3	4
92	а как	1	4
93	к этому	4	4
94	например в	3	3
95	же как	4	3
96	самом деле	9	3
97	на самом	2	3
98	идет о	2	3
99	в их	1	3
100	его не	2	3
101	оба эти	1	3
102	хотя бы	1	3
103	но не	3	3
104	не то	2	3
105	меньше всего	1	3
106	как в	9	3
107	с этим	3	3
108	в полном	2	3
109	не было	3	3
110	что это	6	3
111	в известном	2	3
112	тому же	3	3
113	из них	2	3
114	ни в	9	3
115	в этих	4	3
116	и сейчас	2	3
117	одном из	2	3
118	по себе	9	3
119	не менее	2	3
120	что эта	3	3
121	самого начала	1	3
122	одной из	1	3
123	никогда не	8	3
124	и по	3	3
125	это слово	1	3
126	у нас	4	3
127	у меня	3	3
128	оно не	1	3
129	с самого	1	3
130	материала для	2	3
131	на нее	1	3
132	столько же	1	3
133	и здесь	2	3
134	на вопрос	2	3
135	как у	1	3
136	наконец в	2	3
137	но это	3	3
138	вот что	2	3
139	так что	5	3
140	всяком случае	6	3
141	т п	16	3
142	что на	3	3
143	и даже	6	3
144	еще и	1	3
145	а с	1	3
146	до конца	6	3
147	шекспира но	1	3
148	так же	12	3
149	относятся к	1	3
150	другой стороны	5	3
151	не является	5	3
152	другое дело	1	3
153	во всяком	8	3
154	в силе	1	2
155	того же	2	2
156	такое же	1	2
157	тем же	3	2
158	из его	3	2
159	то же	5	2
160	поэзии и	2	2
161	и была	1	2
162	почти все	2	2
163	в полной	1	2
164	это время	1	2
165	виде не	1	2
166	бы то	1	2
167	с его	1	2
168	тогда как	1	2
169	отличие от	4	2
170	нет и	1	2
171	что они	2	2
172	на то	10	2
173	там где	4	2
174	мере в	1	2
175	в одной	3	2
176	и как	2	2
177	более или	2	2
178	выражение в	1	2
179	в этой	3	2
180	в себе	4	2
181	и те	1	2
182	как он	2	2
183	на его	1	2
184	сцену в	1	2
185	в статье	1	2
186	при этом	19	2
187	если бы	6	2
188	тем не	2	2
189	не к	1	2
190	и более	1	2
191	что писал	1	2
192	том же	2	2
193	а затем	1	2
194	конечно в	1	2
195	не дает	2	2
196	для своей	1	2
197	его в	2	2
198	на почве	2	2
199	в это	1	2
200	как и	16	2
201	во внимание	2	2
202	несмотря на	5	2
203	нигде не	2	2
204	всякого сомнения	1	2
205	или менее	2	2
206	что такое	2	2
207	нас не	1	2
208	исключить из	1	2
209	с точки	2	2
210	в отличие	3	2
211	что я	4	2
212	не могли	1	2
213	что этот	1	2
214	даже в	2	2
215	совершенно так	1	2
216	что с	2	2
217	в то	5	2
218	дело не	1	2
219	в процессе	5	2
220	только не	3	2
221	и теперь	2	2
222	не может	17	2
223	только с	1	2
224	не до	1	2
225	в области	11	2
226	в каком	2	2
227	не потому	1	2
228	с и	5	2
229	в духе	1	2
230	искусства и	15	2
231	поэтического языка	1	2
232	на это	2	2
233	и это	3	2
234	в ее	5	2
235	этому поводу	2	2
236	принять во	1	2
237	особенно в	1	2
238	из писем	1	2
239	точно также	1	2
240	говорят что	1	2
241	а также	1	2
242	никак не	4	2
243	в значительной	1	2
244	если принять	1	2
245	что и	13	2
246	отметить что	2	2
247	как например	2	2
248	в какой	5	2
249	только в	14	2
250	бы ни	2	2
251	по этому	2	2
252	сомнений в	1	2
253	очевидно что	6	2
254	сами по	1	2
255	в конце	3	2
256	так как	18	2
257	случае не	2	2
258	может быть	22	2
259	в них	2	2
260	в особенности	1	2
261	со стороны	4	2
262	и др	1	2
263	говорит о	2	2
264	и самый	1	2
265	на этот	1	2
266	его как	1	2
267	как говорит	2	2
268	и вообще	1	2
269	должна была	2	2
270	и потому	2	2
271	как это	4	2
272	что именно	1	2
273	по своему	1	2
274	в тех	1	2
275	из этой	1	2
276	по существу	4	2
277	только о	2	2
278	с этой	4	2
279	той мере	1	2
280	как своего	1	2
281	в результате	4	2
282	а к	1	2
283	совершенно открыто	1	2
284	только что	2	2
285	ни было	1	2
286	сказать что	7	2
287	совершенно не	5	2
288	утверждать что	5	2
289	и другие	4	2
290	не иначе	1	1
291	произведения но	2	1
292	ту же	2	1
293	совершенно новой	1	1
294	зависимость от	2	1
295	и то	2	1
296	это и	3	1
297	в первом	1	1
298	по преимуществу	1	1
299	для понимания	1	1
300	в зависимости	5	1
301	против него	1	1
302	той же	3	1
303	из всех	2	1
304	на тех	1	1
305	и значение	1	1
306	на материале	1	1
