N	3gram	Medvedev_F_1	FransuaR
1	то же время	8	5
2	в то же	8	5
3	с одной стороны	4	4
4	все то что	1	4
5	в той же	1	4
6	в большинстве случаев	2	4
7	в изобразительных искусствах	1	3
8	в этом отношении	1	3
9	до сих пор	6	3
10	вместо того чтобы	1	3
11	в этой роли	1	2
12	вполне понятно что	1	2
13	влияние и на	2	2
14	не только с	1	2
15	одной стороны и	4	2
16	с точки зрения	13	2
17	как мы увидим	2	2
18	в литературе и	1	2
19	в предыдущей главе	1	2
20	в данном случае	1	2
21	а также и	1	2
22	как один из	1	2
23	но и в	1	2
24	с другой стороны	1	2
25	но и с	1	2
26	прежде всего мы	1	2
27	нужно сказать что	1	2
28	в том что	1	2
29	по отношению к	4	1
30	в точке пересечения	1	1
31	в чем же	1	1
32	и в европейском	1	1
33	таким образом не	1	1
34	более или менее	6	1
35	в настоящее время	10	1
36	и до конца	3	1
37	а не из	1	1
38	в нем и	2	1
39	было бы нелепо	3	1
40	как и все	2	1
41	в лучшем случае	3	1
42	в одном отношении	1	1
43	в строгом смысле	2	1
44	в первой главе	1	1
45	нелепо думать что	1	1
46	бы нелепо думать	1	1
47	между тем как	1	1
48	на самом же	1	1
49	он должен быть	1	1
50	на первом плане	1	1
51	и в истории	1	1
52	со всех сторон	1	1
53	вместе с тем	1	1
54	мы видели только	1	1
55	мы увидим дальше	1	1
56	мы полагаем что	2	1
57	но в то	2	1
58	смысле этого слова	3	1
59	как в своем	1	1
60	мы видим что	1	1
61	настоящее время в	3	1
62	и как бы	1	1
63	и потому не	1	1
64	начала и до	2	1
65	в связи с	2	1
66	такого подхода к	1	1
67	а не как	1	1
68	так и от	1	1
69	в целом ряде	2	1
70	это конечно не	1	1
71	не может быть	5	1
72	самом деле в	1	1
73	не могла не	1	1
74	в широком смысле	1	1
75	в зависимости от	2	1
76	заключается в том	1	1
77	та или иная	1	1
78	во внешнем мире	1	1
79	всего того что	1	1
80	как и всякий	1	1
81	до настоящего времени	2	1
82	что касается до	1	1
83	что связано с	1	1
84	во всех ее	1	1
85	но все же	1	1
86	с начала и	2	1
87	бы при этом	1	1
88	его с другими	1	1
89	и до сих	1	1
90	в предисловии к	1	1
91	тем более не	1	1
92	самом же деле	1	1
93	и до настоящего	1	1
94	несмотря на их	1	1
95	что и в	1	1
96	тело никогда не	1	1
