N	2gram	Ircho_Kome_3	Dialekti
1	и не	21	30
2	т е	16	25
3	и т	4	21
4	т д	1	19
5	и в	22	18
6	точки зрения	4	17
7	ничего не	3	17
8	может быть	6	17
9	в нем	3	16
10	ни в	10	15
11	не имеет	3	15
12	так что	6	15
13	потому что	10	14
14	а не	4	14
15	не только	5	13
16	и даже	3	13
17	то что	4	13
18	что в	5	13
19	в этом	8	12
20	было бы	3	12
21	с точки	3	12
22	если бы	8	12
23	и что	6	12
24	не может	3	12
25	в себе	4	11
26	что он	8	11
27	так как	11	11
28	как бы	3	11
29	все это	5	11
30	то же	7	10
31	несмотря на	4	10
32	прежде всего	5	10
33	сказать что	1	10
34	отнюдь не	4	9
35	стало быть	1	9
36	так и	4	9
37	это не	2	9
38	том что	13	9
39	никогда не	3	9
40	в том	12	9
41	ясно что	6	8
42	к нему	5	8
43	совершенно не	2	8
44	и как	1	7
45	то в	1	7
46	что она	4	7
47	что не	3	7
48	мы находим	1	7
49	вовсе не	4	7
50	но и	4	7
51	его не	2	6
52	хотя бы	4	6
53	в чем	1	6
54	но в	5	6
55	с другой	4	6
56	не в	4	6
57	она не	2	6
58	в то	6	6
59	думают что	1	6
60	с ним	5	6
61	никак не	1	6
62	можно сказать	1	6
63	не было	2	6
64	да и	1	6
65	говорить о	3	5
66	я не	1	5
67	и он	2	5
68	отношение к	5	5
69	общего с	1	5
70	в своем	8	5
71	все же	4	5
72	на то	3	5
73	и с	4	5
74	и мы	3	5
75	а потом	1	5
76	в этих	1	5
77	но если	3	5
78	в отношении	4	5
79	не нуждается	1	5
80	в виду	2	5
81	можно было	2	5
82	не с	2	5
83	он сам	1	5
84	говорит о	1	5
85	а в	7	5
86	то это	5	4
87	как он	3	4
88	об этом	7	4
89	нисколько не	3	4
90	по крайней	1	4
91	что эта	2	4
92	и притом	1	4
93	же время	5	4
94	не о	3	4
95	к ней	8	4
96	к тому	6	4
97	ничего общего	1	4
98	как мы	2	4
99	о том	8	4
100	крайней мере	1	4
101	это я	1	4
102	мы видим	1	4
103	но не	1	4
104	не мешает	2	4
105	в котором	2	4
106	в конце	7	4
107	мы можем	3	4
108	как раз	6	4
109	больше того	2	4
110	как это	5	4
111	хотя и	5	4
112	так же	4	4
113	другой стороны	2	4
114	во всяком	3	4
115	отношения к	2	3
116	самом деле	6	3
117	в ней	4	3
118	и все-таки	1	3
119	если в	1	3
120	все равно	3	3
121	что они	2	3
122	если она	1	3
123	стороны и	2	3
124	более или	1	3
125	конечно не	3	3
126	от этого	1	3
127	в самом	9	3
128	он не	5	3
129	которой не	1	3
130	и еще	3	3
131	что ни	3	3
132	но все	4	3
133	меньше всего	4	3
134	в них	3	3
135	или менее	1	3
136	имеет ничего	1	3
137	в их	2	3
138	что я	1	3
139	точку зрения	1	3
140	друг другу	1	3
141	тому что	2	3
142	вплоть до	2	3
143	на себе	1	3
144	в основе	2	3
145	в сознании	1	3
146	ли это	1	3
147	могут быть	1	3
148	указывает на	1	3
149	и о	2	3
150	жизнь и	1	3
151	чтобы понять	1	3
152	и та	1	3
153	только гипотеза	1	3
154	нуждается в	2	3
155	что и	8	3
156	один из	3	3
157	только в	1	3
158	даже если	2	3
159	только на	1	3
160	даже не	3	3
161	что для	2	3
162	ничем не	4	3
163	и потому	1	3
164	в его	8	3
165	не является	4	3
166	и все	2	3
167	у них	1	3
168	бы в	4	3
169	конце концов	2	3
170	только что	7	3
171	но вот	1	3
172	отношении к	1	3
173	была бы	1	3
174	жизни и	1	3
175	чтобы не	1	2
176	для своего	1	2
177	вопрос о	1	2
178	время как	2	2
179	и говорить	1	2
180	из этих	1	2
181	но как	1	2
182	и всякий	1	2
183	себе и	1	2
184	ничуть не	6	2
185	относится к	1	2
186	с этим	3	2
187	что касается	2	2
188	образом и	1	2
189	не был	1	2
190	все эти	1	2
191	к самому	1	2
192	говорят о	1	2
193	тому же	6	2
194	в первую	1	2
195	не как	2	2
196	на земле	1	2
197	на этом	1	2
198	является не	1	2
