N	2gram	Bakhtin_Fr_8	Sovremen
1	не может	2	17
2	может быть	3	12
3	точки зрения	6	12
4	таким образом	17	11
5	мы не	2	9
6	в этом	14	7
7	не можем	1	7
8	и в	56	7
9	каждый раз	1	6
10	мы можем	1	6
11	как и	5	6
12	и не	9	6
13	в результате	5	6
14	и наконец	3	5
15	все эти	15	5
16	прежде всего	6	5
17	с точки	2	5
18	в условиях	5	5
19	в стадии	1	5
20	вопрос о	1	4
21	в том	13	4
22	из них	2	4
23	так как	4	4
24	мы видели	5	4
25	не только	8	4
26	в развитии	2	4
27	с помощью	3	4
28	как бы	11	4
29	вместе с	2	4
30	это не	2	4
31	точку зрения	1	4
32	их в	4	4
33	а в	2	4
34	жизни и	1	4
35	с самого	1	3
36	на две	2	3
37	то же	11	3
38	момент времени	1	3
39	и т.д	3	3
40	но мы	1	3
41	между собой	1	3
42	видели что	3	3
43	у всех	2	3
44	все же	2	3
45	еще не	10	3
46	но в	6	3
47	он в	1	3
48	в этой	6	3
49	в себе	4	3
50	уже в	2	3
51	как он	1	3
52	что она	2	3
53	в одном	2	3
54	в нем	8	3
55	при этом	4	3
56	на этой	1	3
57	было бы	2	3
58	само собою	1	3
59	а не	2	3
60	и потому	4	3
61	не в	3	3
62	все это	8	3
63	самого начала	1	3
64	не подлежит	3	3
65	одна из	4	3
66	для нас	1	3
67	и все	6	3
68	в системе	1	3
69	и к	4	3
70	в области	5	3
71	как известно	1	2
72	как мы	7	2
73	между всеми	1	2
74	тем же	1	2
75	роль в	5	2
76	все те	2	2
77	той же	6	2
78	времени и	4	2
79	для его	1	2
80	и даже	8	2
81	настоящее время	3	2
82	и что	1	2
83	и во	2	2
84	подлежит сомнению	3	2
85	самом деле	2	2
86	в которую	1	2
87	в его	18	2
88	с совершенно	1	2
89	быть и	1	2
90	в самом	9	2
91	по мнению	1	2
92	в которой	4	2
93	не будем	1	2
94	или же	1	2
95	что это	4	2
96	в нашем	2	2
97	из этих	1	2
98	с одной	4	2
99	со всеми	1	2
100	и они	1	2
101	уже не	3	2
102	так сказать	5	2
103	с другом	1	2
104	в виде	2	2
105	на его	6	2
106	мы знаем	1	2
107	у него	7	2
108	отличие от	1	2
109	то ни	2	2
110	что все	4	2
111	с общим	1	2
112	конечно в	2	2
113	или иной	1	2
114	в некоторых	3	2
115	а на	2	2
116	на этот	1	2
117	которой он	1	2
118	такой же	5	2
119	в один	1	2
120	из которых	2	2
121	в отличие	1	2
122	это за	1	2
123	друг с	1	2
124	же мы	1	2
125	на котором	2	2
126	в настоящее	3	2
127	в науке	1	2
128	еще более	1	2
129	мы видим	6	2
130	тот же	1	2
131	такие же	1	2
132	не могут	1	2
133	могут быть	1	2
134	же самое	1	2
135	что в	5	2
136	рот и	1	2
137	если же	1	2
138	самый тип	1	1
139	новое время	2	1
140	правда не	1	1
141	и это	1	1
142	своего развития	1	1
143	речи мы	1	1
144	с жизнью	1	1
145	человека и	2	1
146	с ее	5	1
147	через все	1	1
148	лишь там	2	1
149	на самом	2	1
150	ведь в	3	1
151	стадию развития	1	1
152	характерное для	1	1
153	отношению к	1	1
154	так в	1	1
155	по преимуществу	2	1
156	и до	10	1
157	от всяких	1	1
158	пример такого	1	1
159	в мире	2	1
160	можно было	1	1
161	и могут	1	1
162	мы уже	10	1
163	те же	1	1
164	их и	2	1
165	из всех	2	1
166	здесь нет	3	1
167	во многом	2	1
168	еще в	1	1
169	когда в	2	1
170	это только	1	1
171	это что	1	1
172	мы в	1	1
173	если бы	2	1
174	и вообще	1	1
175	к началу	2	1
176	и ни	1	1
177	того же	1	1
178	подчеркнуть что	1	1
179	о том	4	1
180	в ней	4	1
181	и та	1	1
182	утверждает что	1	1
183	на них	3	1
184	все его	3	1
185	же время	10	1
186	в вопросах	1	1
187	бы то	2	1
188	что его	1	1
189	сказать классический	1	1
190	его в	2	1
191	с его	5	1
