N	2gram	Tiupa_Anal_3	Istorich
1	и в	18	25
2	вместе с	2	22
3	что он	4	22
4	может быть	9	17
5	мы имеем	5	14
6	не только	22	13
7	но и	13	13
8	в его	7	12
9	уже не	5	11
10	и не	12	11
11	в этом	14	10
12	тем что	2	10
13	все же	4	10
14	и его	13	9
15	его в	3	9
16	с другой	7	9
17	таким образом	4	9
18	героя в	1	9
19	еще не	6	8
20	и на	4	8
21	все эти	2	8
22	этого мотива	1	8
23	что в	9	8
24	что мотив	1	8
25	на него	1	8
26	связи с	1	8
27	мы знаем	1	8
28	с тем	2	8
29	другой стороны	5	8
30	связь с	2	8
31	том что	12	8
32	представляет собой	5	7
33	в нем	2	7
34	а затем	1	7
35	как и	14	7
36	потому что	1	7
37	о том	6	7
38	и здесь	2	7
39	то что	2	7
40	только в	2	7
41	с одной	2	7
42	в качестве	12	7
43	превращается в	1	7
44	одной стороны	2	7
45	этом случае	1	7
46	но это	1	7
47	в мифе	1	7
48	в иной	2	7
49	в частности	12	7
50	как в	3	6
51	в нее	1	6
52	это не	2	6
53	не может	2	6
54	не в	6	6
55	и он	2	6
56	что и	5	6
57	там где	2	6
58	себя в	4	6
59	прежде всего	5	6
60	могут быть	2	6
61	в том	9	6
62	например в	2	5
63	мы не	3	5
64	пребывание в	1	5
65	в ней	2	5
66	но не	7	5
67	с этим	3	5
68	здесь мы	1	5
69	входит в	2	5
70	живет в	1	5
71	не будем	1	5
72	как мы	1	5
73	с появлением	2	5
74	то же	3	4
75	мы уже	1	4
76	в ее	3	4
77	от этого	1	4
78	в истории	1	4
79	и хотя	1	4
80	он не	6	4
81	не как	2	4
82	с другими	1	4
83	не всегда	3	4
84	тем не	2	4
85	не менее	4	4
86	он пошел	1	4
87	все еще	1	4
88	в пределах	4	4
89	в дальнейшем	2	4
90	что у	1	4
91	с ним	1	4
92	а именно	1	4
93	герой в	1	4
94	все это	3	4
95	в связи	1	4
96	на смену	1	4
97	мы должны	1	4
98	также что	1	3
99	его не	3	3
100	на себя	2	3
101	ему в	1	3
102	если в	3	3
103	герой не	1	3
104	и как	4	3
105	в целом	3	3
106	в этой	6	3
107	человека в	1	3
108	видит что	1	3
109	в то	3	3
110	в русской	7	3
111	встречается в	1	3
112	для того	1	3
113	что при	1	3
114	того чтобы	1	3
115	в себя	2	3
116	никогда не	5	3
117	в форме	2	3
118	и др	1	3
119	в особенности	3	3
120	и все	2	3
121	в данном	4	3
122	в книге	1	3
123	а в	10	3
124	в свою	5	3
125	героя и	4	3
126	они не	1	3
127	того же	5	2
128	самом деле	2	2
129	во сне	3	2
130	вопрос о	1	2
131	человека и	1	2
132	мы и	1	2
133	на них	1	2
134	время в	1	2
135	во всех	2	2
136	по отношению	7	2
137	очевидно что	2	2
138	перед нами	4	2
139	когда он	2	2
140	уже в	3	2
141	на то	1	2
142	том чтобы	1	2
143	и по	2	2
144	о чем	4	2
145	это было	1	2
146	три дня	1	2
147	за ней	1	2
148	из нее	1	2
149	о которых	2	2
150	он же	1	2
151	которой он	1	2
152	несмотря на	2	2
153	точки зрения	3	2
154	в своей	1	2
155	таким же	1	2
156	ее в	1	2
157	от себя	1	2
158	бы мы	1	2
159	по себе	4	2
160	даже в	2	2
161	и герой	1	2
162	как можно	1	2
163	царство мертвых	1	2
164	одна из	2	2
165	или как	1	2
166	где уже	1	2
167	тем это	1	2
168	заметил что	1	2
169	данном случае	3	2
170	так в	3	2
171	роль в	3	2
172	и сам	4	2
173	здесь как	1	2
174	особенно в	1	2
175	об этом	2	2
176	с этого	1	2
177	если бы	1	2
178	ничего не	3	2
179	обратим внимание	2	2
180	образом в	1	2
181	можно сказать	4	2
182	все его	1	2
183	должно было	1	2
184	от них	1	2
185	же в	2	2
186	того что	1	2
187	во всем	3	2
188	то в	2	2
189	так что	1	2
190	нами и	1	2
191	его и	1	2
192	вовсе не	1	2
193	мы можем	2	2
194	у него	1	2
195	из двух	1	2
196	со стороны	9	2
197	до сих	1	2
198	как у	1	2
199	до этого	1	2
200	и затем	1	2
201	говорит о	2	2
202	она меня	1	2
203	а не	9	2
204	один из	2	2
205	что мы	2	2
206	в одно	1	2
207	перейдем к	1	2
208	что во	1	2
209	и потому	2	2
210	знаем о	1	2
211	из которых	1	2
212	а если	1	2
213	в течение	1	2
214	есть на	1	2
215	как бы	10	2
216	с этой	1	2
217	сих пор	1	2
218	и для	2	2
219	формы и	1	2
220	это уже	1	2
221	сказать что	2	2
222	совершенно не	2	2
223	к его	1	2
224	а герой	1	2
225	отношению к	7	2
226	в свое	2	2
227	к этому	3	2
228	жизни и	1	2
229	перед ним	1	1
230	сам по	1	1
231	себе путь	1	1
232	многих отношениях	1	1
233	говорилось выше	1	1
234	и есть	1	1
235	тем же	1	1
236	здесь и	3	1
237	фольклора и	1	1
238	из его	1	1
239	с изображением	2	1
240	иного типа	1	1
241	не имеют	1	1
242	едва ли	3	1
243	в зависимости	1	1
244	той же	5	1
245	и ниже	1	1
246	на первом	1	1
