N	3gram	Bakhtin_sl_2	Hudozhes
1	о том что	1	9
2	и т п	33	8
3	то же время	4	8
4	по отношению к	4	8
5	в то же	4	8
6	в том что	4	6
7	с точки зрения	3	3
8	в этом отношении	3	3
9	но в то	3	3
10	в связи с	2	3
11	тем не менее	1	3
12	как и в	1	3
13	и т д	2	3
14	том что в	1	2
15	того или иного	1	2
16	что он не	1	2
17	до сих пор	2	2
18	не только в	2	2
19	в значительной степени	6	2
20	так и от	1	2
21	не может быть	15	2
22	речь идет о	1	2
23	на то что	1	2
24	соединяется с его	1	1
25	не может не	1	1
26	в чем не	2	1
27	и там где	3	1
28	т п все	3	1
29	том что он	1	1
30	одной стороны и	3	1
31	может быть только	1	1
32	и в то	1	1
33	с самого начала	1	1
34	до известной степени	1	1
35	сами по себе	1	1
36	а также в	1	1
37	более или менее	2	1
38	в отличие от	12	1
39	своими корнями в	2	1
40	на них и	1	1
41	перед нами не	1	1
42	в узком смысле	4	1
43	в две реплики	1	1
44	время это и	1	1
45	же время это	2	1
46	а также и	2	1
47	что среди всех	1	1
48	так и в	3	1
49	не до конца	1	1
50	в нем не	1	1
51	мы уже говорили	1	1
52	во всяком случае	2	1
53	уходит своими корнями	2	1
54	а в том	1	1
55	между этими двумя	1	1
56	ни в чем	2	1
57	по себе а	1	1
58	историческом так и	1	1
59	в свою очередь	2	1
60	не только не	1	1
61	но в этом	1	1
62	но все же	4	1
63	также в значительной	1	1
64	мы не знаем	1	1
65	жизни перед нами	1	1
66	анализа и интерпретации	1	1
67	с одной стороны	5	1
68	слова никогда не	1	1
69	так и по	1	1
70	широты и глубины	1	1
71	интеллигенции х годов	1	1
72	она не может	1	1
73	о нем и	1	1
74	своей и чужой	1	1
