N	2gram	Medvedev_F_3	Tvorches
1	у достоевского	1	30
2	и в	27	20
3	в романе	4	15
4	и т	11	13
5	не только	9	13
6	т д	6	11
7	никогда не	5	11
8	как бы	8	11
9	таким образом	18	10
10	в то	7	10
11	в его	7	10
12	и его	19	9
13	там же	1	9
14	и не	30	9
15	при этом	8	8
16	и с	3	8
17	в том	7	8
18	может быть	25	8
19	в этом	18	8
20	прежде всего	4	8
21	но и	10	8
22	то же	15	7
23	это не	3	7
24	же время	7	7
25	года в	1	7
26	потому что	7	7
27	не может	24	7
28	что в	8	7
29	в целом	4	6
30	как и	14	6
31	в своей	6	6
32	что он	6	6
33	так и	21	6
34	в конце	3	6
35	именно в	1	6
36	а не	17	6
37	в основном	2	6
38	все это	7	6
39	еще не	6	5
40	и на	3	5
41	но не	5	5
42	все же	6	5
43	в этой	2	5
44	если он	1	5
45	в мире	1	5
46	о том	4	5
47	и даже	2	5
48	в творчестве	1	5
49	но это	2	5
50	так же	9	5
51	мы не	4	4
52	все эти	6	4
53	что они	5	4
54	отнюдь не	8	4
55	как в	4	4
56	хотя и	1	4
57	но в	6	4
58	не в	12	4
59	в дальнейшем	5	4
60	что она	2	4
61	в принципе	1	4
62	об этом	1	4
63	если бы	12	4
64	тем самым	1	4
65	первая часть	1	4
66	ничего не	2	4
67	мы видим	1	4
68	а в	1	4
69	и потому	5	4
70	и от	11	4
71	героя в	3	4
72	том что	4	4
73	одним из	3	3
74	же как	3	3
75	человека и	2	3
76	и через	1	3
77	х годов	1	3
78	по отношению	3	3
79	в одной	5	3
80	это определение	1	3
81	отношению к	3	3
82	в себе	3	3
83	в нем	15	3
84	он не	1	3
85	евгения онегина	1	3
86	так например	1	3
87	человека в	2	3
88	его в	7	3
89	но уже	2	3
90	в самом	11	3
91	в котором	2	3
92	в их	1	3
93	место в	10	3
94	в которых	3	3
95	тем что	5	3
96	одна из	2	3
97	и это	2	3
98	с ним	1	3
99	до сих	1	3
100	между тем	7	3
101	романа и	2	3
102	уже не	3	3
103	в начале	1	3
104	для него	1	3
105	так как	9	3
106	то что	8	3
107	как у	1	3
108	и др	2	3
109	превращается в	2	3
110	вместе с	6	3
111	характера и	1	3
112	с этой	1	3
113	сих пор	1	3
114	нет ничего	1	3
115	один из	1	3
116	не является	5	3
117	жизни в	3	3
118	одной из	2	3
119	в своих	6	3
120	к этому	2	3
121	в таком	2	3
122	как известно	1	2
123	неотделима от	1	2
124	не должны	1	2
125	таком случае	1	2
126	самом деле	16	2
127	от этой	1	2
128	говорить о	2	2
129	роман и	2	2
130	в ее	4	2
131	в быту	1	2
132	нет и	3	2
133	так что	1	2
134	в истории	5	2
135	но эта	2	2
136	из жизни	1	2
137	в литературном	1	2
138	бы не	2	2
139	тоже не	1	2
140	т п	5	2
141	но ведь	4	2
142	так сказать	5	2
143	и если	1	2
144	и по	1	2
145	том же	1	2
146	известно что	1	2
147	такой же	2	2
148	не выдерживает	1	2
149	в такой	2	2
150	в отличие	2	2
151	их в	3	2
152	что этот	2	2
153	где нет	2	2
154	между людьми	3	2
155	не менее	7	2
156	xviii века	2	2
157	как о	2	2
158	на него	1	2
