N	3gram	Losev_Prob_2	Tvorches
1	и т д	6	11
2	в то же	4	7
3	по нашему мнению	1	4
4	до сих пор	4	3
5	не может быть	3	3
6	ю м лотмана	2	3
7	в самом деле	2	2
8	и не может	1	2
9	в таком случае	10	2
10	и в то	1	2
11	по крайней мере	6	2
12	и многое другое	1	2
13	в известной мере	1	2
14	так же как	1	2
15	это прежде всего	1	2
16	во всяком случае	10	2
17	с другой стороны	5	2
18	так и в	1	2
19	о том что	14	2
20	в целом и	1	2
21	в том что	4	2
22	том что в	2	1
23	с первого взгляда	1	1
24	и нет ничего	1	1
25	такие термины как	2	1
26	в том числе	2	1
27	о том как	1	1
28	же как и	1	1
29	может быть определен	1	1
30	сами по себе	2	1
31	а может быть	2	1
32	что в нем	1	1
33	можно было бы	2	1
34	точно так же	3	1
35	то или иное	2	1
36	не то что	1	1
37	только потому что	1	1
38	но в таком	3	1
39	будет рассматриваться в	1	1
40	только то что	3	1
41	как будто бы	5	1
42	и тут же	2	1
43	тем что он	1	1
44	в известном смысле	1	1
45	и в этом	3	1
46	а с другой	1	1
47	той или иной	1	1
48	в связи с	5	1
49	но как бы	1	1
50	тем что они	1	1
51	у нас не	2	1
52	потому что они	1	1
53	в то время	1	1
54	того или иного	5	1
55	отнюдь не означает	1	1
56	находит и в	1	1
57	мы не можем	1	1
58	не является только	1	1
59	и особенно в	1	1
60	а тем самым	1	1
61	это и есть	2	1
62	то что не	2	1
63	ничего общего с	2	1
64	с самого начала	2	1
65	но отнюдь не	1	1
66	в частности в	2	1
67	том числе и	2	1
68	статьи ю м	2	1
69	нам хотелось бы	2	1
70	относится и к	1	1
71	содержит в себе	2	1
72	думать о том	1	1
73	но это не	1	1
74	в каждом из	1	1
75	и прежде всего	2	1
76	что у нас	1	1
77	на то чтобы	1	1
78	в какой-то мере	1	1
