N	2gram	Tiupa_Anal_3	TeoriaLi
1	в мире	5	24
2	не только	22	18
3	в качестве	12	17
4	тогда как	20	16
5	и не	12	16
6	я в	5	16
7	а в	10	14
8	состоит в	4	13
9	и в	18	13
10	в частности	12	13
11	то есть	10	12
12	эстетического отношения	3	12
13	так и	14	12
14	может быть	9	12
15	в этом	14	11
16	представляет собой	5	11
17	при этом	11	11
18	в том	9	11
19	но не	7	10
20	и его	13	10
21	в тексте	9	10
22	а не	9	10
23	эстетическое отношение	1	10
24	то же	3	9
25	в его	7	9
26	по отношению	7	8
27	такого рода	5	8
28	своего рода	8	8
29	сводится к	2	8
30	произведение искусства	4	8
31	в миропорядке	8	8
32	но и	13	8
33	отношению к	7	8
34	что в	9	8
35	отличие от	2	7
36	в себе	2	7
37	эмоциональной рефлексии	1	7
38	том что	12	7
39	точки зрения	3	7
40	в отличие	2	7
41	в то	3	7
42	по своей	2	7
43	во второй	7	7
44	только в	2	7
45	себя в	4	7
46	как это	3	7
47	в данном	4	7
48	еще не	6	6
49	модуса художественности	3	6
50	с его	8	6
51	но в	2	6
52	художественной реальности	3	6
53	в первой	8	6
54	модус художественности	2	6
55	объектной организации	1	6
56	лишь в	5	6
57	место в	1	6
58	в русской	7	6
59	же время	3	6
60	картина мира	4	6
61	присутствия я	3	6
62	присутствия в	1	6
63	как бы	10	6
64	мы имеем	5	5
65	лирическая героиня	1	5
66	данном случае	3	5
67	в рамках	3	5
68	в своем	4	5
69	в самом	5	5
70	роли в	3	5
71	он не	6	5
72	в принципе	2	5
73	того или	1	5
74	как и	14	5
75	не в	6	5
76	однако в	5	5
77	тем самым	4	5
78	а а	5	5
79	коммуникативного события	11	5
80	в нем	2	5
81	в ее	3	5
82	в пределах	4	5
83	или иной	5	5
84	а также	2	5
85	между тем	5	5
86	не сводится	1	5
87	и одновременно	1	5
88	уже не	5	5
89	не случайно	8	5
90	с другой	7	5
91	как в	3	5
92	или иного	1	5
93	я с	2	5
94	в искусстве	2	5
95	между ними	1	5
96	героя и	4	5
97	по преимуществу	2	4
98	высказывания в	1	4
99	говорить о	3	4
100	как правило	5	4
101	конечном счете	2	4
102	а и	4	4
103	отношение к	1	4
104	субъекта и	2	4
105	хотя и	2	4
106	по пути	4	4
107	всего лишь	8	4
108	то что	2	4
109	креативная компетенция	5	4
110	художественного впечатления	1	4
111	не предполагает	2	4
112	в слове	5	4
113	в ходе	1	4
114	в своей	1	4
115	в их	6	4
116	не столько	3	4
117	художественного мира	1	4
118	не менее	4	4
119	эстетических отношений	1	4
120	эстетический объект	1	4
121	личности в	3	4
122	в стихотворении	1	4
123	о о	4	4
124	приводит к	4	4
125	можно сказать	4	4
126	в конечном	2	4
127	в форме	2	4
128	и ее	2	4
129	внимательно взглянула	2	4
130	второй строфе	4	4
131	с дудочкой	1	4
132	и т.п	5	4
133	внутреннего я	1	4
134	и а	4	4
135	первой строфе	3	4
136	как эстетической	2	4
137	текста как	1	4
138	художественности в	2	4
139	художественного текста	1	4
140	мира и	2	4
141	личности и	2	4
142	в свою	5	4
143	на смену	1	4
144	не знает	1	4
145	сказать что	2	4
146	не может	2	4
147	хронотоп в	1	3
148	на две	1	3
149	являет собой	3	3
150	например в	2	3
151	совпадает с	1	3
152	своем составе	1	3
153	я на	1	3
154	иного рода	1	3
155	не все	1	3
156	и т.д	2	3
157	герой не	1	3
158	а всего	3	3
159	в акте	1	3
160	в художественном	1	3
161	кто говорит	2	3
162	перед нами	4	3
163	и к	4	3
164	в точке	2	3
165	в противоположность	2	3
166	со своей	8	3
167	все эти	2	3
168	в этой	6	3
169	эстетическая ситуация	2	3
170	и вот	2	3
171	и по	2	3
172	самим собой	1	3
173	в лирике	2	3
174	его в	3	3
175	художественного письма	1	3
176	системе ценностей	2	3
177	этом смысле	1	3
178	по мысли	1	3
179	авторской позиции	2	3
180	мог бы	1	3
181	в единое	1	3
182	литературных произведений	3	3
183	и сам	4	3
184	тем не	2	3
185	взглянула на	1	3
186	и внешней	1	3
187	картины мира	4	3
188	никогда не	5	3
189	на меня	2	3
190	как раз	7	3
191	потому что	1	3
192	лирический герой	1	3
193	эстетического объекта	2	3
194	той или	3	3
195	говоря словами	2	3
196	свою очередь	4	3
197	другой стороны	5	3
198	лирической ситуации	1	3
199	в произведении	3	3
200	так в	3	3
201	в другом	1	3
202	о ней	1	3
203	входит в	2	3
204	граница личности	3	3
205	лирического сюжета	2	3
206	личности со	2	3
207	того что	1	3
208	о у	3	3
209	а с	1	3
210	человека с	1	3
211	без остатка	2	3
212	в итоге	4	3
213	для него	6	3
214	слова в	1	3
215	висит на	1	3
216	с ее	3	3
217	на почве	1	3
218	в финале	3	3
219	именно в	3	3
220	читателя зрителя	1	3
221	данту диктовала	2	3
222	и др	1	3
223	прежде всего	5	3
224	в соответствии	2	3
225	его эстетической	1	3
226	может выступать	1	3
227	художественного целого	6	3
228	в строке	3	3
229	и потому	2	3
230	зрителя слушателя	1	3
231	по своему	2	3
232	этого слова	2	3
233	лирического я	1	3
234	в эстетический	1	3
235	к которому	1	3
236	объекта и	1	3
237	таким образом	4	3
238	на волоске	1	3
239	в основе	1	3
240	миропорядка и	3	3
241	художественной целостности	4	3
242	я и	3	2
243	эстетической доминантой	1	2
244	отношения к	2	2
245	внежизненно-активной позиции	1	2
246	мире это	1	2
247	это всеобъемлющая	2	2
248	того же	5	2
249	это и	2	2
250	перед лицом	1	2
251	статус знания	1	2
252	к собственной	2	2
253	в дискурсе	1	2
254	собою в	1	2
255	анекдот не	1	2
256	факторов художественного	1	2
257	этого текста	4	2
258	всех без	3	2
259	принадлежит к	4	2
260	на себя	2	2
261	я не	1	2
262	простым воспроизведением	1	2
263	в целом	3	2
264	но напротив	1	2
265	во мне	1	2
266	словами гегеля	1	2
267	его внешней	2	2
268	в сочетании	3	2
269	между собой	1	2
270	художественности героика	1	2
271	значении этого	1	2
272	но как	3	2
273	у него	1	2
274	в стихе	2	2
275	свою жизнь	2	2
276	ведет по	1	2
277	человеческих отношений	1	2
278	за пределы	1	2
279	диалогическим углом	1	2
280	что они	3	2
281	сама по	2	2
282	как говорит	3	2
283	форма авторства	3	2
284	ценностный центр	1	2
285	человеческого бытия	1	2
286	как к	2	2
287	кому говорят	1	2
288	одного текста	1	2
289	и как	4	2
290	говорит что	1	2
291	референтная компетенция	1	2
292	ролевой границы	2	2
293	самом начале	1	2
294	вот вошла	1	2
295	ролевую границу	1	2
296	позволяет говорить	1	2
297	в ритмическом	1	2
298	так или	1	2
299	право на	1	2
300	свободы но	1	2
301	аллитерационная субструктура	2	2
302	с художественной	1	2
303	в притче	4	2
304	с языком	1	2
305	хотят и	1	2
306	однако при	2	2
307	поведение в	2	2
308	и свершают	1	2
309	два эпизода	1	2
310	этом мире	1	2
311	в году	3	2
312	без исключения	3	2
313	не следует	1	2
314	здесь мы	1	2
315	могла бы	2	2
316	это позиция	1	2
317	тем в	1	2
318	единое целое	1	2
319	об этом	2	2
320	о в	2	2
321	по два	2	2
322	ритмическим курсивом	1	2
323	русской поэзии	2	2
324	это не	2	2
325	я музы	2	2
326	и иных	1	2
327	сатирической художественности	2	2
328	тарасе бульбе	3	2
329	к какому-либо	1	2
330	же персонажа	1	2
331	вовсе не	1	2
332	и того	3	2
333	личности как	1	2
334	иначе говоря	2	2
335	жанровой традиции	2	2
336	одного и	3	2
337	как способу	2	2
338	имени тебе	2	2
339	в войне	1	2
340	речевого замысла	2	2
341	высказывания как	2	2
342	лирическое я	2	2
343	сочетании с	3	2
344	с точки	2	2
345	внутренняя граница	2	2
346	от себя	1	2
347	в имени	2	2
348	поступки только	1	2
349	ударного а	1	2
350	высказывания и	1	2
351	в культуре	2	2
352	по себе	4	2
353	даже в	2	2
354	тип героя	1	2
355	автора и	1	2
356	сверхсхемные ударения	2	2
357	человеческого я	2	2
358	хоровое слово	2	2
359	дело не	3	2
360	текста но	1	2
361	ситуации рассказывания	2	2
362	не могло	1	2
363	только не	3	2
364	риторический предел	2	2
365	казалось бы	1	2
366	ль данту	1	2
367	имеем дело	4	2
368	слова как	1	2
369	этих двух	1	2
370	ты ль	1	2
371	лирическую героиню	1	2
372	своей природе	1	2
373	у о	2	2
374	ценностей жизни	1	2
375	пушкина что	2	2
376	внутренней и	1	2
377	эстетическое завершение	1	2
378	художественную целостность	2	2
379	как будто	1	2
380	этического выбора	1	2
381	и для	2	2
382	следует признать	3	2
383	частной жизни	1	2
384	стихотворения муза	2	2
385	из перечисленных	1	2
386	оказывается объектом	1	2
387	не ограничивается	1	2
388	пределах строки	2	2
389	ей говорю	1	2
390	и о	1	2
391	заданности и	1	2
392	внутренний хронотоп	1	2
393	в анекдоте	2	2
394	здесь не	3	2
395	анаграмматическим субститутом	1	2
396	стопного ямба	2	2
397	самим собою	1	2
398	оказывается шире	1	2
399	в организации	1	2
400	в себя	2	2
401	роль в	3	2
402	о полку	3	2
403	такого знания	1	2
404	в лирическом	1	2
405	не с	2	2
406	к его	1	2
407	поэтической глоссализации	1	2
408	стихотворении пушкина	1	2
409	если бы	1	2
410	художественного содержания	1	2
411	относительно своей	2	2
412	индивидуального речевого	2	2
413	коммуникативное событие	1	2
414	и здесь	2	2
415	в состав	1	2
416	о том	6	2
417	судьбы а	2	2
418	в глаза	2	2
419	е о	2	2
420	роль принадлежит	1	2
421	это было	1	2
422	восходит к	3	2
423	диктовала страницы	1	2
424	коммуникативную стратегию	1	2
425	во всех	2	2
426	или иначе	1	2
427	русской литературе	4	2
428	однако с	3	2
429	во втором	4	2
430	жизнь личности	1	2
431	данного текста	2	2
432	вслед за	1	2
433	радостей жизни	1	2
434	в литературе	1	2
435	они хотят	1	2
436	лирическое стихотворение	1	2
437	поскольку вместо	1	2
438	природе суть	1	2
439	звучит ритмическим	2	2
440	к числу	2	2
441	в сказании	1	2
442	тот или	2	2
443	с одной	2	2
444	личного самоопределения	1	2
445	внешней заданности	2	2
