N	2gram	Tiupa_Narr_1	Problema
1	и в	11	30
2	в своей	5	22
3	то есть	9	21
4	не только	31	18
5	то что	9	18
6	в этом	12	17
7	том что	7	17
8	и даже	2	14
9	людей и	1	13
10	таким образом	1	13
11	но и	27	13
12	потому что	5	13
13	также и	3	12
14	о том	4	12
15	в его	6	12
16	а именно	1	12
17	в том	8	12
18	и не	23	12
19	в своем	3	11
20	у него	7	11
21	в этой	6	10
22	для нас	1	10
23	точки зрения	5	10
24	все же	4	9
25	на земле	1	9
26	но в	7	9
27	и вообще	1	9
28	который в	2	9
29	только в	12	9
30	и все	3	9
31	сказать что	2	9
32	хотя и	4	8
33	с точки	1	8
34	на небо	1	8
35	никак не	2	8
36	в конце	2	8
37	но не	4	7
38	как и	13	7
39	не в	6	7
40	никогда не	4	7
41	связи с	2	7
42	у нас	3	7
43	здесь не	2	7
44	так и	5	7
45	что он	3	7
46	до нас	1	7
47	может быть	15	7
48	говорит о	1	7
49	в связи	2	7
50	в результате	2	7
51	вместе с	2	7
52	и на	5	6
53	тут же	1	6
54	и как	3	6
55	в нем	4	6
56	его в	1	6
57	и его	10	6
58	можно сказать	5	6
59	что и	1	6
60	уже не	8	6
61	так как	1	6
62	с другой	2	6
63	прежде всего	4	6
64	как бы	6	6
65	и для	2	6
66	а в	13	6
67	другой стороны	2	6
68	и то	3	5
69	в году	2	5
70	не просто	1	5
71	в которой	1	5
72	за это	1	5
73	тем не	3	5
74	в силу	1	5
75	и с	3	5
76	с тем	1	5
77	он и	2	5
78	еще в	3	5
79	нисколько не	1	5
80	что этот	1	5
81	не менее	3	5
82	и притом	2	5
83	того как	1	5
84	и о	3	5
85	что у	4	5
86	и у	1	5
87	мы можем	2	5
88	а не	13	5
89	не может	8	5
90	так же	1	5
91	как раз	6	5
92	будто бы	1	5
93	в самом	6	5
94	что в	3	5
95	того же	1	4
96	едва ли	3	4
97	и он	6	4
98	отнюдь не	2	4
99	и к	1	4
100	в себе	6	4
101	при этом	19	4
102	но все	1	4
