N	3gram	Propp_Isto_4	Tvorches
1	о том что	2	5
2	точно так же	5	2
3	в этой связи	1	2
4	в данном случае	3	2
5	не только в	2	2
6	человека таким образом	1	2
7	можно сказать что	1	2
8	тем не менее	2	2
9	в котором нет	1	1
10	что иное как	3	1
11	то же самое	2	1
12	дело не только	1	1
13	бросает в огонь	1	1
14	до сих пор	5	1
15	и в других	1	1
16	а через него	1	1
17	что он не	1	1
18	друг на друга	1	1
19	что как бы	1	1
20	не могут быть	1	1
21	они представляют собой	1	1
22	за то что	1	1
23	вместе с тем	1	1
24	одного из них	1	1
25	между человеком и	2	1
26	с той же	1	1
27	в этот момент	1	1
28	в связи с	2	1
29	что он как	1	1
30	целый ряд других	1	1
31	три года до	1	1
32	что у него	1	1
33	объясняется тем что	1	1
34	потому что я	1	1
35	связанные с ними	1	1
36	у него есть	1	1
37	но даже в	1	1
38	мы имеем в	2	1
39	с другой стороны	4	1
40	таким образом и	1	1
41	не что иное	3	1
42	к тому что	1	1
43	как и в	1	1
44	и т д	24	1
