N	2gram	Propp_Isto_7	formyVre
1	и в	24	46
2	в этом	12	22
3	и т	17	14
4	прежде всего	2	14
5	вовсе не	4	13
6	и его	3	12
7	во всех	7	11
8	не только	21	11
9	только в	6	11
10	т п	1	11
11	как бы	4	10
12	во время	6	10
13	точки зрения	4	10
14	в том	7	10
15	но в	5	10
16	мы уже	4	9
17	не в	9	9
18	в ряд	2	9
19	у него	10	9
20	но и	11	9
21	вместе с	7	9
22	и не	4	9
23	мира и	1	9
24	то же	8	8
25	как и	6	8
26	с точки	1	8
27	для того	1	8
28	потому что	9	8
29	связи с	3	8
30	в его	1	8
31	из них	2	8
32	в связи	2	8
33	в основном	2	8
34	жизни и	1	8
35	и на	2	7
36	в главе	1	7
37	всех этих	6	7
38	так и	5	7
39	в них	3	7
40	может быть	14	7
41	то что	7	7
42	как мы	3	6
43	еще не	8	6
44	все же	9	6
45	и наконец	3	6
46	при этом	4	6
47	и с	1	6
48	его в	3	6
49	в основе	2	6
50	никогда не	4	6
51	те же	1	6
52	и во	1	6
53	так как	8	6
54	в особенности	2	6
55	здесь в	1	6
56	все это	8	6
57	и все	6	6
58	но не	6	5
59	с этим	2	5
60	в своем	1	5
61	все эти	2	5
62	связанные с	2	5
63	он не	6	5
64	в нем	6	5
65	этих форм	1	5
66	должно быть	1	5
67	в то	2	5
68	в дальнейшем	3	5
69	и у	2	5
70	и др	2	5
71	в частности	1	5
72	по существу	4	5
73	что в	13	5
74	отношения к	1	4
75	и он	3	4
76	что они	3	4
77	как в	12	4
78	уже в	3	4
79	из этих	3	4
80	и было	1	4
81	том что	10	4
82	в котором	2	4
83	к себе	3	4
84	смерти и	1	4
85	в образе	3	4
86	с ним	5	4
87	загробном мире	1	4
88	о том	9	4
89	все его	2	4
90	вопросу о	1	4
91	на острове	2	4
92	так что	3	4
93	конечно не	2	4
94	и их	1	4
95	а не	8	4
96	с этой	6	4
97	еще более	1	4
98	же в	1	4
99	есть и	4	4
100	ему в	1	3
101	того же	2	3
102	мы еще	1	3
103	отношение к	5	3
104	хотя и	3	3
105	и как	1	3
106	в этот	1	3
107	уже не	2	3
108	та же	2	3
109	в большинстве	1	3
110	имеем в	5	3
111	т д	16	3
112	и по	3	3
113	таким образом	7	3
114	здесь мы	5	3
115	в совершенно	1	3
116	по всему	1	3
117	на первый	4	3
118	в их	4	3
119	в которых	1	3
120	не могли	1	3
121	как можно	1	3
122	кроме того	3	3
123	же самое	1	3
124	к тому	1	3
125	на основе	1	3
126	том как	1	3
127	в другом	1	3
128	а также	1	3
129	что и	8	3
130	того что	6	3
131	тот же	2	3
132	что он	21	3
133	во времени	1	3
134	все они	1	3
135	в качестве	3	3
136	и они	1	3
137	на протяжении	1	3
138	большинстве случаев	1	3
139	тем что	6	3
140	в форме	2	3
141	и даже	3	3
142	о чем	1	3
143	еще нет	1	3
144	это значит	2	3
145	тем более	2	3
146	в этих	13	3
147	ее в	3	3
148	а в	10	3
149	всего в	1	3
150	но эти	1	3
151	и другие	9	3
152	к этому	2	3
153	ту же	1	2
154	как его	1	2
155	и есть	1	2
156	этого мира	1	2
157	и так	2	2
158	из самых	2	2
159	почти всегда	2	2
160	мы имеем	12	2
161	он был	1	2
162	совсем не	1	2
163	если в	2	2
164	к ним	2	2
165	значение имеет	1	2
166	в одной	2	2
167	приведенных примеров	1	2
168	и к	1	2
169	от этого	1	2
170	и питье	1	2
171	гл ii	1	2
172	царстве мертвых	1	2
173	в этой	1	2
174	с одной	5	2
175	о загробном	1	2
176	эпохи и	1	2
177	как он	6	2
178	под землей	2	2
179	не могла	1	2
180	о смерти	1	2
181	она еще	1	2
182	после этого	3	2
183	и вот	1	2
184	на земле	2	2
185	по себе	1	2
186	здесь это	1	2
187	далеко не	1	2
188	с тем	1	2
189	со своими	1	2
190	которой он	3	2
191	одна и	1	2
192	мы видели	7	2
193	история о	1	2
194	гадает по	1	2
195	автора и	1	2
196	в царстве	2	2
197	и становится	3	2
198	женщин и	1	2
199	необходимо указать	1	2
200	представление о	3	2
201	но эта	2	2
202	но он	2	2
203	друг другу	1	2
204	и более	1	2
205	вплоть до	2	2
206	она не	2	2
207	в день	1	2
208	там где	5	2
209	если кто	2	2
210	в самой	1	2
211	на землю	1	2
212	и весь	1	2
