N	2gram	Ircho_Kome_3	RusskieA
1	и в	22	36
2	не только	5	22
3	том что	13	19
4	что в	5	19
5	в и	2	17
6	в том	12	17
7	т е	16	17
8	но и	4	16
9	так как	11	15
10	во время	6	14
11	в этом	8	12
12	в других	3	11
13	и т	4	10
14	и на	2	10
15	в этот	1	10
16	это не	2	10
17	как и	3	10
18	как мы	2	10
19	вместе с	9	10
20	потому что	10	10
21	т д	1	9
22	об этом	7	9
23	а в	7	9
24	состоит в	2	8
25	и по	1	8
26	с тем	4	8
27	о том	8	8
28	один из	3	8
29	из них	5	8
30	может быть	6	8
31	как это	5	8
32	е в	2	8
33	что они	2	7
34	так и	4	7
35	между тем	2	7
36	что и	8	7
37	и других	1	7
38	представляют собой	2	7
39	мы не	2	6
40	таким образом	12	6
41	при этом	7	6
42	видно что	2	6
43	не имеет	3	6
44	в них	3	6
45	и не	21	6
46	все это	5	6
47	для нас	1	6
48	то что	4	6
49	как в	2	5
50	все же	4	5
51	показывает что	1	5
52	при изучении	1	5
53	в которых	5	5
54	того как	1	5
55	там же	1	5
56	и у	1	5
57	одно из	1	5
58	в течение	3	5
59	как бы	3	5
60	этом случае	2	5
61	г в	2	4
62	мы имеем	1	4
63	не совсем	2	4
64	еще не	6	4
65	во всех	2	4
66	в эти	1	4
67	что по	1	4
68	представляет собой	3	4
69	после этого	2	4
70	с собой	1	4
71	сообщает о	1	4
72	в г	2	4
73	из этих	1	4
74	в их	2	4
75	тому что	2	4
76	вплоть до	2	4
77	связи с	5	4
78	что на	1	4
79	к тому	6	4
80	и что	6	4
81	и их	1	4
82	тем что	5	4
83	а с	1	4
84	в некоторых	1	4
85	в тех	1	4
86	по существу	2	4
87	в связи	4	4
88	как уже	1	4
89	не может	3	4
90	только в	1	4
91	к этому	6	4
92	представление о	2	3
93	если в	1	3
94	которые не	1	3
95	в своем	8	3
96	и те	1	3
97	в основном	1	3
98	на этом	1	3
99	то же	7	3
100	но все	4	3
101	совпадают с	4	3
102	чаще всего	1	3
103	для них	1	3
104	далеко не	3	3
105	несмотря на	4	3
106	в этих	1	3
107	точки зрения	4	3
108	таким же	1	3
109	с точки	3	3
110	тем не	3	3
111	их в	3	3
112	не менее	5	3
113	ничего не	3	3
114	вывод что	2	3
115	можно сделать	1	3
116	приводит к	3	3
117	к жизни	1	3
118	не с	2	3
119	настоящее время	1	3
120	или на	1	3
121	а также	2	3
122	от них	1	3
123	в середине	1	3
124	всякого рода	1	3
125	по этому	1	3
126	в качестве	2	3
127	только на	1	3
128	в одном	2	3
129	к ним	3	3
130	в области	2	3
131	на этот	3	3
132	о чем	7	3
133	по происхождению	1	3
134	так же	4	3
135	других случаях	1	3
136	по содержанию	1	3
137	в уже	2	3
138	в это	1	3
139	в настоящее	1	3
140	и к	3	3
141	в свою	7	3
142	ко времени	1	3
143	например в	1	2
144	к другому	1	2
145	в доме	10	2
146	еще до	1	2
147	на себя	4	2
148	они были	1	2
149	в числе	1	2
150	это время	1	2
151	в ней	4	2
152	он был	4	2
