N	3gram	Bakhtin_Fr_5	Myslijsy
1	в том что	6	7
2	и того же	1	6
3	в свою очередь	1	6
4	одного и того	1	6
5	тем не менее	1	5
6	до сих пор	3	4
7	от того что	1	4
8	в то время	2	4
9	в эту минуту	1	3
10	мы не можем	1	3
11	на самом деле	4	2
12	как и во	2	2
13	и все остальные	1	2
14	и во всех	3	2
15	после того как	1	2
16	между тем как	1	2
17	то что в	1	2
18	для того чтобы	6	2
19	независимо от их	1	2
20	то же время	9	2
21	так и в	1	2
22	не может быть	2	2
23	в то же	9	2
24	только тогда когда	1	2
25	и в общем	1	1
26	что с ним	1	1
27	и связанные с	2	1
28	мы его не	1	1
29	одном и том	1	1
30	потому что в	1	1
31	дело в том	2	1
32	и той же	1	1
33	не только о	1	1
34	не было ничего	1	1
35	то время когда	1	1
36	о том как	2	1
37	у нас есть	1	1
38	друг от друга	1	1
39	прежде всего его	1	1
40	мы говорим здесь	1	1
41	в отличие от	2	1
42	его как бы	2	1
43	но это не	1	1
44	но вряд ли	1	1
45	вводит его в	1	1
46	и не в	2	1
47	вместе с тем	1	1
48	только для того	1	1
49	в одном и	1	1
50	как и в	1	1
51	и на все	1	1
52	что во время	1	1
53	и том же	1	1
54	между собою и	1	1
55	по тому же	2	1
56	во всех этих	1	1
57	между человеком и	2	1
58	в одном случае	1	1
59	в связи с	5	1
60	в общем не	1	1
61	если бы и	1	1
62	далеко не все	1	1
63	не затем чтобы	1	1
64	не имеет значения	1	1
65	на этом основании	1	1
66	о том что	1	1
67	ничего общего с	1	1
68	то есть в	2	1
69	и в самом	1	1
70	что и в	1	1
71	в большинстве случаев	2	1
72	во все стороны	1	1
73	одной и той	1	1
74	том как он	1	1
75	в себе в	1	1
76	здесь как и	2	1
77	также что в	1	1
78	мы видели что	1	1
