N	2gram	Bakhtin_Fr_8	Myslijsy
1	потому что	6	52
2	то есть	24	42
3	и в	56	39
4	в языке	1	33
5	может быть	3	27
6	в том	13	26
7	только в	9	25
8	не может	2	22
9	что в	5	22
10	не только	8	21
11	так как	4	21
12	а не	2	21
13	в нем	8	20
14	но и	9	20
15	и не	9	18
16	языка и	6	17
17	том что	8	16
18	так что	3	16
19	в этом	14	15
20	не в	3	15
21	если бы	2	14
22	по отношению	1	13
23	в себе	4	13
24	таким образом	17	13
25	так и	13	13
26	чувства и	1	13
27	отношению к	1	13
28	было бы	2	12
29	мы не	2	10
30	как в	1	10
31	и что	1	10
32	то что	3	10
33	речи и	3	10
34	но в	6	9
35	как и	5	9
36	тогда когда	1	9
37	могут быть	1	9
38	для нас	1	9
39	там же	1	9
40	мысли и	1	9
41	тем что	1	9
42	но не	5	8
43	в слове	2	8
44	точки зрения	6	8
45	язык в	4	8
46	в одном	2	8
47	того что	1	8
48	вместе с	2	8
49	в ней	4	7
50	это не	2	7
51	в этих	11	7
52	на язык	1	7
53	себе представить	1	7
54	с другой	2	7
55	то же	11	6
56	независимо от	1	6
57	все же	2	6
58	и как	2	6
59	при этом	4	6
60	между собою	2	6
61	того как	2	6
62	что на	2	6
63	в каком	2	6
64	языка в	2	6
65	что и	3	6
66	еще не	10	6
67	как бы	11	6
68	то это	1	5
69	во всех	8	5
70	не следует	1	5
71	с тем	2	5
72	несмотря на	2	5
73	не имеет	1	5
74	и его	12	5
75	если же	1	5
76	язык и	2	5
77	между тем	3	5
78	в его	18	5
79	для всех	1	5
80	языка как	1	5
81	вовсе не	6	5
82	так же	2	5
83	и потому	4	5
84	быть только	1	5
85	но это	2	5
86	и для	2	5
87	и народа	1	5
88	язык не	1	5
89	а в	2	5
90	другой стороны	2	5
91	вопрос о	1	4
92	бы ни	1	4
93	все остальные	2	4
94	из этих	1	4
95	этом смысле	1	4
96	мы видели	5	4
97	в то	12	4
98	не по	1	4
99	никогда не	5	4
100	же время	10	4
101	и притом	1	4
102	во всем	4	4
103	не могут	1	4
104	к тому	1	4
105	каждый раз	1	4
106	что мысль	1	4
107	бы в	3	4
108	слов и	3	4
109	с нею	1	4
110	то на	1	4
111	и других	4	4
112	для него	2	4
113	в более	1	4
114	не было	5	4
115	и даже	8	4
116	в действительности	2	4
117	прежде всего	6	4
118	притом не	1	4
119	там где	3	4
120	тому как	1	4
121	слова и	3	4
122	от него	1	4
123	мы видим	6	4
124	в своих	4	4
125	того же	1	3
126	и то	2	3
127	вопрос об	2	3
128	в своем	3	3
129	хотя и	2	3
130	что по	1	3
131	в самом	9	3
132	эти отношения	1	3
133	что это	4	3
134	он не	5	3
135	подобно тому	1	3
136	так например	2	3
137	не из	1	3
138	то ни	2	3
139	что все	4	3
140	в мире	2	3
141	той же	6	3
142	и с	8	3
143	заключается в	1	3
144	и тем	1	3
145	в них	11	3
146	в этой	6	3
147	понятия и	1	3
148	не мог	3	3
149	и при	2	3
150	в своей	2	3
151	с точки	2	3
152	друг другу	2	3
153	тому что	1	3
154	для того	2	3
155	самого начала	1	3
156	или же	1	3
157	этих последних	1	3
158	и это	1	3
159	но при	1	3
160	с самого	1	3
161	когда в	2	3
162	к первому	1	3
163	том как	1	3
164	и вообще	1	3
165	с ним	2	3
166	к одной	1	3
167	и во	2	3
168	по мнению	1	3
169	с одной	4	3
170	судить о	2	3
171	языка а	2	3
172	только на	2	3
173	есть уже	1	3
174	или даже	1	3
175	одно из	1	3
176	и их	8	3
177	никто не	1	3
178	языка можно	1	3
179	что для	3	3
180	связи с	6	3
181	все более	1	3
182	в самой	1	3
183	одной стороны	2	3
184	к которому	3	3
185	оно и	1	3
186	и от	1	3
187	о котором	1	3
188	и все	6	3
189	сказать что	3	3
190	по поводу	1	3
191	как на	1	3
192	этого в	1	2
193	одним из	5	2
194	чтобы не	1	2
195	и грамматических	1	2
196	тем же	1	2
197	их и	2	2
198	а как	1	2
199	в сущности	8	2
200	и народов	1	2
201	бы то	2	2
202	живых существ	1	2
203	одним словом	1	2
204	то он	1	2
205	одном и	1	2
206	значение и	2	2
207	за пределы	4	2
208	которые не	1	2
209	в одних	1	2
210	и слова	1	2
211	на память	1	2
212	его к	3	2
213	на что	1	2
214	в которой	4	2
215	образом и	3	2
216	языка к	2	2
217	во многих	1	2
218	лица и	1	2
219	но на	1	2
220	времен и	1	2
221	можно себе	1	2
222	так сказать	5	2
223	мы можем	1	2
224	ключ к	1	2
225	к одному	1	2
226	и более	4	2
227	из него	1	2
228	но дело	2	2
229	с этой	2	2
230	на все	1	2
231	жизнь народа	1	2
232	мог бы	1	2
233	само собою	1	2
234	о которых	1	2
235	переходим к	4	2
236	чем в	1	2
237	было только	1	2
238	в один	1	2
239	народа и	1	2
240	одного и	1	2
241	но если	1	2
242	в их	3	2
243	слова в	1	2
244	но он	3	2
245	не могли	2	2
246	том же	1	2
247	к языку	4	2
248	и всегда	1	2
249	эти формы	1	2
250	дело в	2	2
251	того чтобы	4	2
252	только не	2	2
253	следовательно и	1	2
254	народной жизни	1	2
255	как будто	1	2
256	не потому	2	2
257	в живой	1	2
258	образом что	1	2
259	его с	1	2
260	имеет место	1	2
261	не ограничивается	1	2
262	как мы	7	2
263	с ее	5	2
264	только то	1	2
265	его самого	1	2
266	времени и	4	2
267	и которые	4	2
268	мы в	1	2
269	в отношениях	1	2
270	для этого	1	2
271	в виду	1	2
272	этого языка	1	2
273	о том	4	2
274	при котором	1	2
275	утверждает что	1	2
276	души при	1	2
277	все в	1	2
278	к последнему	1	2
279	что самое	1	2
280	что первый	1	2
281	и только	1	2
282	еще более	1	2
283	в другую	1	2
284	как например	3	2
285	по этому	1	2
286	в таких	3	2
287	уже не	3	2
288	не можем	1	2
289	вопроса о	1	2
290	же в	1	2
291	в начале	1	2
292	понятий в	1	2
293	за ним	1	2
294	и другом	1	2
295	к ним	2	2
296	и вместе	1	2
297	в других	2	2
298	не были	3	2
299	влияние на	1	2
300	на этот	1	2
301	под влиянием	1	2
302	связь с	3	2
303	нет ничего	1	2
304	с какою	2	2
305	между явлениями	2	2
306	их к	1	2
307	своего языка	1	2
308	даже с	1	2
309	и о	3	2
310	стороны и	1	2
311	к другим	1	2
312	но с	2	2
313	слова но	1	2
314	и практики	2	2
315	с другою	1	2
316	не самого	1	2
317	тем более	1	2
318	все они	6	2
319	ни было	2	2
320	что оно	1	2
321	что даже	1	2
322	из этого	1	2
323	жизни и	1	2
324	то оно	1	2
325	говоря о	1	1
326	например в	4	1
327	предполагает что	1	1
328	человека и	2	1
329	начинается с	1	1
