N	2gram	Propp_Isto_6	Marksizm
1	может быть	11	28
2	и пр	1	25
3	и в	26	19
4	как бы	4	19
5	и не	10	19
6	не может	6	18
7	точки зрения	1	17
8	то же	5	16
9	и его	7	16
10	как мы	4	15
11	в этом	12	15
12	таким образом	12	14
13	не только	10	13
14	в нем	8	11
15	если бы	3	11
16	вовсе не	2	11
17	не в	3	10
18	так и	5	10
19	но и	9	10
20	том что	10	10
21	при этом	3	9
22	как и	5	9
23	для него	1	9
24	в основе	1	9
25	а не	2	9
26	с его	4	8
27	по отношению	2	8
28	в то	5	8
29	только в	5	8
30	не является	1	8
31	отношению к	2	8
32	его в	5	7
33	и более	1	7
34	одна из	2	7
35	никогда не	13	7
36	в том	12	7
37	прежде всего	4	7
38	в связи	1	7
39	и для	1	7
40	но в	7	7
41	в таком	1	7
42	мы уже	6	6
43	во всех	1	6
44	и как	2	6
45	если мы	1	6
46	ни в	2	6
47	того чтобы	1	6
48	к тому	2	6
49	для того	1	6
50	быть и	1	6
51	между тем	1	6
52	мы можем	7	6
53	в свою	1	6
54	того же	2	5
55	к другому	1	5
56	и на	12	5
57	все же	8	5
58	на этой	2	5
59	в данном	3	5
60	и здесь	1	5
61	к нему	1	5
62	в его	5	5
63	в форме	2	5
64	этого слова	1	5
65	тем более	1	5
66	к этому	3	5
67	так же	2	5
68	все те	1	4
69	должна быть	3	4
70	а как	1	4
71	и ее	3	4
72	в себе	3	4
73	на то	2	4
74	это не	4	4
75	было бы	2	4
76	и тем	4	4
77	мы видели	11	4
78	этой связи	1	4
79	тому что	1	4
80	ничего не	2	4
81	русском языке	1	4
82	по мере	1	4
83	того что	2	4
84	с ними	2	4
85	что он	9	4
86	связь с	11	4
87	смысле этого	1	4
88	к пониманию	1	4
89	бы в	1	4
90	то что	6	4
91	сказать что	3	4
92	таком случае	1	3
93	и то	3	3
94	в котором	1	3
95	и до	2	3
96	не имеют	1	3
97	в ней	5	3
98	еще не	9	3
99	в ее	1	3
100	иногда и	1	3
101	отличие от	1	3
102	относится к	2	3
103	в истории	1	3
104	с этим	2	3
105	перед нами	2	3
106	все эти	8	3
107	учение о	1	3
108	в этой	2	3
109	в чужую	1	3
110	он не	2	3
111	не как	1	3
112	одно и	1	3
113	здесь мы	4	3
114	не будет	5	3
115	в другом	1	3
116	в этих	2	3
117	в своей	3	3
118	а иногда	1	3
119	не имеет	2	3
120	каждый раз	1	3
121	у нас	5	3
122	могут быть	3	3
123	бы он	1	3
124	не есть	2	3
125	и это	8	3
126	оно может	2	3
127	мы только	1	3
128	о том	7	3
129	что и	4	3
130	же является	1	3
131	одной из	1	3
132	с одной	7	3
133	в качестве	3	3
134	его и	1	3
135	характерно что	1	3
136	так как	18	3
137	до сих	4	3
138	с другой	10	3
139	связано с	4	3
140	не было	3	3
141	одной стороны	7	3
142	и формы	2	3
143	и от	3	3
144	быть именно	1	3
145	сих пор	4	3
146	его становления	1	3
147	не существует	1	3
148	что оно	4	3
149	только что	2	3
150	а в	3	3
151	во всяком	2	3
152	отношения к	1	2
153	одним из	1	2
154	связана с	3	2
155	в зависимости	1	2
156	от своего	1	2
157	вопрос о	3	2
158	зависимости от	2	2
159	и он	4	2
160	он был	2	2
161	иное как	1	2
162	то мы	1	2
163	но как	4	2
164	что они	2	2
165	в одной	2	2
166	независимо от	3	2
167	это одно	1	2
168	стороны и	2	2
169	в своем	2	2
170	вступает в	1	2
171	его к	1	2
172	более или	1	2
173	от этого	3	2
174	что это	2	2
175	в тех	3	2
176	из него	2	2
177	и с	6	2
178	на все	1	2
179	то есть	1	2
180	уже знаем	2	2
181	в жизни	1	2
182	далеко не	3	2
183	отражается в	1	2
184	он и	2	2
185	перейдем к	1	2
186	мы не	6	2
187	формы этого	1	2
188	или менее	1	2
189	переносится в	1	2
190	или вернее	1	2
191	они уже	1	2
192	на языке	1	2
193	как от	1	2
194	как о	1	2
195	или как	2	2
196	только с	1	2
197	ли это	1	2
198	мы возьмем	1	2
199	сравнительно с	1	2
200	об одном	2	2
201	должны быть	2	2
202	его значение	1	2
203	должен быть	1	2
204	и о	1	2
205	приводит к	1	2
206	не с	1	2
207	здесь как	1	2
208	и даже	1	2
209	сводится к	2	2
210	другими словами	3	2
211	все его	1	2
212	всяком случае	2	2
213	все время	2	2
214	но не	2	2
215	или же	2	2
216	уже в	1	2
217	в виде	6	2
218	но для	2	2
219	мы знаем	2	2
220	не так	2	2
221	оно так	1	2
222	друг друга	1	2
223	но что	1	2
224	у него	7	2
225	тем что	5	2
226	в особенности	1	2
227	именно как	1	2
228	именно в	1	2
229	а с	2	2
230	что не	2	2
231	они не	3	2
232	однако и	1	2
233	у такого	1	2
234	о чем	2	2
235	вместе с	8	2
236	там где	5	2
237	того или	1	2
