N	2gram	Bakhtin_Fr_1	Narrotol
1	не только	10	32
2	может быть	6	25
3	но и	10	23
4	и не	22	20
5	то есть	45	19
6	и в	65	19
7	в том	16	18
8	в этом	15	17
9	не в	4	14
10	в частности	5	14
11	том что	6	14
12	своего рода	1	12
13	а не	1	12
14	то что	3	11
15	точки зрения	7	10
16	не может	3	10
17	при этом	6	9
18	так и	10	9
19	в его	9	9
20	со стороны	1	9
21	в себе	3	8
22	во времени	1	8
23	и т.п	17	8
24	с другой	3	8
25	не является	3	8
26	еще не	6	7
27	по отношению	1	7
28	как в	5	7
29	все же	6	7
30	времени и	6	7
31	как и	5	7
32	к тому	2	7
33	с одной	2	7
34	одной стороны	2	7
35	ни для	1	7
36	с его	5	6
37	но не	2	6
38	в той	5	6
39	на протяжении	5	6
40	тем самым	1	6
41	в себя	3	6
42	о том	2	6
43	что он	3	6
44	именно в	1	6
45	как это	1	6
46	отношению к	1	6
47	том числе	10	6
48	но в	14	6
49	между двумя	1	5
50	отличие от	5	5
51	и как	1	5
52	уже не	3	5
53	в этой	4	5
54	тому же	1	5
55	далеко не	3	5
56	в отличие	4	5
57	по себе	1	5
58	в основе	8	5
59	и его	10	5
60	к себе	2	5
61	к нему	3	5
62	в форме	3	5
63	или иной	5	5
64	мира в	3	5
65	можно сказать	2	5
66	речь идет	1	4
67	то же	1	4
68	из которых	1	4
69	здесь не	1	4
70	в нем	13	4
71	но все	3	4
72	и с	3	4
73	было бы	1	4
74	точку зрения	1	4
75	пока еще	1	4
76	связи с	4	4
77	числе и	7	4
78	той или	5	4
79	имеет место	1	4
80	не столько	1	4
81	те же	1	4
82	о нем	3	4
83	основе своей	2	4
84	же время	1	4
85	только в	7	4
86	хотя бы	1	4
87	при всей	2	4
88	у него	1	4
89	в особенности	2	4
90	что не	2	4
91	прежде всего	11	4
92	в церкви	1	4
93	как бы	22	4
94	да и	2	4
95	отличается от	1	4
96	же в	2	4
97	одной из	1	4
98	сказать что	6	4
99	другой стороны	1	4
100	это и	1	3
101	в сущности	16	3
102	жизни как	3	3
103	и он	2	3
104	в ней	6	3
105	и на	11	3
106	в ее	3	3
107	хотя и	2	3
108	уже в	1	3
109	из этих	2	3
110	он не	2	3
111	особенно в	2	3
112	бы быть	2	3
113	бытия в	1	3
114	не менее	1	3
115	в то	1	3
116	тем что	1	3
117	одна из	1	3
118	в эпизоде	2	3
119	на него	2	3
120	никогда не	6	3
121	по своей	3	3
122	этом отношении	3	3
123	могут быть	2	3
124	как мы	6	3
125	сводится к	1	3
126	то или	1	3
127	в произведении	1	3
128	между тем	5	3
129	один из	1	3
130	по мысли	1	3
131	из них	4	3
132	не о	1	3
133	и даже	8	3
134	что в	3	3
135	жизни в	5	3
136	жизни и	7	3
137	отношения к	2	2
138	одним из	2	2
139	например в	2	2
140	и потому	10	2
141	самом деле	3	2
142	в чужой	2	2
143	здесь и	4	2
144	и до	4	2
145	и возможность	1	2
146	который в	1	2
147	мы имеем	1	2
148	со смертью	1	2
149	говорить о	1	2
150	время в	2	2
151	во внешнем	1	2
152	но как	3	2
153	отношение к	4	2
154	нет и	2	2
155	или иное	1	2
156	как к	1	2
157	в своем	8	2
158	что касается	1	2
159	в полном	1	2
160	что по	1	2
161	в противоположность	2	2
162	все эти	10	2
163	всей своей	1	2
164	в известном	1	2
165	роль в	2	2
166	жизнью и	1	2
167	себя и	1	2
168	они в	2	2
169	собой не	1	2
170	человека в	1	2
171	значительной степени	2	2
172	зрения на	1	2
173	его в	7	2
174	это не	3	2
175	истории и	2	2
176	в общей	1	2
177	несмотря на	2	2
178	жизни но	2	2
179	на первый	1	2
180	с точки	3	2
181	при всех	2	2
182	описания и	1	2
183	даже в	3	2
184	вплоть до	1	2
185	а иногда	2	2
186	она не	1	2
187	которого он	1	2
188	не могло	1	2
189	ничего не	3	2
190	при всем	1	2
191	как раз	3	2
192	что на	1	2
193	оно не	1	2
194	в собственном	1	2
195	в организации	1	2
196	в пределах	1	2
197	приводит к	2	2
198	можно было	1	2
199	или в	2	2
200	было в	1	2
201	во второй	2	2
202	с человеком	1	2
203	его жизни	1	2
204	в значительной	6	2
205	времени в	1	2
206	лица и	1	2
207	во всей	3	2
208	и только	1	2
209	от всех	3	2
210	в литературе	6	2
211	известном смысле	1	2
212	и одновременно	5	2
213	всех его	2	2
214	и ее	1	2
215	есть в	5	2
216	но от	1	2
217	одно из	6	2
218	для него	5	2
219	или даже	2	2
220	сами по	1	2
221	начала жизни	1	2
222	и никакой	1	2
223	смерти и	2	2
224	к которому	1	2
225	и др	24	2
226	нового времени	13	2
227	циклического времени	1	2
228	говорит о	1	2
229	не было	1	2
230	не на	1	2
231	его как	1	2
232	точек зрения	1	2
233	наконец в	1	2
234	о чем	1	2
235	приобщение к	2	2
236	в область	1	2
237	наряду с	2	2
238	что мы	2	2
239	и для	2	2
240	в связи	1	2
241	в результате	1	2
242	мира и	4	2
243	совершенно иной	2	2
244	и все	5	2
245	все то	1	2
246	между ними	4	2
247	совершенно не	4	2
248	в какой	1	2
249	включает в	1	2
250	в таком	2	2
251	они не	1	2
252	эта позиция	1	1
253	наших дней	1	1
254	они еще	1	1
255	и многообразно	1	1
256	на самом	6	1
257	опираясь на	1	1
258	далее и	1	1
259	них как	1	1
260	характерное для	1	1
261	на две	1	1
262	др в	2	1
263	в какой-то	1	1
264	и больше	1	1
265	видеть в	2	1
266	действительности и	1	1
267	в году	6	1
268	по его	3	1
269	смерти как	1	1
270	в единой	1	1
271	только благодаря	1	1
272	часто оказывается	1	1
273	совпадает с	1	1
274	мы и	3	1
275	в целом	2	1
276	своего исторического	1	1
277	которое в	2	1
278	меньшей степени	5	1
279	разумеется не	1	1
280	целое и	1	1
281	в чем	2	1
282	во всех	9	1
283	по своему	8	1
284	изучались в	1	1
285	понимания не	1	1
286	видит в	1	1
287	мы будем	3	1
288	не входит	2	1
289	для обозначения	1	1
290	человеческих отношений	2	1
291	друг от	1	1
292	форме и	2	1
293	в настоящем	1	1
294	формы выражения	1	1
295	это одно	1	1
296	из уст	1	1
297	как условие	1	1
298	что как	1	1
299	как нам	1	1
300	сознания в	1	1
301	и воображение	1	1
302	и наконец	2	1
303	и к	4	1
304	это определение	2	1
305	как таковое	1	1
306	от этого	1	1
307	поэтому и	4	1
308	в самом	4	1
309	идет не	1	1
310	таковы например	2	1
311	совершенно чуждо	2	1
312	лег в	1	1
313	церкви с	1	1
314	можно определить	1	1
315	иной форме	4	1
316	но на	3	1
317	так сказать	4	1
318	на его	2	1
319	своего материнского	1	1
320	по-видимому не	1	1
321	ниже здесь	1	1
322	всем своем	1	1
323	различные формы	2	1
324	отношений между	1	1
325	границами между	1	1
326	мир как	1	1
327	новое и	2	1
328	свое время	2	1
329	именно такова	1	1
330	его от	2	1
331	и по	2	1
332	на этом	1	1
333	или иных	1	1
334	от других	1	1
335	здесь мы	1	1
336	и может	1	1
337	в совершенно	1	1
338	об этом	1	1
339	мы уже	12	1
340	входит в	4	1
341	его разнообразных	1	1
342	свести к	1	1
343	но именно	1	1
344	застывшего в	1	1
345	делает его	1	1
346	смерть и	1	1
347	но уже	1	1
348	в них	5	1
349	также не	1	1
350	как об	1	1
351	а за	1	1
352	понят и	1	1
353	он и	3	1
354	друга в	1	1
355	оно имеет	1	1
356	мы не	1	1
357	в развитии	1	1
358	и ничего	1	1
359	и конец	1	1
360	отрыве от	3	1
361	не подвергается	1	1
362	в их	4	1
363	место в	1	1
364	все и	1	1
365	в которых	1	1
366	мысли и	4	1
367	не представляется	1	1
368	жизни с	1	1
369	на евангельские	1	1
370	есть его	1	1
371	не понимает	4	1
372	но он	1	1
373	что было	1	1
374	и более	1	1
375	их в	2	1
376	не могли	1	1
377	в конце	1	1
378	тому чтобы	1	1
379	вместе со	1	1
380	входит и	1	1
381	так называемого	1	1
382	картине мира	3	1
383	между людьми	5	1
384	чистом виде	1	1
385	в трактовке	1	1
386	до известной	1	1
387	понимания жизни	1	1
388	самую сущность	1	1
389	отметить что	2	1
390	но еще	1	1
391	принадлежат к	1	1
392	дело в	2	1
393	в процессе	2	1
394	и молитвы	1	1
395	смертью в	1	1
396	отрешиться от	1	1
397	он еще	1	1
398	для всего	1	1
399	общую теорию	1	1
400	преимущественно в	3	1
401	этих двух	2	1
402	из древнейших	2	1
403	лишь в	1	1
404	потому что	5	1
405	в книге	2	1
406	носителем и	1	1
407	внутренней жизни	1	1
408	из существенных	1	1
409	пределах литературы	1	1
410	возможность совершенно	1	1
411	в области	7	1
412	ему не	1	1
413	с другом	1	1
414	а как	1	1
415	от того	2	1
416	у нас	1	1
417	настоящего времени	1	1
418	начиная с	2	1
419	не могут	3	1
420	в состав	1	1
421	и развития	1	1
422	но одновременно	3	1
423	здесь пока	1	1
424	объем в	1	1
425	они и	1	1
426	например на	1	1
427	он видит	1	1
428	искусства как	1	1
429	для кого	1	1
430	всегда в	3	1
431	как они	1	1
432	у себя	1	1
433	от друга	1	1
434	что все	1	1
435	в виду	3	1
436	напротив они	1	1
437	узком значении	2	1
438	и от	2	1
439	представляется возможным	1	1
440	и сам	1	1
441	здесь как	1	1
442	в последующих	5	1
443	на видение	1	1
444	строго говоря	1	1
445	на них	2	1
446	и вообще	3	1
447	с ним	3	1
448	и здесь	3	1
449	в самой	3	1
450	на что	2	1
451	и во	3	1
452	нас в	1	1
453	умения отрешиться	1	1
454	не ставилась	2	1
455	что и	1	1
456	некоторых норм	1	1
457	существенную роль	2	1
458	них в	1	1
459	резко отличается	1	1
460	какой-то мере	1	1
461	слов и	1	1
