N	4gram	Bakhtin_Pr_1	Formalny
1	в то же время	9	7
2	бы то ни было	1	4
3	не может быть понято	1	3
4	и во всяком случае	1	2
5	и в то же	2	2
6	является лишь одним из	2	1
7	дело в том что	1	1
8	мы имеем в виду	1	1
9	начала и до конца	2	1
10	какой бы то ни	1	1
11	с начала и до	2	1
12	в одной плоскости с	3	1
13	к одной очень важной	1	1
14	во всяком случае была	1	1
15	как бы ни были	1	1
16	иначе и быть не	1	1
17	в лучшем случае они	1	1
18	с другой стороны и	1	1
19	не в том что	1	1
20	которые сами по себе	1	1
21	не значит конечно что	2	1
22	может быть понято как	1	1
23	тоже не может быть	1	1
24	то же время не	3	1
25	это не значит конечно	2	1
26	именно потому что он	1	1
27	а вовсе не как	1	1
28	к которому как бы	1	1
29	в зависимости от характера	1	1
30	в том что это	1	1
31	в зависимости от того	1	1
32	бы оно ни было	1	1
33	с точки зрения ее	1	1
34	и по отношению к	1	1
35	имеем в виду прежде	1	1
36	одной очень важной особенности	1	1
37	да иначе и быть	1	1
38	в виду прежде всего	1	1
39	каждый элемент художественной структуры	1	1
40	в неразрывной связи с	1	1
41	возможно лишь там где	1	1
