N	2gram	Losev_Dial_1	Myslijsy
1	потому что	14	46
2	то есть	1	34
3	в том	9	32
4	и в	18	30
5	может быть	17	28
6	то же	10	23
7	не только	13	21
8	только в	3	21
9	для нас	1	20
10	но и	7	19
11	того что	2	18
12	том что	9	18
13	то что	13	18
14	не есть	40	17
15	что в	13	17
16	в себе	11	16
17	по себе	25	16
18	и не	30	15
19	не в	6	15
20	в сознании	3	15
21	а не	14	15
22	таким образом	1	14
23	что и	3	13
24	так как	11	13
25	если бы	12	12
26	вместе с	1	12
27	а в	5	12
28	точно так	2	12
29	так и	9	11
30	что оно	5	11
31	есть уже	1	11
32	как в	2	10
33	в этом	12	10
34	в душе	1	10
35	как и	2	10
36	в то	6	10
37	и что	12	10
38	мы не	1	9
39	только тогда	2	9
40	из этих	2	9
41	в нем	16	9
42	было бы	12	9
43	между тем	1	9
44	для него	2	9
45	и то	9	8
46	в ней	3	8
47	в самом	3	8
48	от того	1	8
49	что не	7	8
50	что мы	1	8
51	только что	3	8
52	есть не	3	7
53	с одной	2	7
54	но не	4	7
55	и без	1	7
56	тем самым	1	7
57	как мы	4	7
58	так что	15	7
59	вовсе не	7	7
60	с другой	6	7
61	к тому	4	7
62	например в	1	6
63	то это	4	6
64	же что	1	6
65	с этим	2	6
66	же с	1	6
67	между собою	2	6
68	с ним	6	6
69	не имеет	15	6
70	указывает на	3	6
71	что он	11	6
72	уже не	2	6
73	то и	2	6
74	из них	2	6
75	а потому	1	6
76	зависит от	1	6
77	не может	12	6
78	образ и	4	6
79	имеет значение	1	6
80	но это	8	6
81	сам по	6	5
82	на деле	2	5
83	и т	21	5
84	еще не	2	5
85	по которому	1	5
86	в своем	5	5
87	и как	7	5
88	есть для	2	5
89	думать что	3	5
90	к одному	1	5
91	одно и	4	5
92	с другими	2	5
93	и тем	1	5
94	в них	3	5
95	что содержание	1	5
96	что я	3	5
97	по крайней	4	5
98	вместе и	1	5
99	же время	4	5
100	к ней	4	5
101	в каком	8	5
102	не могут	1	5
103	не менее	2	5
104	мысль о	1	5
105	крайней мере	4	5
106	уже в	1	5
107	есть только	5	5
108	должно быть	3	5
109	сказать что	10	5
110	только как	2	5
111	говоря о	2	4
112	тем же	1	4
113	или же	1	4
114	столь же	1	4
115	есть ни	6	4
116	относится к	2	4
117	что именно	2	4
118	не было	6	4
119	что это	11	4
120	бы не	1	4
121	он не	3	4
122	не к	1	4
123	одной и	1	4
124	и по	1	4
125	и при	2	4
126	себе не	5	4
127	в котором	4	4
128	себе а	2	4
129	для меня	4	4
130	есть нечто	10	4
131	того как	1	4
132	и его	1	4
133	для того	2	4
134	оно не	1	4
135	на это	1	4
136	и это	2	4
137	об отношении	5	4
138	то время	1	4
139	по мере	2	4
140	ли она	1	4
141	в его	3	4
142	один из	3	4
143	что даже	2	4
144	образа в	2	4
145	образ как	1	4
146	все равно	3	4
147	далеко не	1	4
148	и между	1	4
149	что для	3	4
150	быть только	1	4
151	если не	1	4
152	и потому	3	4
153	для понимания	1	4
154	все это	11	4
155	для мысли	1	4
156	и от	2	4
157	тем более	2	4
158	мы должны	5	4
159	другой стороны	4	4
160	была бы	3	4
161	все что	1	4
162	я и	1	3
163	только потому	3	3
164	и есть	16	3
165	действительности и	3	3
166	говорить о	5	3
167	оно есть	2	3
168	бы ни	1	3
169	в чем	6	3
170	а только	3	3
171	не то	6	3
172	дает нам	1	3
173	более или	3	3
174	не можем	1	3
175	что она	7	3
176	при этом	1	3
177	т д	19	3
178	в силу	1	3
179	образа и	2	3
180	в каждом	2	3
181	не будет	1	3
182	что все	1	3
183	и может	2	3
184	его в	1	3
185	этого не	1	3
186	оно имеет	1	3
187	и тогда	2	3
188	или менее	3	3
189	как бы	11	3
190	представить себе	1	3
191	место в	1	3
192	образом и	2	3
193	тем не	1	3
194	прибавить что	1	3
195	что например	1	3
196	тому что	3	3
197	или что	2	3
198	тогда и	1	3
199	того чтобы	1	3
200	заметить что	2	3
201	ни о	5	3
202	могут быть	3	3
203	него самого	1	3
204	в образе	1	3
