N	2gram	Losev_Prob_5	VLabPisa
1	таким образом	13	27
2	в этом	17	26
3	и в	30	25
4	и т	1	24
5	не только	18	22
6	может быть	7	21
7	хотя бы	2	20
8	и не	12	19
9	художественного творчества	8	18
10	не может	5	17
11	т д	1	15
12	в его	12	15
13	прежде всего	6	13
14	в том	12	13
15	этом отношении	1	13
16	все это	1	12
17	как это	1	12
18	в частности	4	12
19	в силу	5	11
20	вот что	1	11
21	из них	2	11
22	с другой	6	11
23	представляет собою	2	10
24	в качестве	4	10
25	не могут	2	10
26	о том	12	10
27	об этом	4	9
28	что в	5	9
29	по этому	2	9
30	но и	13	9
31	то же	2	9
32	и др	1	9
33	к этому	2	9
34	все эти	2	8
35	по словам	2	8
36	говорит и	1	8
37	другой стороны	6	8
38	могут быть	1	8
39	в своем	11	8
40	он пишет	2	7
41	из этих	1	7
42	как и	7	7
43	говорит о	7	7
44	же в	3	7
45	отношению к	2	7
46	не было	1	7
47	этому поводу	2	7
48	в году	5	7
49	вместе с	7	7
50	по отношению	2	7
51	творчества в	1	7
52	а не	5	7
53	было бы	4	7
54	том что	17	7
55	главным образом	1	6
56	в себе	4	6
57	и его	6	6
58	так и	7	6
59	в нем	6	6
60	у него	11	6
61	бы и	1	6
62	художественное творчество	5	6
63	между тем	2	6
64	это не	2	6
65	то что	18	6
66	это и	1	6
67	в то	4	6
68	их в	1	6
69	все же	9	5
70	же время	1	5
71	не в	7	5
72	в их	1	5
73	в искусстве	1	5
74	сказать что	9	5
75	один из	2	5
76	на основе	1	5
77	думается что	1	5
78	тому что	1	5
79	он говорит	2	5
80	только в	9	5
81	в результате	7	5
82	художника и	1	5
83	и есть	1	5
84	связи с	7	5
85	как бы	6	5
86	и при	1	5
87	в связи	7	4
88	можно сказать	6	4
89	рассказывает о	1	4
90	как раз	5	4
91	даже в	1	4
92	в своей	22	4
93	же говорит	1	4
94	в одном	3	4
95	в ее	3	4
96	в нашей	2	4
97	это только	1	4
98	никогда не	7	4
99	не удивительно	1	4
100	перед нами	1	4
101	в романе	1	4
102	с ними	1	4
103	в них	2	4
104	равно как	2	4
105	в этой	10	4
106	когда он	2	4
107	в самом	5	4
108	к тому	2	4
109	их и	1	4
110	с его	1	4
111	должен быть	1	4
112	что он	7	4
113	момент в	1	3
114	со своим	1	3
115	при создании	1	3
116	в значительной	2	3
117	это мы	1	3
118	в противоположность	3	3
119	или в	4	3
120	жизни и	2	3
121	что они	3	3
122	так же	5	3
123	что пишет	1	3
124	в котором	2	3
125	и ее	1	3
126	и их	5	3
127	точки зрения	10	3
128	вслед за	2	3
129	творчество как	1	3
130	в конце	8	3
131	и он	4	3
132	с тем	5	3
133	всех других	1	3
134	его в	6	3
135	сводится к	1	3
136	при всем	2	3
137	того что	3	3
138	этого типа	1	3
139	нет и	1	3
140	только что	1	3
141	из его	1	3
142	видно из	1	3
143	и к	4	3
144	ее в	2	3
145	у нас	7	3
146	человека и	4	3
147	что не	2	3
148	удивительно что	1	3
149	и от	1	3
150	утверждает что	1	3
151	с этим	1	3
152	разума и	2	3
153	том как	1	3
154	даже и	4	3
155	бы в	1	3
156	всех этих	1	3
157	именно в	3	3
