N	2gram	Vinokur_Ku_2	Istorich
1	и в	23	22
2	мы имеем	5	19
3	в этом	18	17
4	и т	39	16
5	т е	22	16
6	т д	14	15
7	что в	10	15
8	не только	20	14
9	мы видели	2	13
10	в лес	1	12
11	но и	7	12
12	и не	16	12
13	в этих	1	11
14	может быть	15	11
15	и пр	8	11
16	или в	4	11
17	но в	11	10
18	таким образом	5	10
19	еще не	5	10
20	в нем	4	9
21	что и	3	9
22	в том	19	9
23	что он	5	9
24	вместе с	5	9
25	как мы	3	8
26	что они	2	8
27	с этим	3	8
28	том что	11	8
29	но не	6	7
30	то что	9	7
31	и здесь	5	7
32	мы должны	2	7
33	уже не	8	7
34	так как	15	7
35	с другой	8	7
36	другой стороны	7	7
37	там где	5	7
38	предположить что	1	7
39	к этому	4	7
40	то же	6	6
41	мы уже	1	6
42	не все	3	6
43	это не	6	6
44	здесь можно	1	6
45	ничего не	4	6
46	связи с	3	6
47	возможно что	1	6
48	все еще	1	6
49	так в	3	6
50	если бы	12	6
51	в них	4	6
52	что здесь	1	6
53	то и	3	6
54	мы можем	1	6
55	а не	10	6
56	связь с	1	6
57	а в	3	6
58	с большим	1	5
59	все же	7	5
60	он не	3	5
61	что она	3	5
62	здесь мы	2	5
63	в этой	6	5
64	тем не	6	5
65	не менее	7	5
66	могут быть	4	5
67	к нему	2	5
68	в свете	1	5
69	того что	3	5
70	один из	5	5
71	так что	1	5
72	до сих	1	5
73	в частности	2	5
74	этом случае	2	5
75	сих пор	1	5
76	и на	6	4
77	все эти	12	4
78	отношение к	1	4
79	не в	8	4
80	на этом	3	4
81	и с	7	4
82	не всегда	2	4
83	можно найти	1	4
84	у нас	12	4
85	как это	5	4
86	но он	1	4
87	и его	3	4
88	тем что	3	4
89	что на	4	4
90	она не	2	4
91	в пределах	4	4
92	находится в	1	4
93	только в	5	4
94	случаи когда	3	4
95	его и	1	4
96	в других	1	4
97	а именно	2	4
98	они не	1	4
99	в данном	4	4
100	и там	1	4
101	для нас	4	4
102	в свою	2	4
103	не может	9	4
104	и другие	1	4
105	он все	1	3
106	что иное	1	3
107	я не	5	3
108	иное как	1	3
109	в чем	1	3
110	со стороны	4	3
111	не видно	1	3
112	целый ряд	5	3
113	и как	1	3
114	и к	1	3
115	в целом	1	3
116	из этих	1	3
117	их в	1	3
118	быть поставлен	1	3
119	могло быть	1	3
120	было бы	15	3
121	должен был	1	3
122	все равно	2	3
123	далеко не	1	3
124	как и	2	3
125	состоит в	2	3
126	указать что	1	3
127	можно ли	4	3
128	никогда не	2	3
