N	2gram	Voloshinov_1	Tvorches
1	и в	16	21
2	как бы	5	17
3	то же	2	13
4	в его	4	13
5	как и	2	12
6	что в	3	12
7	с его	7	11
8	том что	3	11
9	все это	4	10
10	он не	2	8
11	то что	3	8
12	в году	1	7
13	и на	4	7
14	но в	4	7
15	не только	7	7
16	при этом	6	7
17	у него	2	7
18	и не	4	7
19	в том	3	7
20	в свою	1	7
21	в этом	9	6
22	человека в	1	6
23	не менее	2	6
24	и его	8	6
25	о том	2	6
26	и все	4	6
27	что он	2	6
28	для него	6	6
29	а в	3	6
30	жизни в	1	6
31	отнюдь не	4	5
32	все же	1	5
33	в этой	4	5
34	таким образом	9	5
35	вовсе не	1	5
36	в своих	1	5
37	только в	4	5
38	может быть	17	5
39	а не	1	5
40	но это	2	5
41	это уже	1	5
42	хотя бы	4	5
43	человека и	1	4
44	не имеют	1	4
45	конечном счете	2	4
46	и как	3	4
47	та же	1	4
48	в человеке	1	4
49	в своей	2	4
50	мысли и	4	4
51	не случайно	1	4
52	в мире	1	4
53	времени и	1	4
54	в конечном	3	4
55	прежде всего	9	4
56	в момент	1	4
57	не может	8	4
58	в основном	3	4
59	один из	2	4
60	я и	6	3
61	ту же	2	3
62	на самом	4	3
63	это и	1	3
64	той же	1	3
65	я не	1	3
66	не был	1	3
67	что я	1	3
68	со всеми	2	3
69	хотя и	1	3
70	в самом	2	3
71	в нем	4	3
72	на его	1	3
73	и по	2	3
74	и с	8	3
75	и других	2	3
76	на протяжении	2	3
77	человека но	1	3
78	самого начала	4	3
79	дело в	1	3
80	никогда не	2	3
81	с ее	4	3
82	с самого	4	3
83	с ним	2	3
84	по мнению	1	3
85	уже не	1	3
86	уже в	1	3
87	говорит о	1	3
88	так как	4	3
89	и даже	4	3
90	с другой	1	3
91	но и	4	3
92	но не	1	3
93	для человека	1	3
94	не существует	2	3
95	но если	1	3
96	жизни и	3	3
97	ее в	2	3
98	это в	1	3
99	так же	2	3
100	в любви	1	2
101	в нашей	1	2
102	того же	2	2
103	самом деле	6	2
104	когда человек	1	2
105	в ней	1	2
106	в чем	5	2
107	же с	1	2
108	когда он	1	2
109	и наконец	4	2
110	что она	1	2
111	по самому	1	2
112	отношений между	1	2
113	не будет	2	2
114	свою противоположность	1	2
115	в данном	1	2
116	в один	4	2
117	и того	1	2
118	в этих	3	2
119	говорит об	1	2
120	по крайней	3	2
121	однако в	1	2
122	одна из	1	2
123	и притом	3	2
124	в основе	3	2
125	в духе	1	2
126	могут быть	3	2
127	к тому	1	2
128	в жизни	2	2
129	году в	1	2
130	в виду	1	2
131	данном случае	1	2
132	в себя	1	2
133	приводит к	1	2
134	протест против	1	2
135	так и	4	2
136	еще в	1	2
137	быть может	2	2
138	можно сказать	4	2
139	и та	1	2
140	что его	1	2
141	других людей	1	2
142	что и	2	2
143	во всей	2	2
144	крайней мере	3	2
145	каких бы	1	2
146	и мир	1	2
147	тот же	1	2
148	в качестве	1	2
149	же и	1	2
150	только на	3	2
151	что не	2	2
152	что для	1	2
153	в образах	1	2
154	зависит от	1	2
155	с которым	1	2
156	человека как	1	2
157	в частности	2	2
158	вместе с	3	2
159	согласии с	1	2
160	в него	5	2
161	намек на	1	2
162	еще более	1	2
163	в мир	2	2
164	так ли	1	2
165	в одно	2	2
166	только что	1	2
167	не знает	2	2
168	сказать что	7	2
169	к этому	2	2
170	как известно	1	1
171	к их	1	1
172	же как	2	1
173	в движение	1	1
174	и через	2	1
175	в комнате	1	1
176	заранее обречены	1	1
177	и есть	3	1
178	нам кажется	2	1
179	этой теории	2	1
180	прочь из	1	1
181	и этот	2	1
182	мы уже	2	1
183	всей ее	1	1
184	мы имеем	1	1
185	лежит на	1	1
186	что если	1	1
187	этот мотив	1	1
188	не слишком	1	1
189	не совершали	1	1
190	в сущности	1	1
191	говорить о	2	1
192	что иное	1	1
193	но даже	1	1
194	не совсем	1	1
195	что можно	2	1
196	и самого	1	1
197	еще не	5	1
198	он был	1	1
199	между собой	2	1
200	иное как	1	1
201	столь же	1	1
202	бы то	1	1
203	как один	1	1
204	во всех	3	1
205	на высоте	2	1
206	внутренний протест	1	1
207	в сновидениях	1	1
208	совсем не	2	1
209	друг на	2	1
210	него все	1	1
211	к сожалению	1	1
212	мы снова	1	1
213	первый взгляд	1	1
214	с этим	2	1
215	светом в	1	1
216	что по	1	1
217	его к	1	1
218	и к	6	1
219	этой цели	1	1
220	в этот	2	1
221	в ужас	1	1
222	мир по	2	1
223	при таком	1	1
224	к чему	1	1
225	что это	2	1
226	под ним	1	1
227	все эти	5	1
228	учение о	3	1
229	имеем в	1	1
230	человек не	1	1
231	связанные с	2	1
232	а просто	1	1
233	развития личности	1	1
234	идеи и	1	1
235	душу и	1	1
236	и вот	3	1
237	содержание пусть	1	1
238	на этом	3	1
239	а вместе	1	1
240	то ни	1	1
241	его не	1	1
242	по смыслу	1	1
243	на все	1	1
244	на этой	3	1
245	его в	4	1
246	это было	1	1
247	это состояние	1	1
248	было бы	2	1
249	форму и	1	1
250	роль в	1	1
251	весь мир	1	1
252	за ней	1	1
253	ни в	5	1
254	для них	1	1
255	но мы	4	1
256	в них	2	1
257	с этой	2	1
258	с тем	1	1
259	всю жизнь	2	1
260	на друга	2	1
261	одна и	1	1
262	друга в	1	1
263	жизни но	1	1
264	их на	1	1
265	одного и	1	1
266	на первый	2	1
267	что такое	5	1
268	и ее	4	1
269	центр тяжести	1	1
270	именно и	1	1
271	со своего	1	1
272	к предмету	1	1
273	вторая часть	1	1
274	что до	1	1
275	на первой	1	1
276	сам же	1	1
277	но эта	1	1
278	образом и	1	1
279	времени не	1	1
280	в философии	1	1
281	борьбу с	1	1
282	на всю	1	1
283	в атмосфере	1	1
284	в смысле	1	1
285	не имеет	1	1
286	к этим	1	1
287	и снова	1	1
288	всей моей	1	1
289	для всего	1	1
290	до своего	1	1
291	это мы	1	1
292	его главные	1	1
293	жизни объявляется	1	1
294	всего на	1	1
295	того в	1	1
296	в русском	1	1
297	одним словом	1	1
298	и делает	1	1
299	в области	3	1
300	содержания как	1	1
301	у нас	1	1
302	среди них	1	1
303	к себе	3	1
304	не могут	2	1
305	мы узнаем	1	1
306	мы по	1	1
307	перевод из	1	1
308	что оно	2	1
309	бы он	1	1
310	что на	2	1
311	многих читателей	1	1
312	общества путем	1	1
313	все попытки	1	1
314	не есть	2	1
315	оно не	2	1
316	она не	1	1
317	человека имеет	1	1
318	и это	6	1
319	опираясь на	1	1
320	он ищет	2	1
321	для всей	1	1
322	и о	2	1
323	в конце	1	1
324	внимание на	1	1
325	вспомним хотя	1	1
326	только не	1	1
327	только то	2	1
328	культуры и	1	1
329	говорили что	1	1
330	если они	1	1
331	что может	1	1
332	с первым	1	1
333	ли это?	1	1
334	полном согласии	1	1
335	не лучше	1	1
336	в эпоху	1	1
337	которая в	1	1
338	в глубине	1	1
339	действия но	1	1
340	не существовало	2	1
341	и здесь	1	1
342	считают что	1	1
343	году и	1	1
344	и что	1	1
345	кажется что	2	1
346	нас в	1	1
347	в которую	1	1
348	к нему	1	1
349	путь к	2	1
350	человек был	1	1
