N	2gram	Tiupa_Anal_3	KulturaY
1	и в	18	23
2	точки зрения	3	23
3	в том	9	22
4	не только	22	17
5	в этом	14	16
6	было бы	3	16
7	с точки	2	16
8	самом деле	2	14
9	может быть	9	14
10	в самом	5	13
11	что в	9	13
12	не менее	4	12
13	потому что	1	12
14	для того	1	12
15	вопрос о	1	11
16	том что	12	11
17	того чтобы	1	11
18	в его	7	11
19	того что	1	11
20	а не	9	11
21	у нас	1	10
22	и не	12	10
23	еще не	6	9
24	таким образом	4	9
25	тем не	2	9
26	хотя бы	1	9
27	прежде всего	5	9
28	лишь в	5	8
29	иными словами	1	8
30	зависимости от	1	8
31	если бы	1	8
32	уже не	5	8
33	до сих	1	8
34	сих пор	1	8
35	между прочим	1	8
36	как на	1	8
37	как это	3	7
38	в зависимости	1	7
39	все эти	2	7
40	должно быть	1	7
41	те же	2	7
42	с другой	7	7
43	или иной	5	7
44	на фоне	1	7
45	в данном	4	7
46	сказать что	2	7
47	то же	3	6
48	говорить о	3	6
49	в общем	2	6
50	с помощью	1	6
51	в силу	1	6
52	только в	2	6
53	так и	14	6
54	при этом	11	6
55	с тем	2	6
56	в их	6	6
57	ничего не	3	6
58	связи с	1	6
59	не может	2	6
60	могут быть	2	6
61	по себе	4	6
62	о том	6	6
63	что и	5	6
64	тот же	1	6
65	что он	4	6
66	для этого	1	6
67	и есть	1	5
68	в первом	2	5
69	как мы	1	5
70	я не	1	5
71	в рамках	3	5
72	независимо от	1	5
73	все же	4	5
74	хотя и	2	5
75	из этих	3	5
76	как бы	10	5
77	что она	2	5
78	как и	14	5
79	не в	6	5
80	вовсе не	1	5
81	во внимание	1	5
82	не могут	1	5
83	той или	3	5
84	и должно	1	5
85	всякого рода	1	5
86	тем что	2	5
87	далеко не	4	5
88	в связи	1	5
89	не будем	1	5
90	тем более	1	5
91	но это	1	5
92	а в	10	5
93	совершенно не	2	5
94	того же	5	4
95	в сущности	5	4
96	на практике	1	4
97	столь же	4	4
98	как в	3	4
99	в своем	4	4
100	в целом	3	4
101	этого слова	2	4
102	в своей	1	4
103	не столько	3	4
104	том чтобы	1	4
105	же мы	1	4
106	тем самым	4	4
107	как раз	7	4
108	и о	1	4
109	в ее	3	4
110	данном случае	3	4
111	были бы	3	4
112	к языку	1	4
113	а также	2	4
114	заключается в	1	4
115	между тем	5	4
116	тех пор	2	4
117	один из	2	4
118	с одной	2	4
119	что не	3	4
120	слова в	1	4
121	не случайно	8	4
122	не было	3	4
123	однако что	4	4
124	одной стороны	2	4
125	в той	2	4
126	этом случае	1	4
127	до тех	1	4
128	то что	2	4
129	только как	1	4
130	в таком	1	4
131	в слове	5	4
132	речь идет	1	3
133	я и	3	3
134	на самом	1	3
135	это и	2	3
136	то в	2	3
137	по преимуществу	2	3
138	той же	5	3
139	есть не	2	3
140	мы не	3	3
141	сам по	1	3
142	в ней	2	3
143	время в	1	3
144	то мы	1	3
145	но не	7	3
146	но как	3	3
147	по отношению	7	3
148	очевидно что	2	3
149	отношение к	1	3
150	отнюдь не	4	3
151	и к	4	3
152	бы и	2	3
153	бы сказать	1	3
154	бы не	1	3
155	тому же	3	3
156	он не	6	3
157	и вот	2	3
158	с этой	1	3
159	но если	1	3
160	так называемого	1	3
161	в то	3	3
162	как о	1	3
163	на него	1	3
164	что на	1	3
165	не есть	4	3
166	всего этого	1	3
167	в результате	5	3
168	но и	13	3
169	связь между	1	3
170	отметить что	1	3
171	это не	2	3
172	и только	1	3
173	может иметь	1	3
174	этот вопрос	1	3
175	а лишь	1	3
176	я в	5	3
177	уже в	3	3
178	вопроса о	2	3
179	могло бы	1	3
180	именно в	3	3
181	а именно	1	3
182	а с	1	3
183	когда мы	2	3
184	там где	2	3
185	того или	1	3
186	это уже	1	3
187	к тому	6	3
188	формы и	1	3
189	мы должны	1	3
190	другой стороны	5	3
191	или иного	1	3
192	по поводу	3	3
193	они не	1	3
194	также что	1	2
195	таком случае	1	2
196	тем же	1	2
197	к другому	1	2
198	отношению к	7	2
199	мы имеем	5	2
200	на себя	2	2
201	как я	1	2
202	здесь не	3	2
203	не все	1	2
204	отличие от	2	2
205	за пределы	1	2
206	что они	3	2
207	сама по	2	2
208	более чем	2	2
209	как к	2	2
210	когда он	2	2
211	и как	4	2
212	имею в	1	2
213	имеет в	1	2
214	но в	2	2
215	для которого	1	2
216	учение о	1	2
217	в известном	1	2
218	и тот	1	2
219	так сказать	2	2
220	свое время	2	2
221	состоит в	4	2
222	русской классической	1	2
223	его в	3	2
224	с другими	1	2
225	отказываться от	1	2
226	как об	1	2
227	в статье	1	2
228	мере не	1	2
229	и того	3	2
230	остается в	1	2
231	одного и	3	2
232	и без	3	2
233	в отличие	2	2
234	не как	2	2
235	мысли и	1	2
236	своего рода	8	2
237	однако в	5	2
238	а вот	2	2
239	нас к	1	2
240	не о	1	2
241	дело не	3	2
242	слова как	1	2
243	по своему	2	2
244	более что	1	2
245	никак не	1	2
246	в текст	1	2
247	уже о	1	2
248	не станем	1	2
249	говоря уже	1	2
250	так в	3	2
251	в пределах	4	2
252	в дальнейшем	2	2
253	здесь как	1	2
254	мог бы	1	2
255	к его	1	2
256	и здесь	2	2
257	внимание на	4	2
258	при котором	1	2
259	можно сказать	4	2
260	смысловое содержание	1	2
261	путь к	3	2
262	а потому	1	2
263	не более	2	2
264	и следует	2	2
265	известном смысле	1	2
266	тот или	2	2
267	все они	2	2
268	в качестве	12	2
269	этом что	1	2
270	ни одного	1	2
271	что если	1	2
272	который как	2	2
273	в одном	4	2
274	то у	1	2
275	в особенности	3	2
276	следует подчеркнуть	1	2
277	еще и	3	2
278	один и	1	2
279	не говоря	1	2
280	на этот	1	2
281	о чем	4	2
282	что мы	2	2
283	в частности	12	2
284	вместе с	2	2
285	в область	1	2
286	но сам	2	2
287	тому как	2	2
288	в тех	2	2
289	как нельзя	1	2
290	иначе говоря	2	2
291	свою культурную	1	2
292	все это	3	2
293	от нас	1	2
294	каждой из	1	2
295	не с	2	2
296	не знает	1	2
297	первом случае	1	2
298	в свое	2	2
299	или иным	2	2
300	во всяком	2	2
301	свою речь	1	1
302	говоря о	1	1
303	отношения к	2	1
304	например в	2	1
305	лишь после	1	1
306	значении этого	1	1
307	мере в	2	1
308	из самых	1	1
309	на две	1	1
310	не имеют	1	1
311	с таким	1	1
312	здесь из	1	1
313	уже по	2	1
314	или с	1	1
315	да еще	1	1
316	ставят перед	1	1
317	журналы и	1	1
318	на себе	1	1
319	в полной	1	1
320	связана с	1	1
321	в составе	2	1
322	чти и	1	1
323	литературщиной и	1	1
324	письменные формы	1	1
325	к общему	1	1
326	и на	4	1
327	как ему	1	1
328	между собой	1	1
329	он сам	1	1
330	роман и	1	1
331	сомневаться что	1	1
332	мы будем	1	1
333	легко может	1	1
334	бы иметь	1	1
335	тогда как	20	1
336	новым словом	1	1
337	знакомства с	1	1
338	идет о	1	1
339	оказывается не	1	1
340	с этим	3	1
341	а некий	1	1
342	что касается	3	1
343	перед нами	4	1
344	тех случаях	1	1
345	собственно и	1	1
346	как уже	2	1
347	говорит что	1	1
348	это остается	1	1
349	в противоположность	2	1
350	не такое	2	1
351	или иную	1	1
352	со своей	8	1
353	всего лишь	8	1
354	культуры и	1	1
355	тон в	1	1
356	это тот	1	1
357	раз в	1	1
358	и соответствующую	1	1
359	не могла	2	1
360	с малым	1	1
361	например как	2	1
362	есть одна	1	1
363	тему в	1	1
364	духовной культуры	1	1
365	однако при	2	1
366	пушкина и	2	1
367	всех этих	1	1
368	в принципе	2	1
369	переходит от	1	1
370	у пушкина	3	1
371	одной и	2	1
372	но дело	1	1
373	без исключения	3	1
374	двух слов	1	1
375	в каждом	3	1
376	здесь мы	1	1
377	не будет	3	1
378	в другом	1	1
379	из книжки	1	1
380	входит в	2	1
381	не умеет	1	1
382	ко второму	3	1
383	и иных	1	1
384	он есть	1	1
385	этом смысле	1	1
386	отца и	1	1
387	чаще всего	1	1
388	основания для	1	1
389	никакой надобности	1	1
390	рядом с	1	1
391	человек который	1	1
392	но лишь	1	1
393	не всегда	3	1
394	другое дело	1	1
395	обратимся к	1	1
396	не мог	2	1
397	же есть	1	1
398	нее в	1	1
399	и становится	1	1
400	в г	1	1
401	в войне	1	1
402	есть неотъемлемое	1	1
403	таким же	1	1
404	и ее	2	1
405	в следующем	1	1
406	всяком случае	2	1
407	современной научной	1	1
408	от его	2	1
409	слове или	1	1
410	одном из	1	1
411	и той	2	1
412	мир и	1	1
413	на простой	1	1
414	для данного	1	1
415	о его	2	1
416	по крайней	4	1
417	не должно	3	1
418	того кто	1	1
419	как видим	1	1
420	для нее	1	1
421	даже в	2	1
422	случае мы	1	1
423	существеннее для	1	1
424	как можно	1	1
425	с широким	1	1
426	в русской	7	1
427	весь смысл	1	1
428	в основе	1	1
429	функцию в	1	1
430	не могло	1	1
431	для всего	1	1
432	служить как	1	1
433	казалось бы	1	1
434	как формы	2	1
435	в самой	1	1
436	же время	3	1
437	по своей	2	1
438	во всем	3	1
439	в происхождении	1	1
440	и его	13	1
441	же смысл	1	1
442	своей цели	1	1
443	должны иметь	1	1
444	как будто	1	1
445	за ними	1	1
