N	2gram	Tiupa_Anal_1	Psycholo
1	то что	6	44
2	и в	18	33
3	в этом	13	28
4	и что	1	25
5	как бы	5	25
6	все время	1	24
7	потому что	2	24
8	для того	4	23
9	том что	12	22
10	того чтобы	3	22
11	может быть	29	22
12	что в	5	21
13	в том	27	21
14	о том	5	20
15	что он	3	20
16	как это	1	14
17	что это	1	13
18	таким образом	3	13
19	то есть	11	13
20	и не	21	13
21	самом деле	2	12
22	в самом	6	12
23	было бы	2	12
24	к тому	7	12
25	и все	3	12
26	так как	2	12
27	он не	3	11
28	что все	1	11
29	если бы	3	10
30	в его	13	10
31	не может	22	10
32	то же	9	9
33	в этой	5	9
34	по себе	4	9
35	как раз	1	9
36	как будто	3	8
37	для этого	2	8
38	в рассказе	1	8
39	вместе с	4	8
40	в каком	1	8
41	не только	15	7
42	в нем	3	7
43	так что	1	7
44	и только	1	7
45	же точно	1	7
46	для нас	1	7
47	и т	3	6
48	на самом	2	6
49	в сущности	6	6
50	в ней	1	6
51	перед нами	1	6
52	все эти	2	6
53	в себе	11	6
54	во время	1	6
55	точки зрения	6	6
56	всякий раз	3	6
57	но он	1	6
58	тому что	1	6
59	в самой	1	6
60	же самое	2	6
61	это не	6	6
62	у него	1	6
63	а не	17	6
64	что мы	3	6
65	мы должны	1	6
66	мы уже	1	5
67	мы не	1	5
68	в целом	5	5
69	и на	5	5
70	все же	4	5
71	и как	5	5
72	как он	3	5
73	и может	1	5
74	как и	13	5
75	никогда не	2	5
76	и его	5	5
77	мы будем	1	5
78	с ним	4	5
79	заключается в	1	5
80	в какой	2	5
81	что для	1	5
82	вовсе не	2	5
83	связь с	1	5
84	из этого	1	5
85	и есть	3	4
86	той же	2	4
87	в которой	2	4
88	я не	1	4
89	говорит о	1	4
90	том чтобы	7	4
91	могла бы	3	4
92	не будет	3	4
93	с тем	1	4
94	и уже	1	4
95	для чего	2	4
96	смысл и	3	4
97	в своей	6	4
98	с точки	4	4
99	одна из	1	4
100	на него	1	4
101	а в	9	4
102	с другом	1	4
103	как мы	2	4
104	и о	2	4
105	этой жизни	1	4
106	о нем	3	4
107	не просто	2	4
108	того что	4	4
109	в двух	2	4
110	только в	6	4
111	себя в	6	4
112	при помощи	2	4
113	из них	2	4
114	никто не	3	4
115	по поводу	1	4
116	что не	3	4
117	смысла и	3	4
118	целым рядом	1	4
119	в частности	19	4
120	друг с	1	4
121	исходя из	4	4
122	с этой	1	4
123	совершенно не	1	4
124	жизни и	1	4
125	ее в	1	4
126	в таком	3	4
127	речь идет	1	3
128	например в	1	3
129	и до	2	3
130	говоря мы	1	3
131	как я	1	3
132	событий и	1	3
133	события в	2	3
134	слова как	1	3
135	но не	10	3
136	к которой	1	3
137	в сторону	1	3
138	как в	1	3
139	что именно	2	3
140	не можем	1	3
141	та же	1	3
142	из этой	1	3
143	какой бы	2	3
144	что может	1	3
145	на этом	2	3
146	в основу	1	3
147	здесь мы	1	3
148	его в	1	3
149	ни в	4	3
150	этого слова	7	3
151	далеко не	6	3
152	должно быть	2	3
153	всех этих	1	3
154	несет в	1	3
155	в которых	1	3
156	бы мы	1	3
157	т п	3	3
158	борьбу с	1	3
159	их в	1	3
160	от начала	1	3
161	тем самым	7	3
162	в то	9	3
163	в основе	6	3
164	эпизод с	1	3
165	в самых	1	3
166	и для	1	3
167	в пределах	2	3
168	в мире	8	3
169	так и	4	3
170	в драме	1	3
171	что и	3	3
172	во всей	1	3
173	вслед за	1	3
174	том как	1	3
175	дело с	4	3
176	с одной	3	3
177	в виде	1	3
178	тому же	4	3
179	всяком случае	1	3
180	могло бы	1	3
181	в одном	1	3
182	сами по	2	3
183	до сих	1	3
184	но и	17	3
185	здесь в	1	3
186	обратиться к	3	3
187	не было	1	3
188	одной стороны	3	3
189	и опять	1	3
190	означало бы	1	3
191	из которых	4	3
192	в той	8	3
193	смысле этого	1	3
194	да и	1	3
195	еще раз	1	3
196	сих пор	1	3
197	при таком	1	3
198	что оно	1	3
199	тот же	1	3
200	за этим	1	3
201	в своих	1	3
202	во всяком	1	3
203	событий в	1	3
204	также и	2	2
205	сам по	1	2
206	и то	2	2
207	он может	2	2
208	между двумя	3	2
209	с целым	1	2
210	сам автор	1	2
211	все те	1	2
212	а как	2	2
213	мы имеем	6	2
214	при анализе	1	2
215	впечатление от	1	2
216	принадлежит к	1	2
217	и ее	1	2
218	вместо этого	1	2
219	литературы и	1	2
220	столь же	4	2
221	бы то	3	2
222	с его	3	2
223	во всех	1	2
224	истинный смысл	1	2
225	иметь дело	1	2
226	со стороны	2	2
227	она есть	2	2
228	как говорит	2	2
229	в художественном	3	2
230	что ее	1	2
231	что касается	1	2
232	однако не	3	2
233	и наконец	1	2
234	не в	14	2
235	и к	3	2
236	в действительности	1	2
237	но в	8	2
238	тому как	3	2
239	представляет собой	16	2
240	бы не	2	2
241	из этих	2	2
242	думать что	2	2
243	если он	1	2
244	при этом	12	2
245	читателя в	2	2
246	едва ли	2	2
247	и холодного	1	2
248	одной и	1	2
249	что ни	1	2
250	он полагает	1	2
251	на все	2	2
252	только одно	1	2
253	в них	1	2
254	творческий акт	2	2
255	иначе говоря	9	2
256	такой же	2	2
257	взгляд на	1	2
258	в такой	1	2
259	в котором	3	2
260	в их	5	2
261	место в	3	2
262	ни малейшего	1	2
263	что говорит	1	2
264	вопрос о	2	2
265	и той	1	2
266	и эти	1	2
267	быть не	3	2
268	ним в	1	2
269	даже в	3	2
270	сущности говоря	1	2
271	и остается	1	2
272	только не	2	2
273	же время	6	2
274	за которой	1	2
275	и является	2	2
276	во всем	1	2
277	только с	1	2
278	только одна	1	2
279	но все	1	2
280	могли бы	2	2
281	ни одно	2	2
282	в ее	1	2
283	уже с	1	2
284	те же	1	2
285	времени и	6	2
286	и с	2	2
287	ничего не	1	2
288	можно сказать	2	2
289	образом в	1	2
290	в виду	1	2
291	воли и	1	2
292	сводится к	5	2
293	материала и	1	2
294	что самая	1	2
295	внимание на	1	2
296	и та	2	2
297	но мы	1	2
298	пор пока	1	2
299	один из	2	2
300	мы увидим	1	2
301	ли он	2	2
302	связи с	1	2
303	чтобы он	1	2
304	не все	2	2
305	его и	2	2
306	эти три	1	2
307	непременно должен	1	2
308	к самому	1	2
309	даже не	1	2
310	на примере	2	2
311	с другой	4	2
312	именно в	4	2
313	с той	1	2
314	а с	3	2
315	прежде всего	6	2
316	тех пор	1	2
317	создания и	2	2
318	была бы	2	2
319	одна и	1	2
320	говорит нам	1	2
321	ни на	1	2
322	и потому	2	2
323	над ним	1	2
324	в обратном	1	2
325	развития действия	1	2
326	не является	2	2
327	и от	1	2
328	в результате	1	2
329	ее и	1	2
330	хотя бы	3	2
331	все они	1	2
332	эстетический смысл	1	2
333	до тех	1	2
334	и эта	1	2
335	другой стороны	2	2
336	в искусстве	2	2
337	который не	1	2
338	себя как	1	1
339	художественном произведении	1	1
340	вопрос зачем	1	1
341	говоря о	2	1
342	зависимость от	1	1
343	таком случае	3	1
344	человека и	1	1
345	художественного произведения	5	1
346	о самом	1	1
347	три слова	1	1
348	того же	4	1
349	не остается	2	1
350	с кем	1	1
351	этом понимании	1	1
352	и должны	1	1
353	самих событий	1	1
354	ее никто	1	1
355	в первом	2	1
356	он всегда	1	1
357	не имеют	1	1
358	в какой-то	1	1
359	его что	1	1
360	есть не	8	1
361	и значение	1	1
362	общего смысла	1	1
363	к художественному	1	1
364	от художественного	1	1
365	которого не	1	1
366	но никто	1	1
367	таком взгляде	1	1
368	случае это	2	1
369	он как	1	1
370	это всегда	3	1
371	что иное	5	1
372	требует от	1	1
373	и другая	1	1
374	мы и	1	1
375	что можно	1	1
376	нельзя как	1	1
377	решение вопроса	1	1
378	еще не	3	1
379	это возможно	1	1
380	заключенное в	1	1
381	иное как	5	1
382	в восприятии	1	1
383	если исходить	1	1
384	в сюжете	1	1
385	тем как	1	1
386	чем это	1	1
387	но как	1	1
388	и сказать	1	1
389	если в	3	1
390	художественное задание	1	1
391	конечном счете	4	1
392	по отношению	6	1
393	несмотря на	2	1
394	за пределы	2	1
395	связи и	1	1
396	более чем	4	1
397	первый взгляд	1	1
398	независимо от	1	1
399	от автора	1	1
400	как к	2	1
401	их последовательность	1	1
402	о жизни	1	1
403	такого рода	5	1
404	сюжетного построения	2	1
405	в полном	1	1
406	со своей	1	1
407	точку зрения	1	1
408	в нашем	3	1
409	или во	1	1
410	не оставляет	1	1
411	рассказ о	2	1
