N	3gram	Propp_Russ_2	Formalny
1	не может быть	3	14
2	во всяком случае	1	6
3	и т д	5	6
4	с другой стороны	1	5
5	подобно тому как	3	4
6	в данном случае	6	4
7	для того чтобы	6	4
8	потому что он	1	3
9	в этом отношении	1	3
10	вместе с тем	4	3
11	в том что	18	3
12	с таким же	1	2
13	о том как	1	2
14	самом же деле	2	2
15	в отличие от	3	2
16	на самом же	2	2
17	может быть только	2	2
18	дело в том	1	2
19	мы видели что	4	2
20	мы не можем	2	2
21	и для них	1	2
22	они вместе с	1	2
23	тем не менее	2	2
24	дело не в	1	2
25	мы уже знаем	1	2
26	смысле этого слова	1	2
27	как мы видели	1	2
28	для нас важно	1	1
29	не могла быть	1	1
30	нужно иметь в	1	1
31	иметь в виду	1	1
32	в виду что	1	1
33	для нас важны	1	1
34	в настоящее время	1	1
35	т е не	1	1
36	а иногда и	1	1
37	в том же	1	1
38	в этом случае	6	1
39	том что это	3	1
40	но в данном	1	1
41	указывает что в	1	1
42	тому как в	2	1
43	из того что	1	1
44	такой же степени	1	1
45	если бы герой	1	1
46	одна из них	1	1
47	в предыдущей главе	1	1
48	и в других	4	1
49	в это время	1	1
50	т е в	5	1
51	так же как	4	1
52	в двух направлениях	1	1
53	с одной стороны	2	1
54	т е на	1	1
55	в такой же	1	1
56	те или другие	1	1
57	том что они	1	1
58	но так как	1	1
59	все то что	1	1
60	что при этом	1	1
61	между тем как	1	1
62	о том что	4	1
63	может быть принята	1	1
64	можно было бы	1	1
65	он был бы	1	1
66	не только на	1	1
67	можно сказать что	1	1
68	с тем и	1	1
69	на то что	1	1
70	совершенно очевидно что	1	1
71	а вместе с	1	1
72	в этих случаях	3	1
73	и в том	1	1
74	как и в	1	1
75	кроме того в	2	1
