N	2gram	Tiupa_Narr_2	Psycholo
1	в том	14	37
2	и в	13	32
3	и что	2	22
4	то есть	9	21
5	том что	13	21
6	потому что	2	21
7	таким образом	5	21
8	то что	8	21
9	что в	4	20
10	может быть	10	18
11	так же	2	18
12	точки зрения	5	17
13	что и	2	17
14	не может	8	17
15	самом деле	3	16
16	что она	2	16
17	того чтобы	3	14
18	то же	4	13
19	в этом	13	13
20	при этом	14	13
21	для того	1	13
22	что он	5	13
23	в самом	2	12
24	не только	26	12
25	на то	2	11
26	было бы	2	11
27	в основе	1	11
28	и т	2	10
29	когда он	1	10
30	с точки	2	10
31	но и	15	10
32	как и	4	10
33	и не	14	10
34	как в	5	9
35	никогда не	6	9
36	что при	1	9
37	тем что	1	9
38	что все	1	9
39	в своих	2	9
40	с таким	2	8
41	той же	2	8
42	что это	4	8
43	не в	8	8
44	не менее	4	8
45	дело с	2	8
46	т п	2	8
47	того что	6	8
48	что они	3	7
49	и как	1	7
50	все эти	3	7
51	ясно что	1	7
52	и его	3	7
53	как будто	1	7
54	к тому	9	7
55	можно было	2	7
56	только в	11	7
57	а не	17	7
58	в психологии	1	7
59	сказать что	3	7
60	в этой	4	6
61	он не	5	6
62	если бы	4	6
63	те же	2	6
64	о том	5	6
65	все время	1	6
66	как бы	6	6
67	же самое	1	6
68	на самом	2	5
69	только на	2	5
70	что у	2	5
71	далеко не	5	5
72	все это	1	5
73	в то	5	5
74	есть только	1	5
75	в ней	2	5
76	утверждает что	1	5
77	и даже	3	5
78	до сих	1	5
79	вслед за	6	5
80	отнюдь не	4	5
81	он говорит	1	5
82	сих пор	1	5
83	как раз	3	5
84	этом отношении	3	5
85	как на	2	5
86	же как	2	4
87	едва ли	3	4
88	есть не	1	4
89	мы имеем	3	4
90	столь же	2	4
91	в чем	2	4
92	все же	6	4
93	в действительности	1	4
94	с той	1	4
95	в целом	3	4
96	в нем	5	4
97	и по	3	4
98	и с	1	4
99	и тем	5	4
100	в жизни	6	4
101	несмотря на	2	4
102	в данном	10	4
103	иначе говоря	7	4
104	и более	2	4
105	тому что	3	4
106	не имеет	2	4
107	ничего не	6	4
108	в сознании	2	4
109	и для	3	4
110	тем не	5	4
111	если же	1	4
112	данном случае	6	4
113	и когда	3	4
114	и сам	3	4
115	о ней	3	4
116	никак не	3	4
117	между тем	3	4
118	что искусство	1	4
119	когда она	1	4
120	как это	4	4
121	наряду с	1	4
122	с этой	3	4
123	и все	4	4
124	а в	9	4
125	из этого	1	4
126	жизни и	4	4
127	например в	1	3
128	мы не	2	3
129	время как	1	3
130	и он	2	3
131	во всех	1	3
132	в общем	1	3
133	относится к	1	3
134	нашего сознания	1	3
135	как говорит	1	3
136	что именно	1	3
137	как к	3	3
138	и к	6	3
139	но в	6	3
140	состоит в	12	3
141	не к	4	3
142	на этом	1	3
143	об этом	4	3
144	это было	1	3
145	к которым	1	3
146	и сейчас	1	3
147	в своей	4	3
148	это только	1	3
149	в которых	1	3
150	жизни с	2	3
151	и другого	2	3
152	но он	2	3
153	не могли	1	3
154	в отношении	1	3
155	что с	2	3
156	в каком	1	3
157	свое собственное	1	3
158	не могут	1	3
159	с ее	1	3
160	в виду	1	3
161	то время	1	3
162	так и	9	3
163	том виде	1	3
164	жизнь и	1	3
165	и объяснить	1	3
166	с другой	5	3
167	в конечном	3	3
168	бы и	1	3
169	мы должны	1	3
170	один из	3	3
171	этот вопрос	1	3
172	действующих лиц	3	3
173	и так	1	3
174	действительной жизни	1	3
175	так что	1	3
176	в нашей	1	3
177	что не	1	3
178	конечном счете	3	3
