N	2gram	Vinokur_Ku_3	Dialekti
1	не есть	3	54
2	т е	32	48
3	и не	10	27
4	а не	11	26
5	точки зрения	23	25
6	и т	54	24
7	и в	23	24
8	не только	17	23
9	т д	8	23
10	что такое	4	21
11	по себе	6	20
12	не может	6	19
13	не просто	2	18
14	ничего не	6	17
15	и есть	5	16
16	и что	7	15
17	что все	2	14
18	с точки	16	14
19	то что	4	14
20	в таком	4	14
21	таким образом	9	13
22	что он	6	13
23	вовсе не	5	13
24	может быть	14	13
25	что это	3	12
26	того что	11	12
27	есть и	1	12
28	но тогда	1	11
29	не менее	12	11
30	не имеет	3	11
31	что же	5	11
32	таком случае	2	10
33	в сущности	4	10
34	отнюдь не	3	10
35	тем не	9	10
36	только не	1	10
37	она есть	2	10
38	есть не	3	9
39	то это	3	9
40	что она	5	9
41	ни в	3	9
42	но и	3	9
43	в этом	16	8
44	и как	2	8
45	это есть	1	8
46	учение о	2	8
47	отличается от	2	8
48	в виде	1	8
49	прежде всего	9	8
50	что мы	2	8
51	том что	11	8
52	если же	2	8
53	это и	3	7
54	в самом	13	7
55	как и	5	7
56	никогда не	1	7
57	как раз	4	7
58	потому что	12	7
59	ясно что	4	7
60	в виду	8	7
61	но что	1	7
62	в особенности	2	7
63	что в	13	7
64	самом деле	14	6
65	должна быть	3	6
66	д и	1	6
67	я не	5	6
68	то же	6	6
69	и с	3	6
70	превращается в	1	6
71	утверждать что	1	6
72	если бы	8	6
73	что и	6	6
74	и только	3	6
75	о том	6	6
76	так как	9	6
77	и пр	3	6
78	все это	2	6
79	кроме того	2	6
80	но если	3	6
81	сам по	3	5
82	вопрос о	11	5
83	точка зрения	4	5
84	не буду	1	5
85	хотя и	5	5
86	и к	3	5
87	само по	1	5
88	он не	3	5
89	по крайней	1	5
90	так и	6	5
91	было бы	16	5
92	мы не	3	5
93	в том	22	5
94	в то	3	5
95	тогда когда	4	5
96	и его	1	5
97	только в	6	5
98	уже не	8	5
99	от всякого	1	5
100	крайней мере	1	5
101	как же	3	5
102	что не	4	5
103	что для	1	5
104	как это	7	5
105	с этой	3	5
106	но это	5	5
107	всякого другого	1	5
108	или нет	1	5
109	только как	4	5
110	как на	8	5
111	и то	1	4
112	и ничего	1	4
113	в возможности	1	4
114	время как	1	4
115	говорить о	6	4
116	мы и	1	4
117	в чем	5	4
118	нет и	1	4
119	сама по	2	4
120	во что	1	4
121	конечно не	2	4
122	собственно говоря	1	4
123	это не	3	4
124	тому что	4	4
125	что есть	2	4
126	как о	3	4
127	но только	1	4
128	если только	1	4
129	от того	5	4
130	не могут	5	4
131	а что	2	4
132	нет никакой	1	4
133	то время	1	4
134	без знания	1	4
135	можно только	1	4
136	о нем	1	4
137	к тому	3	4
138	с другой	7	4
139	для него	1	4
140	это будет	1	4
141	или иной	7	4
142	у нас	10	4
143	так же	2	4
144	тому как	2	4
145	говорить что	3	4
146	хотя бы	9	4
147	только что	2	4
148	е в	2	4
149	сказать что	7	4
150	и механизм	1	3
151	из самых	1	3
152	той же	3	3
153	зависимости от	8	3
154	и на	1	3
155	коем случае	1	3
156	за пределы	2	3
157	и я	2	3
158	мере в	1	3
159	в одной	1	3
160	что именно	3	3
161	с этим	1	3
162	в своем	4	3
163	только тогда	4	3
164	все же	5	3
165	перед нами	1	3
166	то ясно	1	3
167	все эти	7	3
168	тем более	5	3
169	не значит	5	3
170	в силу	6	3
171	не будет	1	3
172	сознание и	1	3
173	того или	3	3
174	он есть	1	3
175	должно быть	7	3
176	и без	2	3
177	имеется в	1	3
178	и значит	2	3
179	мир и	1	3
180	не в	5	3
181	есть еще	1	3
182	того кто	1	3
183	раз и	2	3
184	из которых	1	3
185	тем самым	4	3
186	она не	3	3
187	в основе	1	3
188	но она	1	3
189	в коем	1	3
190	на себя	2	3
191	же время	1	3
192	ровно ничего	1	3
193	во всем	1	3
194	есть слово	2	3
195	должны быть	1	3
196	можно и	1	3
197	и о	4	3
198	эти факты	1	3
199	как таковую	1	3
200	вот это	1	3
201	к нему	1	3
202	не надо	1	3
203	все время	1	3
204	быть и	1	3
205	и ее	1	3
206	вопрос об	2	3
207	это же	1	3
208	с одной	4	3
209	то и	2	3
210	при помощи	1	3
211	мы знаем	1	3
212	каком смысле	1	3
213	не говорит	1	3
214	тем что	5	3
215	для того	12	3
216	именно как	1	3
217	в каком	3	3
218	и прежде	1	3
219	есть подлинная	1	3
220	не было	4	3
221	может ли	1	3
222	ни о	1	3
223	ни на	2	3
224	одной стороны	4	3
225	а если	1	3
226	он будет	2	3
