N	2gram	Bakhtin_sl_1	VelikijI
1	и не	16	20
2	и в	41	16
3	так как	3	9
4	еще не	4	8
5	в истории	3	8
6	что они	2	7
7	а не	15	7
8	и потому	4	7
9	к людям	1	6
10	не есть	2	6
11	о конечно	1	5
12	но и	16	5
13	того что	3	5
14	хотя и	2	5
15	все это	5	5
16	как бы	12	5
17	и есть	1	4
18	в его	13	4
19	в этом	12	4
20	потому что	2	4
21	в нем	30	4
22	так и	11	4
23	что все	2	4
24	что не	1	4
25	как и	4	4
26	что мы	1	4
27	в котором	2	4
28	в ней	4	4
29	и все	4	4
30	все что	1	4
31	от этого	2	3
32	и что	1	3
33	хотя бы	3	3
34	лишь в	4	3
35	с его	4	3
36	во всех	17	3
37	что и	1	3
38	в том	3	3
39	тот же	1	3
40	но в	8	3
41	бы и	3	3
42	все эти	9	3
43	и они	1	3
44	от которого	1	3
45	они в	2	3
46	в своей	7	3
47	в жизни	1	3
48	ни в	1	3
49	в них	6	3
50	не было	3	3
51	должно быть	2	3
52	в этих	2	3
53	нет ничего	1	3
54	в первый	1	3
55	не в	7	3
56	тому что	2	3
57	но это	1	3
58	никогда не	3	3
59	личности и	1	3
60	их от	1	3
61	первый раз	1	3
62	и для	4	3
63	к тому	3	3
64	жизни и	1	3
65	оно не	6	3
66	а между	2	2
67	и это	1	2
68	того чтобы	1	2
69	и то	2	2
70	и сам	3	2
71	и т	28	2
72	можно было	2	2
73	его не	1	2
74	мы не	2	2
75	в последнем	1	2
76	с ним	7	2
77	и во	3	2
78	между тем	2	2
79	нет и	1	2
80	которые не	1	2
81	не с	2	2
82	его к	1	2
83	только в	6	2
84	те которые	1	2
85	в себя	1	2
86	конечно не	3	2
87	уже не	2	2
88	не только	16	2
89	его и	3	2
90	для него	3	2
91	не к	1	2
92	на том	2	2
93	это не	6	2
94	т д	5	2
95	а с	2	2
96	прежде всего	8	2
97	для них	2	2
98	мы и	2	2
99	один из	4	2
100	мира в	1	2
101	не могут	3	2
102	является в	1	2
103	которой они	1	2
104	мир и	1	2
105	да и	1	2
106	одна из	2	2
107	том что	2	2
108	для нас	2	2
109	от него	1	2
110	в форме	1	2
111	есть уже	1	2
112	людей и	1	2
113	под разными	1	2
114	а в	6	2
115	но не	2	2
116	в духе	2	2
117	могут быть	19	2
118	понимает и	2	2
119	всего в	1	2
120	во всяком	7	2
121	всегда в	2	1
122	от этой	2	1
123	к полному	1	1
124	света в	2	1
125	эта идея	1	1
126	как мы	8	1
127	в виду	1	1
128	в ее	2	1
129	и до	1	1
130	роль в	2	1
131	и самое	2	1
132	не имеют	1	1
133	значение в	1	1
134	то же	14	1
135	и которые	1	1
136	от всякой	3	1
137	эти силы	1	1
138	в результате	3	1
139	с достоинством	1	1
140	это только	1	1
141	что уже	1	1
142	и вообще	2	1
143	находится в	1	1
144	и ее	3	1
145	свой предмет	2	1
146	не был	1	1
147	зависимости от	3	1
148	избежать этой	1	1
149	в их	4	1
150	и на	14	1
151	он был	1	1
152	в последних	1	1
153	и критическое	1	1
154	бы то	1	1
155	оно ни	1	1
156	к нему	5	1
157	своим предметом	1	1
158	но как	1	1
159	от них	1	1
160	с которыми	2	1
161	менее всего	1	1
162	в новом	1	1
163	а потому	1	1
164	бы в	1	1
165	не просто	1	1
166	крайней мере	1	1
167	своим словом	1	1
168	его на	1	1
169	как в	8	1
170	и мир	5	1
171	и полное	1	1
172	в своем	3	1
173	потребность в	1	1
174	известном смысле	2	1
175	все же	7	1
176	но с	1	1
177	сделать это	1	1
178	в двух	1	1
179	могли бы	1	1
180	мы видим	2	1
181	с ними	3	1
182	же за	1	1
183	ли он	4	1
184	и свою	1	1
185	и так	1	1
186	в самом	5	1
187	у них	2	1
188	в которой	4	1
189	бы ни	3	1
190	в целом	2	1
191	сущности и	1	1
192	в этой	1	1
193	в известном	2	1
194	же и	2	1
195	от необходимости	1	1
196	то и	1	1
197	в виде	2	1
198	и если	1	1
199	слова не	1	1
200	слияние с	1	1
201	или даже	2	1
202	только себя	1	1
203	перестает быть	2	1
204	в понимании	3	1
205	чем у	1	1
206	слова которое	1	1
207	вовсе не	7	1
208	себя от	2	1
209	отношение к	7	1
210	нашего времени	1	1
211	но что	1	1
212	у него	3	1
213	не единым	1	1
214	и по	2	1
215	на этом	2	1
216	переход к	1	1
217	человека в	1	1
218	для того	2	1
219	то ни	1	1
220	в едином	1	1
221	в состоянии	1	1
222	свое и	1	1
223	конечно в	1	1
224	не были	3	1
225	и с	4	1
226	а его	1	1
227	с другой	5	1
228	есть не	1	1
229	лишь на	3	1
230	к миру	1	1
231	и тем	2	1
232	них и	1	1
233	был в	1	1
234	ничем не	1	1
235	далее и	1	1
236	достоинство в	1	1
237	и уже	1	1
238	с которым	2	1
239	жизнь в	2	1
240	слова для	2	1
241	его по	1	1
242	жизни но	2	1
243	о чем	1	1
244	и было	1	1
245	в речах	2	1
246	смысле на	2	1
247	места в	1	1
248	таким же	1	1
249	вместе с	1	1
250	так же	2	1
251	сделать его	1	1
252	ко всем	1	1
253	то есть	26	1
254	что всякий	1	1
255	и столь	1	1
256	у нас	2	1
257	в которых	1	1
258	для всякого	1	1
259	в одном	2	1
260	ограниченности и	1	1
261	образ и	1	1
262	по крайней	1	1
263	есть еще	1	1
264	к высшему	1	1
265	сама она	1	1
266	этого слова	1	1
267	с этой	3	1
268	конечно ни	1	1
269	на пути	1	1
270	на разных	1	1
271	в атмосфере	2	1
272	какие бы	1	1
273	и нет	1	1
274	к ним	1	1
275	о мире	1	1
276	на котором	1	1
277	смысле и	1	1
278	но она	1	1
279	мы все	2	1
280	слово от	1	1
281	его есть	1	1
282	и от	4	1
283	людям и	1	1
284	которая в	1	1
285	ничего не	4	1
286	в разных	3	1
287	лишь как	3	1
288	может быть	14	1
289	видим что	1	1
290	во всем	1	1
291	вот что	1	1
292	в сознании	2	1
293	наших дней	1	1
294	звучит в	1	1
295	связь с	2	1
296	о своем	1	1
297	другой стороны	4	1
298	него то	1	1
299	день в	1	1
300	есть и	1	1
301	и могли	1	1
302	к этому	2	1
303	его с	1	1
304	и другие	1	1
305	в процессе	4	1
306	и эта	2	1
307	им и	1	1
308	себя и	1	1
309	слово только	1	1
310	она не	3	1
311	они не	1	1
