N	2gram	Bakhtin_Pr_3	UchenyiS
1	и в	53	14
2	а не	11	10
3	не только	4	10
4	прежде всего	15	8
5	и не	15	8
6	не может	2	7
7	в этом	8	7
8	то что	9	7
9	может быть	12	6
10	то же	6	5
11	все это	8	5
12	хотя бы	2	5
13	перестает быть	1	5
14	с другой	2	4
15	но и	7	4
16	в их	2	4
17	в россии	1	4
18	в этой	1	4
19	конечно не	4	4
20	вряд ли	1	3
21	и то	1	3
22	это не	6	3
23	было бы	5	3
24	как и	11	3
25	для этого	1	3
26	в своей	3	3
27	или точнее	1	3
28	и т.д	2	3
29	и формы	1	3
30	в то	5	3
31	но в	5	3
32	истории литературы	1	3
33	же время	5	3
34	в области	3	3
35	другой стороны	1	3
36	не как	1	3
37	не о	2	3
38	что все	1	2
39	а между	2	2
40	крайней мере	1	2
41	именно как	1	2
42	одним из	3	2
43	и с	6	2
44	и через	3	2
45	до сих	5	2
46	ее нельзя	1	2
47	это было	3	2
48	форму и	1	2
49	в некоторых	4	2
50	превращается в	1	2
51	мы не	4	2
52	о чем	1	2
53	знакомая нам	1	2
54	ничего не	6	2
55	том что	5	2
56	мы и	2	2
57	этого термина	1	2
58	меньшей степени	2	2
59	литературы и	2	2
60	в широком	1	2
61	но конечно	1	2
62	с его	2	2
63	но не	5	2
64	не все	1	2
65	в его	8	2
66	по крайней	1	2
67	по существу	5	2
68	что и	3	2
69	конце концов	1	2
70	сих пор	5	2
71	но это	3	2
72	этом смысле	1	2
73	могли бы	1	2
74	в том	14	2
75	тех или	1	2
76	это уже	1	2
77	и для	4	2
78	что он	4	2
79	в себе	5	2
80	формы и	3	2
81	в самом	2	2
82	между тем	2	2
83	и у	7	2
84	только в	4	2
85	не в	2	2
86	для всех	2	2
87	вопроса о	1	2
88	все они	1	2
89	этом отношении	1	2
90	или иных	1	2
91	конечно нет	1	2
92	всех этих	1	2
93	могут быть	4	2
94	в конце	3	2
95	смысле этого	2	2
96	а о	1	2
97	же самое	1	2
98	тем что	2	2
99	что она	1	2
100	таким образом	6	2
101	даже и	2	2
102	своей совокупности	1	1
103	и это	3	1
104	об этом	1	1
105	в исторической	1	1
106	связанных с	1	1
107	эта позиция	1	1
108	человека и	7	1
109	даже не	1	1
110	европейской литературы	4	1
111	то есть	48	1
112	тенденции в	1	1
113	или иначе	1	1
114	в период	1	1
115	с самим	5	1
116	и прежде	6	1
117	или меньшей	3	1
118	из самых	2	1
119	или по	3	1
120	и др	14	1
121	свое место	1	1
122	что для	1	1
123	никогда не	2	1
124	к созданию	1	1
125	так и	6	1
126	по его	1	1
127	той же	5	1
128	достоевского и	6	1
129	в сфере	1	1
130	относится к	1	1
131	этого не	1	1
132	исторической поэтики	2	1
133	мы имеем	1	1
134	стихотворной речи	1	1
135	именно этот	1	1
136	главное главное	1	1
137	смысле можно	1	1
138	дан в	1	1
139	жанра в	2	1
140	развитие в	2	1
141	и всякого	1	1
142	и разнообразие	1	1
143	и даже	2	1
144	и форм	1	1
145	и слово	1	1
146	можно сказать	8	1
147	смысле и	2	1
148	или менее	3	1
149	о нем	1	1
150	все элементы	1	1
151	как на	1	1
152	о том	2	1
153	в ней	7	1
154	и потому	5	1
155	в котором	1	1
156	и что	1	1
157	и этого	1	1
158	он был	1	1
159	все его	2	1
160	в различных	1	1
161	из которых	1	1
162	он будет	1	1
163	строго говоря	1	1
164	все в	1	1
165	в той	2	1
166	не то	3	1
167	их в	2	1
168	в наиболее	1	1
169	на его	3	1
170	нет и	1	1
171	если нет	1	1
172	к проблеме	1	1
173	за пределы	1	1
174	лучше и	1	1
175	и вся	3	1
176	его как	1	1
177	еще раз	5	1
178	у стерна	1	1
179	независимо от	1	1
180	его на	1	1
181	некоторых произведениях	1	1
182	но тут	1	1
183	большей или	3	1
184	в своем	1	1
185	имеет свою	1	1
186	в большей	2	1
187	и все	10	1
188	обе эти	3	1
189	того как	1	1
190	произведений и	1	1
191	тот же	2	1
192	более или	3	1
193	и действительно	1	1
194	не существует	1	1
195	себя на	1	1
196	по мнению	1	1
197	в которой	2	1
198	не было	4	1
199	так или	1	1
200	он в	2	1
201	с которыми	1	1
202	в качестве	1	1
203	но именно	1	1
204	тем более	2	1
205	вообще в	2	1
206	мировоззрения и	1	1
207	литературы в	3	1
208	уже не	1	1
209	далеко не	2	1
210	претендует на	1	1
211	в процессе	1	1
212	широком смысле	1	1
213	таков прежде	1	1
214	что было	1	1
215	в нем	10	1
216	связанные с	3	1
217	или даже	1	1
218	но если	1	1
219	он не	3	1
220	о которой	1	1
221	а для	2	1
222	сказать что	10	1
223	отношении очень	1	1
224	и истории	1	1
225	впервые в	2	1
226	очень часто	1	1
227	равно как	1	1
228	и так	3	1
229	он и	1	1
230	содержания и	1	1
231	те основные	1	1
232	не для	1	1
233	может служить	1	1
234	но он	2	1
235	у него	1	1
236	является одним	1	1
237	этого и	1	1
238	бы те	1	1
239	мы можем	5	1
240	явлением и	1	1
241	ее в	3	1
242	и делает	1	1
243	это в	1	1
244	по-разному и	1	1
245	к этому	4	1
246	что в	2	1
247	в таком	2	1
