N	3gram	Bakhtin_Fr_8	Vladivir
1	в том что	6	9
2	в связи с	3	8
3	в то время	2	6
4	и то что	1	5
5	как мы знаем	1	4
6	в те времена	2	3
7	дело в том	2	3
8	более или менее	2	3
9	с точки зрения	2	3
10	на французском языке	1	3
11	в отличие от	1	3
12	в то же	10	3
13	не в том	1	3
14	у него в	1	3
15	то же время	10	3
16	о том что	2	3
17	и вообще в	1	2
18	сказать что в	1	2
19	в настоящее время	3	2
20	и до конца	4	2
21	как мы сказали	1	2
22	можно было бы	1	2
23	на эту тему	1	2
24	в данном случае	2	2
25	начала и до	3	2
26	заключается в том	1	2
27	с начала и	3	2
28	после того как	1	2
29	как мы видели	2	2
30	и в ней	1	1
31	мы видели и	1	1
32	в которой он	1	1
33	не было ни	1	1
34	потому что в	1	1
35	на том же	1	1
36	и в частности	1	1
37	мы уже сказали	1	1
38	в том числе	3	1
39	он не только	1	1
40	когда он был	1	1
41	до сих пор	8	1
42	и в то	5	1
43	бы то ни	2	1
44	уже после смерти	1	1
45	только то что	1	1
46	в этом отношении	1	1
47	что все это	2	1
48	вместе с тем	1	1
49	и с этой	1	1
50	может быть и	1	1
51	до известной степени	1	1
52	что это за	1	1
53	в самом начале	1	1
54	и в них	2	1
55	но в то	2	1
56	до конца его	1	1
57	а также и	1	1
58	и как бы	1	1
59	кроме того в	1	1
60	до конца он	1	1
61	и наконец в	1	1
62	это конечно не	1	1
63	не может быть	2	1
64	в свое время	1	1
65	здесь перед нами	1	1
66	что и здесь	1	1
67	в той же	3	1
68	которой не было	1	1
69	у него и	1	1
70	казалось бы что	1	1
71	и притом в	1	1
72	имел в виду	1	1
73	к которой мы	1	1
74	вышла в свет	1	1
75	что в его	1	1
76	речь шла о	1	1
77	приведем еще один	1	1
78	достаточно свидетельствуют о	1	1
79	с самого начала	1	1
80	с его близкими	1	1
81	и прежде всего	1	1
82	в самом деле	1	1
83	можно сказать что	2	1
84	он был в	1	1
85	в этом смысле	1	1
86	как мы уже	2	1
87	конечно не в	1	1
88	и всего мира	1	1
89	оказывается что в	1	1
90	и в нем	1	1
91	можно себе представить	1	1
92	для того чтобы	2	1
93	к тому же	1	1
94	во всем и	1	1
