N	3gram	Losev_Prob_2	Problema
1	не может быть	3	11
2	но отнюдь не	1	7
3	между тем как	1	5
4	и прежде всего	2	5
5	в данном случае	5	4
6	с другой стороны	5	4
7	на самом деле	2	3
8	в самом деле	2	3
9	в этом смысле	5	3
10	бы то ни	2	3
11	можно было бы	2	3
12	может быть только	2	3
13	с одной стороны	5	3
14	в том что	4	3
15	в то же	4	3
16	тем не менее	12	3
17	не во всех	2	2
18	можно сказать что	3	2
19	в какой мере	1	2
20	то же самое	5	2
21	на первый план	3	2
22	но и в	3	2
23	и не может	1	2
24	то или иное	2	2
25	и в то	1	2
26	и в частности	3	2
27	то ни было	1	2
28	не только в	2	2
29	мы здесь не	1	2
30	форма не может	1	2
31	то есть чисто	1	2
32	не совпадает с	2	2
33	того или иного	5	2
34	так и в	1	2
35	и тем самым	1	2
36	той или иной	1	2
37	в его чисто	1	2
38	для того чтобы	2	2
39	в этом отношении	1	2
40	и для всякой	1	1
41	также и на	1	1
42	что иное как	3	1
43	отнюдь не в	1	1
44	содержания и формы	1	1
45	иметь в виду	1	1
46	а вовсе не	1	1
47	да и не	1	1
48	дает нам право	1	1
49	далеко не все	1	1
50	не говоря уже	4	1
51	и есть именно	1	1
52	подобно тому как	2	1
53	в настоящее время	16	1
54	мы ничего не	1	1
55	также и в	1	1
56	не было этого	2	1
57	может быть определен	1	1
58	о том как	1	1
59	или если угодно	1	1
60	одной стороны и	3	1
61	имеется в виду	2	1
62	и как можно	1	1
63	во что бы	1	1
64	но далеко не	1	1
65	именно как слово	1	1
66	до сих пор	4	1
67	говоря уже о	4	1
68	именно то что	1	1
69	хотя бы и	3	1
70	сами по себе	2	1
71	то есть вне	1	1
72	но можно ли	2	1
73	на самом же	1	1
74	в известной мере	1	1
75	или хотя бы	2	1
76	с самим собою	1	1
77	как таковое в	1	1
78	ни в какой	1	1
79	на то что	4	1
80	и потому в	1	1
81	может быть и	2	1
82	несмотря на то	1	1
83	едва ли может	1	1
84	еще не вполне	1	1
85	и тем не	1	1
86	конечно не следует	1	1
87	то есть они	1	1
88	что бы то	1	1
89	то время как	1	1
90	не что иное	3	1
91	едва ли кто-нибудь	2	1
92	как говорится в	1	1
93	и в его	1	1
94	и не вполне	1	1
95	то ни стало	1	1
96	и в этом	3	1
97	не есть ни	3	1
98	ли мы в	1	1
99	в области смысла	2	1
100	и ничего не	1	1
101	в нашем случае	1	1
102	во всех отношениях	1	1
103	в связи с	5	1
104	при этом условии	1	1
105	то есть не	3	1
106	только в его	1	1
107	философия с ее	1	1
108	и независимо от	2	1
109	самом же деле	1	1
110	не чем иным	1	1
111	в истории философии	1	1
112	в свое время	1	1
113	то есть только	2	1
114	слова правда в	1	1
115	что и здесь	1	1
116	что не имеет	1	1
117	а в том	1	1
118	в узком смысле	1	1
119	есть не что	3	1
120	то что в	1	1
121	чем иным как	1	1
122	или другими словами	1	1
123	в то время	1	1
124	тем самым и	1	1
125	здесь не может	1	1
126	это и есть	2	1
127	та или иная	2	1
128	и т д	6	1
129	то что не	2	1
130	то есть в	2	1
131	хотя бы в	1	1
132	к выводу что	1	1
133	вопрос о том	2	1
134	языка как такового	1	1
135	от чего не	1	1
136	не может обойтись	1	1
137	ни от чего	2	1
138	в его отличии	1	1
139	в другом случае	1	1
140	как мы уже	1	1
141	есть перестает быть	1	1
142	есть то на	2	1
143	если бы не	3	1
144	то есть перестает	1	1
145	но как только	1	1
146	что у нас	1	1
147	бы не было	3	1
148	мы еще не	2	1
