N	2gram	Vinokur_St_2	Marksizm
1	точки зрения	5	34
2	может быть	2	26
3	и не	9	26
4	не может	2	24
5	с точки	2	20
6	и в	29	19
7	и его	6	19
8	языка как	1	17
9	таким образом	10	17
10	в этом	21	16
11	как бы	5	15
12	в процессе	2	14
13	языка в	2	14
14	как мы	1	13
15	прежде всего	5	13
16	как и	2	12
17	и пр	8	12
18	так и	9	11
19	связи с	4	11
20	и для	1	11
21	самом деле	3	10
22	в нем	4	10
23	ни было	2	10
24	в самом	7	10
25	только в	2	9
26	для него	4	9
27	в результате	2	9
28	на материале	1	8
29	бы то	2	8
30	все же	6	8
31	не только	19	8
32	при этом	2	8
33	о языке	1	8
34	то ни	2	8
35	до сих	6	8
36	но и	19	8
37	в контексте	1	8
38	сих пор	5	8
39	то что	11	8
40	в ее	2	7
41	точка зрения	1	7
42	но в	8	7
43	все эти	2	7
44	и те	2	7
45	то же	2	7
46	в каждом	1	7
47	а не	5	7
48	в связи	1	7
49	так же	3	7
50	кроме того	4	6
51	мы не	1	6
52	ничего не	4	6
53	в пределах	1	6
54	и здесь	3	6
55	настоящее время	1	6
56	в его	13	6
57	на почве	2	6
58	в том	27	6
59	в настоящее	1	6
60	другой стороны	3	6
61	того же	2	6
62	отличие от	2	5
63	конечно не	1	5
64	по преимуществу	1	5
65	в отличие	2	5
66	не в	4	5
67	того чтобы	6	5
68	ничего общего	1	5
69	те же	1	5
70	и все	1	5
71	этот вопрос	2	5
72	одни и	1	5
73	в начале	3	5
74	в конце	2	5
75	вовсе не	6	5
76	с другой	4	5
77	за пределы	1	5
78	именно в	4	5
79	до конца	3	5
80	и потому	2	5
81	хотя бы	3	5
82	к этому	4	5
83	во всяком	3	5
84	что слово	1	4
85	вопрос о	6	4
86	и на	6	4
87	нет и	2	4
88	чем же	1	4
89	как в	3	4
90	не будем	1	4
91	выражение в	2	4
92	и тот	1	4
93	к одному	1	4
94	не будет	1	4
95	было бы	5	4
96	не столько	7	4
97	не менее	3	4
98	по себе	3	4
99	в отношении	2	4
100	самого начала	3	4
101	не является	3	4
102	в ней	7	4
103	с самого	3	4
104	в языке	5	4
105	язык в	1	4
106	еще не	1	4
107	только на	1	4
108	для того	7	4
109	с этим	3	4
110	в данном	2	4
111	что же	1	4
112	в условиях	1	4
113	тот же	1	4
114	а в	1	4
115	отношении к	3	4
116	жизни в	1	4
117	между ними	1	4
118	сказать что	2	4
119	что в	19	4
120	на самом	3	3
121	не имеют	1	3
122	высшей степени	1	3
123	действительности и	1	3
124	а как	4	3
125	в сущности	1	3
126	по отношению	1	3
127	в истории	2	3
128	общего с	1	3
129	целый ряд	1	3
130	и как	2	3
131	и к	4	3
132	в первом	1	3
133	в которой	11	3
134	к другому	1	3
135	но все	7	3
136	различие между	1	3
137	его в	2	3
138	но именно	1	3
139	он не	9	3
140	в высшей	1	3
141	том что	27	3
142	места в	1	3
143	эта последняя	1	3
144	в своей	7	3
145	в котором	7	3
146	место в	1	3
147	в то	2	3
148	для всего	1	3
149	не имеет	2	3
150	же время	1	3
151	этом отношении	9	3
152	в области	2	3
153	не могут	1	3
154	на границе	1	3
155	должны быть	1	3
156	и это	2	3
157	не существует	1	3
158	только при	1	3
159	одного из	1	3
160	можно сказать	1	3
161	с другими	1	3
162	каких бы	1	3
163	конце концов	1	3
164	того что	5	3
165	одной из	3	3
166	нуждается в	1	3
167	в какой	2	3
168	и действительно	1	3
169	между тем	5	3
170	не дает	2	3
171	из них	3	3
172	в каком	2	3
173	не было	3	3
174	на этот	2	3
175	все это	11	3
176	xix века	3	3
177	этом случае	1	3
178	и от	1	3
179	пр в	1	3
180	совершенно не	2	3
181	это и	1	3
182	ту же	1	2
183	одним из	6	2
184	языка с	1	2
185	же как	3	2
186	в конкретном	1	2
187	в какой-то	1	2
188	той же	1	2
189	со всех	1	2
190	не приходится	4	2
191	точкой зрения	1	2
192	совпадает с	1	2
193	зависимости от	1	2
194	и он	3	2
195	свою очередь	1	2
196	в чем	1	2
197	и всего	1	2
198	что язык	1	2
199	себе и	1	2
200	не просто	1	2
201	себе отчет	1	2
202	из важнейших	1	2
203	и речи	2	2
204	что во	1	2
205	в одной	2	2
206	в своем	9	2
207	формы в	1	2
208	из этих	1	2
209	важна не	1	2
210	в себе	2	2
211	как он	2	2
212	тем не	2	2
213	первой части	2	2
214	в понимании	1	2
215	не как	1	2
216	можно было	1	2
217	что все	1	2
218	в другом	4	2
219	конечно в	2	2
220	и с	4	2
221	бы в	1	2
222	на этой	1	2
223	действительности в	1	2
224	этом смысле	1	2
225	в социальной	1	2
226	ни в	3	2
227	для них	1	2
228	это положение	1	2
229	от него	1	2
230	общества и	1	2
231	это делает	1	2
232	и той	1	2
233	времени не	2	2
234	и более	2	2
235	тому что	7	2
