N	2gram	Vygotskiy__5	Literetu
1	а не	10	20
2	и в	16	19
3	может быть	9	17
4	то же	8	12
5	и не	12	11
6	как и	8	10
7	в том	18	10
8	и т.п	1	10
9	но и	6	10
10	тогда как	1	9
11	в этом	25	9
12	состоит в	6	9
13	в то	5	9
14	не может	18	9
15	не только	16	8
16	и даже	2	8
17	с другой	4	8
18	том что	15	7
19	так и	7	7
20	и т.д	4	7
21	с одной	3	7
22	то что	26	7
23	и на	6	6
24	в себе	1	6
25	при этом	4	6
26	однако в	1	6
27	не менее	3	6
28	себя в	1	6
29	одной стороны	3	6
30	я не	2	5
31	столь же	2	5
32	но не	10	5
33	он не	8	5
34	в качестве	4	5
35	для всех	1	5
36	у нас	2	5
37	того что	16	5
38	вместе с	4	5
39	в сфере	5	4
40	но тем	1	4
41	мы не	3	4
42	того же	7	4
43	по отношению	12	4
44	так что	4	4
45	для него	5	4
46	точки зрения	18	4
47	не в	6	4
48	в области	12	4
49	в ней	2	4
50	еще в	3	4
51	в его	11	4
52	один из	1	4
53	и других	1	4
54	каждый из	1	4
55	тем что	5	4
56	прежде всего	3	4
57	в частности	3	4
58	другой стороны	2	4
59	жизни и	2	4
60	что в	16	4
61	одним из	2	3
62	и то	4	3
63	тем же	1	3
64	в сущности	13	3
65	как я	3	3
66	и он	1	3
67	во всех	2	3
68	как правило	1	3
69	как к	1	3
70	в этой	6	3
71	то и	2	3
72	в нем	7	3
73	такой же	4	3
74	в их	3	3
75	том чтобы	1	3
76	с точки	9	3
77	тем самым	8	3
78	не столько	1	3
79	никогда не	5	3
80	ничего не	5	3
81	сознания в	3	3
82	и его	3	3
83	этот путь	2	3
84	в себя	3	3
85	всей своей	1	3
86	не с	2	3
87	и с	3	3
88	в другом	6	3
89	другого в	1	3
90	но с	2	3
91	а в	3	3
92	так как	16	3
93	этом отношении	5	3
94	со стороны	1	3
95	в равной	1	3
96	в данном	1	3
97	по существу	3	3
98	мыслится как	1	3
99	но это	3	3
100	в начале	1	3
101	и для	1	3
102	на свою	2	3
103	и как	3	3
104	что он	25	3
105	отношению к	12	3
106	как на	3	3
107	ту же	2	2
108	же как	7	2
109	той же	4	2
110	на первом	1	2
111	что нам	2	2
112	с ее	1	2
113	из того	11	2
114	слово не	1	2
115	нам представляется	1	2
116	но как	3	2
117	если в	3	2
118	есть по	1	2
119	очевидно что	2	2
120	в истории	2	2
121	все же	3	2
122	как уже	3	2
123	и наконец	1	2
124	и к	2	2
125	но в	6	2
126	то в	3	2
127	в целом	4	2
128	представляет собой	7	2
129	в нашем	1	2
130	как он	6	2
131	свое время	2	2
132	подобно тому	4	2
133	на этом	3	2
134	одно и	1	2
135	в каждом	1	2
136	не станем	2	2
137	при которой	2	2
138	в жизни	2	2
139	но уже	1	2
140	в них	2	2
141	пути как	1	2
142	все равно	2	2
143	с этой	4	2
144	с тем	3	2
145	как бы	5	2
146	в такой	5	2
147	мысли и	5	2
148	что я	2	2
149	что было	2	2
150	тем не	1	2
151	в основе	8	2
152	но только	2	2
153	перед ним	1	2
154	уже о	1	2
155	могут быть	4	2
156	для того	14	2
157	для себя	1	2
158	в виду	2	2
159	не могу	1	2
160	в ее	1	2
161	это как	1	2
162	то как	3	2
163	еще не	4	2
164	для этого	1	2
165	о том	8	2
166	и что	12	2
167	для нас	1	2
168	путь к	1	2
169	а потому	3	2
170	и только	1	2
171	не более	1	2
172	было бы	10	2
173	тот же	5	2
174	одной из	3	2
175	в какой	6	2
176	потому что	21	2
177	уже в	1	2
178	с другим	1	2
179	речь в	3	2
180	из них	2	2
181	не так	1	2
182	в одном	3	2
183	в конце	1	2
184	что и	3	2
185	вовсе не	2	2
186	у него	6	2
187	как раз	1	2
188	себя и	2	2
189	что не	1	2
190	не было	1	2
191	до конца	3	2
192	как это	8	2
193	из которых	3	2
194	над ним	1	2
195	к жизни	3	2
196	а если	1	2
197	тому как	4	2
198	этом случае	3	2
199	к объекту	7	2
200	не является	5	2
201	в результате	4	2
202	хотя бы	5	2
203	с ним	5	2
204	же в	2	2
205	не знает	5	2
206	я это	3	2
207	в свое	2	2
208	сила и	1	2
209	к этой	3	2
210	в своих	2	2
211	все что	2	2
212	том числе	1	2
213	эта новая	1	1
214	два года	1	1
215	отношения к	2	1
216	в движение	1	1
217	не тому	1	1
218	это и	3	1
219	отношений в	4	1
220	здесь и	1	1
221	в первом	3	1
222	отношения между	3	1
223	нас на	1	1
224	исходит из	2	1
225	должна быть	5	1
226	мы имеем	1	1
227	как мы	10	1
228	что уже	1	1
229	целым рядом	1	1
230	в царство	1	1
231	равной мере	1	1
232	и чужого	3	1
233	в будущем	1	1
234	нам о	1	1
235	частный случай	3	1
236	процессов в	2	1
237	понятия в	3	1
238	и этого	1	1
239	он был	1	1
240	он сам	1	1
241	бы то	1	1
242	в чем	3	1
243	как путь	1	1
244	самом деле	3	1
245	для жизни	1	1
246	перед глазами	1	1
247	а он	1	1
248	отличие от	2	1
249	и будет	1	1
250	за пределы	4	1
251	относится к	1	1
252	которые не	2	1
253	более чем	1	1
254	общего с	2	1
255	как в	5	1
256	по которому	1	1
257	стороны и	2	1
258	этой точки	4	1
259	есть в	1	1
260	как нам	1	1
261	когда он	2	1
262	и своего	1	1
263	появляется у	1	1
264	к числу	1	1
265	в действительности	3	1
266	этой цели	1	1
267	в этот	2	1
268	за собой	1	1
269	поэтому он	2	1
270	второго порядка	1	1
271	в самом	4	1
272	чем сознательно	1	1
273	утверждая что	1	1
274	что это	1	1
275	все эти	4	1
276	еще один	1	1
277	в известном	8	1
278	но он	7	1
279	и те	1	1
280	на то	1	1
281	в случае	2	1
282	потребности в	2	1
283	сегодняшний день	1	1
284	же это	1	1
285	и понятий	3	1
286	оно должно	1	1
287	никак не	3	1
288	что ни	1	1
289	и по	4	1
290	или иных	1	1
291	таким образом	19	1
292	здесь мы	1	1
293	сознания является	1	1
294	нам остается	1	1
