N	2gram	Losev_Prob_1	Hudozhes
1	том что	12	16
2	и в	32	14
3	у чехова	2	13
4	так и	12	13
5	не только	17	12
6	при этом	6	12
7	о том	11	12
8	в том	9	12
9	а не	15	12
10	и т	11	11
11	в себе	15	11
12	в этом	19	11
13	прежде всего	10	11
14	в своей	8	10
15	для него	2	10
16	то же	10	9
17	как и	3	9
18	что он	7	9
19	в качестве	2	9
20	в этой	10	8
21	как в	4	8
22	то что	42	8
23	т п	1	8
24	ничего не	10	8
25	в его	6	8
26	между тем	2	8
27	в то	6	8
28	еще не	9	7
29	это не	6	7
30	не в	4	7
31	казалось бы	4	7
32	к тому	3	7
33	уже не	3	7
34	не случайно	1	7
35	именно в	4	7
36	не может	8	7
37	как бы	14	7
38	а в	4	7
39	человека в	1	6
40	было бы	8	6
41	никогда не	7	6
42	что в	12	6
43	самом деле	6	5
44	с его	2	5
45	перед нами	5	5
46	но в	14	5
47	об этом	10	5
48	ни в	7	5
49	точки зрения	3	5
50	не менее	19	5
51	и его	3	5
52	потому что	16	5
53	можно было	3	5
54	только в	7	5
55	друг друга	1	5
56	может быть	14	5
57	но и	9	5
58	в этих	3	5
59	одновременно и	1	5
60	жизни и	1	5
61	с с	1	4
62	мы уже	5	4
63	он уже	1	4
64	и о	8	4
65	а только	5	4
66	в своем	5	4
67	и к	1	4
68	в действительности	3	4
69	то в	5	4
70	в самом	6	4
71	на то	8	4
72	что она	5	4
73	он не	3	4
74	и с	2	4
75	несмотря на	3	4
76	тем не	18	4
77	тому что	4	4
78	с ним	3	4
79	она не	2	4
80	по своей	1	4
81	связи с	5	4
82	как будто	3	4
83	и это	9	4
84	можно сказать	5	4
85	того что	7	4
86	один из	4	4
87	себя в	1	4
88	из них	3	4
89	в конце	6	4
90	как раз	13	4
91	не было	4	4
92	и все	7	4
93	только что	2	4
94	т е	1	4
95	и от	1	4
96	по преимуществу	2	3
97	с точки	3	3
98	не имеют	5	3
99	едва ли	2	3
100	говорить о	6	3
101	и на	8	3
102	в ее	3	3
103	отнюдь не	10	3
104	все же	1	3
105	но он	3	3
106	в нем	13	3
107	т д	10	3
108	на этом	1	3
109	лишь в	1	3
110	его в	6	3
111	с этим	3	3
112	даже в	1	3
113	несет в	1	3
114	все эти	8	3
115	та или	1	3
116	о природе	1	3
117	тем что	7	3
118	этом отношении	1	3
119	для себя	3	3
120	как мы	7	3
121	того чтобы	9	3
122	в пределах	1	3
123	том как	2	3
124	если бы	4	3
125	о нем	3	3
126	а также	4	3
127	это в	1	3
128	же в	4	3
129	в литературе	4	3
130	но не	9	3
131	будто бы	1	3
132	как его	2	3
133	и даже	11	3
134	со стороны	1	3
135	то и	6	3
136	однако и	3	3
137	в связи	4	3
138	по своему	9	3
139	такого рода	7	3
140	встрече с	1	3
141	и для	4	3
142	от него	1	3
143	или не	3	3
144	может и	3	3
145	в таком	9	3
146	к этой	1	3
147	я и	2	2
148	например в	2	2
149	же как	2	2
150	начинается с	1	2
151	по адресу	1	2
152	на самом	6	2
153	только потому	3	2
154	оно было	1	2
155	в их	4	2
156	той же	1	2
157	для своего	2	2
158	мы не	2	2
159	вопрос о	1	2
160	к своему	1	2
161	не нужно	3	2
162	но как	6	2
163	если в	1	2
164	в одной	1	2
165	в художественном	1	2
166	хотя и	6	2
167	так или	2	2
168	жизни так	1	2
169	только на	4	2
170	раз в	1	2
171	как он	4	2
172	на его	2	2
173	в первую	1	2
174	однако в	2	2
175	с такими	2	2
176	же касается	3	2
177	в другом	1	2
178	а его	1	2
179	ясно что	3	2
180	того или	2	2
181	первую очередь	1	2
182	особенно в	2	2
183	по себе	15	2
184	все равно	5	2
185	должно быть	2	2
186	в такой	1	2
187	наше внимание	1	2
188	теории литературы	3	2
189	что я	1	2
190	сих пор	3	2
191	все это	7	2
192	для нее	1	2
193	не раз	1	2
194	и другое	2	2
195	не о	2	2
196	не имеет	2	2
197	одна из	1	2
198	для всего	2	2
199	мышления и	4	2
200	что на	1	2
201	представляется нам	1	2
202	не знаем	1	2
203	мысли о	1	2
204	все еще	1	2
205	у себя	1	2
206	с ее	1	2
207	здесь не	7	2
208	остановимся на	1	2
209	и поэтому	1	2
210	внимание на	1	2
211	никак не	4	2
212	и что	9	2
213	его жизни	1	2
214	до сих	3	2
215	от другой	1	2
216	при встрече	1	2
217	тот момент	1	2
218	и об	1	2
219	в него	2	2
220	но с	1	2
221	и потому	2	2
222	да не	1	2
223	и так	2	2
224	поэтому и	2	2
225	так что	6	2
226	в начале	1	2
