N	2gram	Losev_Dial_1	Myshleni
1	в развитии	1	28
2	то что	13	26
3	в этом	12	25
4	что он	11	25
5	потому что	14	21
6	таким образом	1	19
7	точки зрения	17	18
8	в том	9	18
9	не может	12	18
10	того чтобы	1	17
11	не только	13	16
12	и в	18	16
13	того что	2	16
14	так как	11	16
15	что в	13	16
16	том что	9	15
17	понятий и	1	15
18	так же	4	15
19	для того	2	14
20	сказать что	10	13
21	вопрос о	2	12
22	и что	12	12
23	и не	30	12
24	из того	2	11
25	отношение к	5	11
26	как осуществляется	1	11
27	в его	3	11
28	развития и	1	11
29	но не	4	10
30	в силу	1	10
31	было бы	12	10
32	как мы	4	10
33	только в	3	10
34	а не	14	10
35	с точки	12	9
36	в отношении	5	9
37	может быть	17	9
38	то же	10	8
39	должно быть	3	8
40	как и	2	8
41	если бы	12	8
42	тем самым	1	8
43	в основе	3	8
44	о том	4	8
45	он не	3	8
46	точка зрения	2	8
47	как это	4	8
48	мы должны	5	8
49	же как	2	7
50	и есть	16	7
51	в нем	16	7
52	но он	1	7
53	по себе	25	7
54	так и	9	7
55	если мы	2	7
56	с другом	1	7
57	друг с	1	7
58	могли бы	1	6
59	но в	6	6
60	в этой	1	6
61	как он	4	6
62	связанные с	2	6
63	в другом	2	6
64	но если	5	6
65	не в	6	6
66	что оно	5	6
67	своего развития	1	6
68	что все	1	6
69	и следовательно	2	6
70	мы можем	4	6
71	у него	1	6
72	но и	7	6
73	в той	1	6
74	в какой	1	6
75	к тому	4	6
76	в такой	1	5
77	мере в	1	5
78	этой теории	1	5
79	должна быть	3	5
80	мы и	2	5
81	что они	3	5
82	как в	2	5
83	в своем	5	5
84	говорит что	3	5
85	в которой	1	5
86	из нее	1	5
87	показывает что	1	5
88	тому что	3	5
89	мысли и	3	5
90	внимания и	1	5
91	с ним	6	5
92	самого начала	1	5
93	в то	6	5
94	того как	1	5
95	никогда не	9	5
96	ничего не	17	5
97	этом отношении	2	5
98	с самого	1	5
99	можно было	5	5
100	по сравнению	2	5
101	но мы	1	5
102	можно сказать	6	5
103	заключается в	1	5
104	значит что	14	5
105	хотя бы	6	5
106	для него	2	5
107	сравнению с	2	5
108	как бы	11	5
109	это значит	11	5
110	не является	3	5
111	еще более	3	5
112	только что	3	5
113	не знает	2	5
114	как известно	1	4
115	и то	9	4
116	уже по	1	4
117	той же	1	4
118	что между	1	4
119	что если	2	4
120	время как	2	4
121	а только	3	4
122	не то	6	4
123	друг от	1	4
124	сама по	8	4
125	в самом	3	4
126	все эти	2	4
127	с их	1	4
128	вообще не	1	4
129	при этом	1	4
130	и по	1	4
131	мы его	1	4
132	это не	9	4
133	такой же	2	4
134	стоит в	1	4
135	и другое	2	4
136	мысли в	2	4
137	не имеет	15	4
138	могут быть	3	4
139	же самое	1	4
140	не есть	40	4
141	от друга	1	4
142	еще не	2	4
143	в новой	1	4
144	в качестве	2	4
145	так что	15	4
146	и их	2	4
147	то время	1	4
148	не могут	1	4
149	точек зрения	3	4
150	с другой	6	4
151	именно в	2	4
152	зависит от	1	4
153	что мы	1	4
154	вместе с	1	4
155	в меру	1	4
156	это есть	9	4
157	в состоянии	1	4
158	с этой	2	4
159	мы видим	4	4
160	в результате	1	4
161	бы в	3	4
162	тем более	2	4
163	по самой	1	4
164	по одному	1	4
165	этой точки	2	4
166	самом деле	3	3
167	это и	4	3
168	мы не	1	3
169	говорить о	5	3
170	как я	1	3
171	частный случай	1	3
172	он может	1	3
173	но как	2	3
174	если в	3	3
175	с этим	2	3
176	показать что	1	3
177	все же	5	3
178	сознания в	1	3
179	и как	7	3
180	то в	7	3
181	чем его	1	3
182	как с	2	3
183	на этом	2	3
184	показал что	1	3
185	и может	2	3
186	не умеет	1	3
187	и тем	1	3
188	связаны между	1	3
189	что значит	1	3
190	в этих	5	3
191	в их	3	3
192	сих пор	2	3
193	и более	4	3
194	каждого отдельного	1	3
195	не менее	2	3
196	что эта	4	3
197	но что	3	3
198	вытекает из	1	3
199	больше чем	1	3
200	как она	7	3
201	по своей	1	3
202	и является	2	3
203	и его	1	3
204	связи с	1	3
205	этот закон	1	3
206	ничего общего	4	3
207	то как	3	3
208	еще в	1	3
209	и с	5	3
210	вот почему	1	3
211	никак не	6	3
212	до сих	2	3
213	в чем	6	3
214	этих двух	1	3
215	к нему	8	3
216	а потому	1	3
217	что и	3	3
218	между тем	1	3
219	вопрос об	1	3
220	с одной	2	3
221	вопроса о	1	3
222	он имеет	1	3
223	а в	5	3
224	от того	1	3
225	на примере	1	3
226	еще и	3	3
227	один и	1	3
228	говорит о	5	3
229	прежде всего	10	3
230	в частности	2	3
231	по существу	1	3
232	потому и	1	3
233	но это	8	3
234	одной стороны	2	3
235	к его	1	3
236	к этой	1	3
237	к этому	2	3
238	они не	1	3
239	не иначе	1	2
240	отношения к	3	2
241	мы имели	1	2
242	такое же	1	2
243	что эти	1	2
244	совершенно в	1	2
245	есть не	3	2
246	на свою	1	2
247	я не	5	2
248	есть совершенно	1	2
249	в ней	3	2
250	быть в	2	2
251	на их	1	2
252	столь же	1	2
253	в различных	1	2
254	во всех	1	2
255	с каким	1	2
256	что я	3	2
257	не требует	1	2
258	эта зависимость	1	2
259	мы будем	1	2
260	его на	1	2
261	общего с	5	2
262	стороны и	3	2
263	когда он	1	2
264	и к	1	2
265	самой природе	1	2
266	только два	1	2
267	учение о	11	2
268	то и	2	2
269	только один	1	2
270	тому же	2	2
271	если он	1	2
272	что она	7	2
273	к одному	1	2
274	в корне	2	2
275	теории и	1	2
276	одному и	1	2
277	но все	3	2
278	не находится	1	2
279	в жизни	1	2
280	в них	3	2
281	быть поставлено	1	2
282	все равно	3	2
283	оно имеет	1	2
284	в своей	2	2
285	в котором	4	2
286	друг другу	3	2
287	и эти	1	2
288	все это	11	2
289	на всю	4	2
290	но они	2	2
291	но только	3	2
292	как два	1	2
293	учения о	2	2
294	во всем	2	2
295	ничто не	3	2
296	то это	4	2
297	больше того	4	2
298	должны быть	1	2
299	указывает на	3	2
300	уже на	1	2
301	в виду	5	2
302	но при	1	2
303	вывод что	1	2
304	что у	1	2
305	на нее	1	2
306	не с	5	2
307	речь как	2	2
308	это мы	4	2
309	по мере	2	2
310	мысли которая	1	2
311	это происходит	1	2
312	язык и	1	2
313	и из	3	2
314	находятся в	1	2
315	его в	1	2
316	вслед за	2	2
317	представления о	1	2
318	может иметь	3	2
319	к объяснению	1	2
320	происходит в	1	2
321	нас интересует	1	2
322	сделать это	1	2
323	со всеми	1	2
324	только на	3	2
325	эти же	1	2
326	но с	3	2
327	является не	2	2
328	не дает	1	2
329	из них	2	2
330	не осознают	1	2
331	никто не	2	2
332	вовсе не	7	2
333	к ним	2	2
334	само по	5	2
335	не говорит	4	2
336	как будто	1	2
337	можем говорить	1	2
338	это будет	1	2
339	и даже	13	2
340	и между	1	2
341	а с	2	2
342	что для	3	2
343	может ли	1	2
344	о чем	2	2
345	ни на	6	2
346	и потому	3	2
347	мы говорим	4	2
348	сознание и	1	2
349	и тому	1	2
350	и от	2	2
351	форм и	1	2
352	об отношении	5	2
353	сознания и	3	2
354	понять что	1	2
355	чтобы понять	3	2
356	чем он	2	2
357	или не	5	2
358	и другие	1	2
359	другой стороны	4	2
360	совершенно не	8	2
361	имеет место	1	2
362	из этого	1	2
363	жизни и	3	2
364	без всяких	1	2
365	во всяком	4	2
366	все что	1	2
367	и наиболее	1	1
368	равным образом	1	1
369	а между	1	1
370	говоря о	2	1
371	также и	7	1
372	например в	1	1
373	сам по	6	1
374	на самом	3	1
375	своими собственными	1	1
376	только потому	3	1
377	на деле	2	1
378	как отвлеченное	1	1
379	к другому	1	1
380	и больше	2	1
381	глубочайшим образом	1	1
382	мы уже	1	1
383	и образования	1	1
384	еще на	1	1
385	для своего	2	1
386	мы имеем	2	1
387	и ничего	1	1
388	теперь мы	1	1
389	и о	3	1
390	и сущность	1	1
391	бы что	1	1
392	что уже	2	1
393	почему мы	1	1
394	становится совершенно	1	1
395	сходство что	1	1
396	но она	3	1
397	что иное	1	1
398	себе этот	1	1
399	в полной	2	1
400	почти исключительно	1	1
401	но уже	2	1
402	в будущем	1	1
403	же что	1	1
404	и явлений	2	1
405	себе что	1	1
406	и этого	1	1
407	такой мере	1	1
408	он сам	5	1
409	иное как	1	1
410	знаем что	1	1
411	и значит	3	1
412	возможности и	1	1
413	конечно это	1	1
