N	2gram	Vygotskiy__1	TeoriaLi
1	не только	16	18
2	в качестве	9	17
3	и не	9	16
4	а в	2	14
5	состоит в	1	13
6	и в	23	13
7	в частности	2	13
8	так и	5	12
9	может быть	14	12
10	в этом	17	11
11	представляет собой	11	11
12	при этом	4	11
13	в том	24	11
14	но не	4	10
15	и его	6	10
16	а не	3	10
17	то же	8	9
18	в его	14	9
19	по отношению	7	8
20	такого рода	1	8
21	но и	14	8
22	отношению к	7	8
23	что в	14	8
24	отличие от	1	7
25	в себе	6	7
26	том что	21	7
27	точки зрения	26	7
28	в отличие	1	7
29	в то	7	7
30	по своей	5	7
31	во второй	1	7
32	только в	6	7
33	как это	2	7
34	в данном	2	7
35	еще не	1	6
36	с его	4	6
37	но в	5	6
38	в первой	1	6
39	лишь в	6	6
40	же время	2	6
41	как бы	11	6
42	жизни как	1	5
43	данном случае	2	5
44	в своем	3	5
45	в самом	7	5
46	он не	5	5
47	в принципе	1	5
48	как и	14	5
49	не в	4	5
50	тем самым	5	5
51	в нем	1	5
52	в ее	2	5
53	или иной	1	5
54	а также	1	5
55	между тем	9	5
56	уже не	2	5
57	с другой	10	5
58	как в	4	5
59	между ними	2	5
60	говорить о	2	4
61	конечном счете	1	4
62	хотя и	2	4
63	то что	17	4
64	ни в	4	4
65	в слове	2	4
66	в ходе	8	4
67	в своей	4	4
68	в их	3	4
69	не столько	4	4
70	не менее	1	4
71	приводит к	4	4
72	можно сказать	5	4
73	в конечном	1	4
74	в форме	1	4
75	и ее	7	4
76	в свою	4	4
77	сказать что	11	4
78	не может	12	4
79	и то	3	3
80	между двумя	2	3
81	на две	3	3
82	например в	1	3
83	совпадает с	1	3
84	что можно	1	3
85	в сторону	1	3
86	и т.д	5	3
87	перед нами	5	3
88	и к	4	3
89	в противоположность	2	3
90	все эти	4	3
91	в нашем	2	3
92	в этой	7	3
93	он должен	2	3
94	и вот	2	3
95	самим собой	1	3
96	этом смысле	1	3
97	в единое	2	3
98	в этих	2	3
99	все прочие	2	3
100	тем не	1	3
101	в отношении	10	3
102	никогда не	2	3
103	как раз	4	3
104	потому что	6	3
105	той или	1	3
106	говоря словами	3	3
107	свою очередь	3	3
108	другой стороны	9	3
109	в другом	7	3
110	и что	5	3
111	того что	15	3
112	а с	4	3
113	человека с	2	3
114	для него	2	3
115	слова в	1	3
116	с ее	1	3
117	именно в	6	3
118	и др	1	3
119	прежде всего	10	3
120	в соответствии	1	3
121	и потому	2	3
122	человека к	2	3
123	по своему	1	3
124	этого слова	4	3
125	таким образом	26	3
126	или в	1	3
127	в основе	8	3
128	ни к	1	3
129	отношении к	1	3
130	речи и	28	3
131	отношения к	3	2
132	и это	3	2
133	и больше	1	2
134	принадлежит к	1	2
135	я не	3	2
136	в целом	20	2
137	между собой	5	2
138	в чем	4	2
139	могло быть	1	2
140	значении этого	1	2
141	у него	1	2
142	за пределы	2	2
143	что они	3	2
144	сама по	1	2
145	как говорит	2	2
146	как к	1	2
147	и как	5	2
148	говорит что	4	2
149	в которой	3	2
150	образом и	3	2
151	но на	1	2
152	к одному	1	2
153	одно и	2	2
154	могла бы	1	2
155	тем в	1	2
156	единое целое	4	2
157	об этом	3	2
158	это не	1	2
159	и тем	6	2
160	к области	1	2
161	соответствии с	1	2
162	вовсе не	3	2
163	это переживание	1	2
164	иначе говоря	2	2
165	с точки	18	2
166	высказывания и	1	2
167	их в	4	2
168	по себе	5	2
169	даже в	2	2
170	автора и	1	2
171	не могло	3	2
172	только не	1	2
173	мышления и	40	2
174	слова как	2	2
175	этих двух	3	2
176	своей природе	2	2
177	как будто	1	2
178	и для	1	2
179	что может	5	2
180	не с	2	2
181	к его	2	2
182	если бы	5	2
183	в виду	1	2
184	и здесь	1	2
185	о том	6	2
186	к действительности	5	2
187	во всех	3	2
188	жизнь личности	1	2
189	вслед за	2	2
190	говорит в	1	2
191	потребности и	1	2
192	с одной	8	2
193	оказывается в	1	2
194	слова не	1	2
195	что сама	1	2
196	в конце	2	2
197	во всей	4	2
198	и даже	2	2
199	со стороны	1	2
200	между которыми	1	2
201	в области	3	2
202	а именно	1	2
203	одной стороны	9	2
204	и составляет	1	2
205	не на	1	2
206	одну из	4	2
207	о чем	2	2
208	о себе	1	2
209	вместе с	9	2
210	так же	16	2
211	из которых	3	2
212	к жизни	1	2
213	могут быть	3	2
214	внешнего мира	2	2
215	к тому	4	2
216	в равной	2	2
217	одной из	1	2
218	что он	7	2
219	собой так	1	1
220	он стоит	1	1
221	также и	1	1
222	в сфере	3	1
223	самой себе	1	1
224	человека и	3	1
225	связана с	2	1
226	он показывает	2	1
227	активности как	1	1
228	идет о	2	1
229	и до	2	1
230	едва ли	2	1
231	действительности и	1	1
232	мышления но	4	1
233	иметь место	1	1
234	оторванности от	1	1
235	одним из	1	1
236	что даже	1	1
237	первой и	1	1
238	той же	2	1
239	как целому	1	1
240	же как	6	1
241	на первом	1	1
242	вопрос о	7	1
243	от всего	1	1
244	не вполне	1	1
245	и со	1	1
246	о судьбе	2	1
247	к общему	1	1
248	который может	1	1
249	собой в	1	1
250	освобождения от	1	1
251	и на	8	1
252	на них	1	1
253	на их	2	1
254	столь же	6	1
255	в различных	1	1
256	связи между	3	1
257	во внешнем	1	1
258	внешней среды	1	1
259	речи когда	1	1
260	и читателей	1	1
261	не входит	1	1
262	значение для	1	1
263	или к	1	1
264	на то	5	1
265	содержания к	1	1
266	отнюдь не	1	1
267	в истории	1	1
268	речи именно	2	1
269	отношение человека	1	1
270	независимо от	6	1
271	это игра	1	1
272	первых двух	1	1
273	что касается	1	1
274	сознания в	2	1
275	могли бы	6	1
276	целый ряд	4	1
277	как уже	7	1
278	при чтении	1	1
