N	2gram	Nazirov_Tv_1	VLabPisa
1	таким образом	5	27
2	в этом	6	26
3	и в	21	25
4	и т	3	24
5	не только	7	22
6	может быть	5	21
7	во сне	1	21
8	хотя бы	5	20
9	и не	7	19
10	художественного творчества	1	18
11	не может	4	17
12	т е	1	17
13	т д	1	15
14	в его	13	15
15	в процессе	1	14
16	в том	7	13
17	прежде всего	4	13
18	в частности	2	12
19	как это	1	12
20	все это	10	12
21	вот что	1	11
22	с другой	3	11
23	из них	2	11
24	л толстой	1	11
25	в художественном	1	10
26	в качестве	2	10
27	не могут	1	10
28	о том	6	10
29	представляет собою	1	10
30	то же	13	9
31	что в	12	9
32	об этом	2	9
33	по этому	1	9
34	для него	6	9
35	т п	2	9
36	но и	3	9
37	к этому	2	9
38	в своем	4	8
39	реальной действительности	1	8
40	все эти	1	8
41	другой стороны	1	8
42	могут быть	2	8
43	в году	7	7
44	во всех	1	7
45	по отношению	1	7
46	было бы	1	7
47	как и	12	7
48	том что	11	7
49	в конечном	4	7
50	говорит о	3	7
51	не было	1	7
52	а не	5	7
53	вместе с	2	7
54	же в	1	7
55	отношению к	1	7
56	это и	3	6
57	в себе	2	6
58	в нем	3	6
59	идеи и	1	6
60	это не	4	6
61	том же	1	6
62	и его	6	6
63	в то	15	6
64	так и	2	6
65	между тем	1	6
66	бы и	1	6
67	у него	7	6
68	в основном	4	6
69	то что	8	6
70	одним из	4	5
71	и есть	1	5
72	действительности и	2	5
73	в их	3	5
74	конечном счете	4	5
75	как говорит	1	5
76	все же	5	5
77	в плане	1	5
78	не в	2	5
79	тому что	1	5
80	же время	12	5
81	связи с	1	5
82	приводит к	2	5
83	он же	1	5
84	один из	4	5
85	он говорит	3	5
86	как бы	17	5
87	сказать что	2	5
88	только в	5	5
89	в искусстве	1	5
90	их и	1	4
91	с его	11	4
92	в этой	5	4
93	перед нами	2	4
94	когда он	2	4
95	в самом	3	4
96	в целом	4	4
97	в статье	1	4
98	что все	3	4
99	в них	1	4
100	в философии	1	4
101	даже в	3	4
102	одна из	2	4
103	никогда не	3	4
104	вот почему	3	4
105	к тому	2	4
106	в ее	1	4
107	в творческой	2	4
108	можно сказать	2	4
109	с ними	1	4
110	что он	6	4
111	в нашей	2	4
112	рассказывает о	1	4
113	в одном	1	4
114	как раз	1	4
115	в связи	1	4
116	художественное произведение	1	4
117	жорж санд	1	4
118	в романе	10	4
119	равно как	1	4
120	в своей	4	4
121	человека и	4	3
122	в котором	6	3
123	всего лишь	1	3
124	его не	1	3
125	и он	2	3
126	с этим	1	3
127	своем творчестве	1	3
128	и как	4	3
129	и к	1	3
130	при создании	1	3
131	всех этих	1	3
132	в комнату	2	3
133	и по	3	3
134	отнюдь нет	1	3
135	его в	1	3
136	далеко не	3	3
137	что не	2	3
138	с тем	1	3
139	во время	1	3
140	и ее	1	3
141	а вот	1	3
142	этой области	1	3
143	это мы	1	3
144	шел в	1	3
145	в другую	1	3
146	со своим	1	3
147	у нас	1	3
148	она не	1	3
149	в виду	2	3
150	никак не	1	3
151	утверждает что	1	3
152	что и	2	3
153	вслед за	2	3
154	и мир	2	3
155	того что	3	3
156	этот вопрос	1	3
157	разума и	1	3
158	и их	1	3
159	даже и	1	3
160	в конце	1	3
161	этой проблемы	2	3
162	именно в	2	3
163	мы знаем	1	3
164	в творчестве	6	3
165	него в	1	3
166	так же	3	3
167	некоторые из	2	3
168	толстого в	1	3
169	процессе художественного	1	3
170	и от	4	3
171	или в	2	3
172	действительной жизни	3	3
173	только что	2	3
174	жизни и	3	3
175	ее в	3	3
176	как известно	1	2
177	ту же	3	2
178	также и	1	2
179	чтобы не	1	2
180	и через	1	2
181	связана с	1	2
