N	2gram	Propp_Russ_2	Problema
1	и в	29	30
2	в своей	2	22
3	не только	10	18
4	то что	5	18
5	в этом	11	17
6	том что	22	17
7	и даже	1	14
8	людей и	2	13
9	таким образом	6	13
10	но и	8	13
11	потому что	5	13
12	о том	9	12
13	в его	1	12
14	а именно	3	12
15	в том	22	12
16	в н	1	12
17	и не	1	12
18	так что	4	11
19	в своем	1	11
20	в этой	3	10
21	в виде	4	10
22	для нас	6	10
23	все же	2	9
24	на земле	5	9
25	но в	5	9
26	как символ	1	9
27	и вообще	1	9
28	который в	1	9
29	только в	1	9
30	и все	4	9
31	сказать что	1	9
32	хотя и	1	8
33	в конце	1	8
34	но не	5	7
35	как и	11	7
36	не в	4	7
37	никогда не	2	7
38	на землю	3	7
39	связи с	2	7
40	у нас	4	7
41	здесь не	1	7
42	так и	1	7
43	что он	1	7
44	может быть	13	7
45	говорит о	2	7
46	вместе с	6	7
47	и на	6	6
48	и как	2	6
49	в нем	1	6
50	при помощи	1	6
51	его в	8	6
52	несмотря на	1	6
53	можно найти	1	6
54	и его	1	6
55	можно сказать	1	6
56	и что	5	6
57	что и	2	6
58	уже не	4	6
59	так как	13	6
60	с другой	2	6
61	прежде всего	2	6
62	как бы	18	6
63	и для	2	6
64	а в	9	6
65	другой стороны	1	6
66	и то	2	5
67	в году	3	5
68	не просто	1	5
69	в которой	2	5
70	тем не	2	5
71	и с	10	5
72	с тем	6	5
73	еще в	2	5
74	но он	3	5
75	что этот	1	5
76	не менее	2	5
77	и притом	1	5
78	того как	2	5
79	и о	3	5
80	что у	1	5
81	а не	4	5
82	не может	5	5
83	так же	4	5
84	как раз	1	5
85	будто бы	5	5
86	в самом	1	5
87	что в	22	5
88	человека и	1	4
89	из земли	4	4
90	отнюдь не	1	4
91	при этом	6	4
92	но все	1	4
93	об этом	2	4
94	было бы	3	4
95	говорится о	1	4
96	не так	1	4
97	в то	2	4
98	как о	1	4
99	тогда когда	4	4
100	iv в	1	4
101	все еще	1	4
102	некоторой степени	1	4
103	огонь и	1	4
104	iii в	1	4
105	нас в	1	4
106	или в	7	4
107	в качестве	3	4
108	до некоторой	1	4
109	в период	1	4
110	далеко не	4	4
111	а с	2	4
112	xix в	3	4
113	под названием	2	4
114	жизни в	2	4
115	из этого	2	4
116	время как	1	3
117	в виду	2	3
118	в ней	1	3
119	еще не	6	3
120	иное как	2	3
121	что его	1	3
122	в ее	3	3
123	совсем не	2	3
124	только тогда	3	3
125	что они	1	3
126	что касается	1	3
127	от этого	1	3
128	он в	1	3
129	с одной	2	3
130	в другом	1	3
131	знает что	1	3
132	в новое	1	3
133	не всегда	3	3
134	нас не	2	3
135	однако в	1	3
136	в русской	1	3
137	что иное	2	3
138	и после	3	3
139	как будто	1	3
140	в духе	1	3
141	на горе	1	3
142	и которая	1	3
143	то время	2	3
144	что от	3	3
145	жизнь и	2	3
146	с ним	1	3
147	настоящее время	1	3
148	после того	2	3
149	а также	4	3
150	все в	2	3
151	к нему	4	3
152	все время	1	3
153	же в	6	3
154	того что	3	3
155	тот же	1	3
156	и глины	1	3
157	обратить внимание	1	3
158	в одном	1	3
159	для них	2	3
160	в других	15	3
161	для того	6	3
162	именно в	4	3
163	одной стороны	2	3
164	а потом	1	3
165	быть только	2	3
166	в настоящее	1	3
167	и другие	14	3
168	не что	2	3
169	и до	1	2
170	то же	4	2
171	и за	1	2
172	по его	1	2
173	мы имеем	6	2
174	мы не	6	2
175	это время	2	2
176	в таком	4	2
177	все эти	3	2
178	тем как	1	2
179	землю и	1	2
180	не входит	1	2
181	значение и	1	2
182	не все	4	2
183	отношение к	1	2
184	он пишет	1	2
185	на то	1	2
186	в одной	1	2
187	как в	7	2
188	что именно	1	2
189	кроме того	2	2
190	когда он	1	2
191	однако как	1	2
192	если он	2	2
193	не к	2	2
194	здесь говорится	1	2
195	это не	5	2
196	по всему	1	2
197	в них	4	2
198	о своем	1	2
199	и тогда	1	2
200	в котором	3	2
201	представление о	5	2
202	такую же	1	2
203	и более	1	2
204	в таких	3	2
205	дело в	1	2
206	в науке	1	2
207	на него	1	2
208	того чтобы	6	2
209	ничего не	1	2
210	при всем	1	2
211	по своей	1	2
212	и является	1	2
213	месте в	1	2
214	тем что	3	2
215	и другой	3	2
216	это конечно	1	2
217	этот миф	1	2
218	как мы	3	2
219	без всякого	1	2
220	данном случае	7	2
221	говорится что	4	2
222	можно было	2	2
223	он был	1	2
224	в глаза	2	2
225	между тем	3	2
226	от них	1	2
227	в середине	1	2
228	здесь в	2	2
229	хорошо знает	1	2
230	что здесь	3	2
231	ли он	1	2
232	в какой	1	2
233	огонь в	1	2
234	или же	5	2
235	по этому	2	2
236	этому поводу	2	2
237	есть в	2	2
238	уже в	1	2
239	из них	4	2
240	земли и	5	2
241	всяком случае	1	2
242	ее в	8	2
243	человека а	2	2
244	то и	4	2
245	мы и	1	2
246	него не	1	2
247	в европе	2	2
248	в данном	6	2
249	на тот	1	2
250	по существу	4	2
251	бросается в	2	2
252	в это	1	2
253	с этой	2	2
254	только для	1	2
255	один из	2	2
256	ли в	1	2
257	за него	1	2
258	в целях	2	2
259	не будет	1	2
260	в свою	1	2
261	в заключение	1	2
262	к этому	5	2
263	во всяком	1	2
264	все что	1	2
265	в ночь	2	1
266	и т	5	1
267	должен быть	2	1
268	на самом	2	1
269	в стороне	2	1
270	это и	2	1
271	и есть	1	1
272	этой теории	1	1
273	имея в	1	1
274	в их	2	1
275	или ее	3	1
276	мы уже	1	1
277	а как	1	1
278	в и	3	1
279	фигуре человека	1	1
280	с теорией	1	1
281	и была	1	1
282	что если	1	1
283	вопрос о	4	1
284	на место	1	1
285	из своих	1	1
286	так чтобы	2	1
287	их с	1	1
288	под ним	2	1
289	на себя	2	1
290	и ее	2	1
291	не от	1	1
292	в xix	3	1
293	не был	2	1
294	которое он	1	1
295	указание на	1	1
296	живущей в	1	1
297	если в	1	1
298	у них	2	1
299	что вызывает	1	1
300	в поисках	1	1
301	во что	1	1
302	первый взгляд	1	1
303	если она	2	1
304	с этим	2	1
305	желаний и	1	1
306	что ее	3	1
307	перед нами	1	1
