N	3gram	Vinokur_St_1	slovoVRo
1	и т п	9	23
2	то же время	4	12
3	в то же	4	12
4	в узком смысле	1	10
5	в той или	1	9
6	той или иной	1	9
7	с точки зрения	8	8
8	не может не	1	5
9	и в то	1	5
10	во всяком случае	6	5
11	и т д	21	5
12	с одной стороны	2	4
13	с другой стороны	6	4
14	но в то	2	4
15	в зависимости от	1	3
16	хотя бы и	2	3
17	в данном случае	6	3
18	таким образом в	1	3
19	так и в	4	3
20	те или иные	1	3
21	а между тем	1	2
22	а вовсе не	1	2
23	в том и	1	2
24	в этом случае	2	2
25	до сих пор	7	2
26	и не может	1	2
27	в лучшем случае	1	2
28	то время как	1	2
29	не только в	4	2
30	в то время	2	2
31	и в этом	3	2
32	того или иного	4	2
33	как бы ни	1	2
34	к тому что	1	2
35	можно было бы	8	2
36	и в том	2	2
37	и на этот	1	1
38	да и в	2	1
39	как в отношении	1	1
40	со всеми его	1	1
41	т п на	1	1
42	дело в том	4	1
43	но это не	1	1
44	они ни были	1	1
45	и др а	1	1
46	и не в	1	1
47	то или иное	3	1
48	стиля и языка	1	1
49	бы то ни	1	1
50	но и в	2	1
51	каждое из них	1	1
52	в этом отношении	7	1
53	языка и стиля	1	1
54	а иногда и	2	1
55	по крайней мере	2	1
56	он в нем	1	1
57	пришлось бы воспроизводить	1	1
58	может быть и	2	1
59	в нем может	1	1
60	а также и	2	1
61	и в отношении	1	1
62	так что они	1	1
63	и сам в	2	1
64	и не было	1	1
65	с известным правом	1	1
66	во всех этих	1	1
67	в какой степени	1	1
68	так или иначе	2	1
69	это не значит	3	1
70	и не могла	1	1
71	как в самом	1	1
72	не может быть	5	1
73	в свое время	2	1
74	тем не менее	2	1
75	о том что	11	1
76	в ином стиле	1	1
77	но с другой	2	1
78	и некоторые другие	1	1
79	же и в	2	1
80	если бы мы	2	1
81	без всяких оговорок	1	1
82	в одном из	1	1
83	эпохи и в	1	1
84	т п в	3	1
85	бы они ни	1	1
86	в сущности можно	1	1
87	для того чтобы	10	1
88	в том что	17	1
89	как и в	2	1
90	в основе этой	1	1
91	и нуждается в	1	1
