N	3gram	Tiupa_Vved_1	Istorich
1	в этих случаях	2	10
2	с другой стороны	1	8
3	не только в	2	5
4	о том что	4	5
5	с одной стороны	5	4
6	на первый взгляд	1	4
7	тем не менее	3	4
8	в том что	3	4
9	начинается с того	1	3
10	в ответ на	1	3
11	не может быть	3	3
12	в данном случае	6	3
13	с того что	1	3
14	но и в	2	2
15	но это не	1	2
16	здесь мы имеем	1	2
17	в том чтобы	2	2
18	одна из этих	1	2
19	в этом и	1	2
20	а в том	1	2
21	мы не можем	1	2
22	что это не	1	2
23	как и в	2	2
24	о том как	1	1
25	потому что я	1	1
26	хотя и не	1	1
27	состоит в том	2	1
28	а не с	1	1
29	же не может	1	1
30	а не в	1	1
31	по отношению к	7	1
32	в этом случае	1	1
33	то же самое	1	1
34	данном случае это	1	1
35	что он может	1	1
36	в зависимости от	1	1
37	не входит в	1	1
38	как мы увидим	1	1
39	и та же	1	1
40	можно было бы	2	1
41	одна из них	1	1
42	как если бы	1	1
43	у него нет	1	1
44	тогда как в	1	1
45	это не вполне	1	1
46	и тот же	1	1
47	друг на друга	1	1
48	это не так	1	1
49	имеем дело с	2	1
50	все же не	1	1
51	в связи с	1	1
52	то что он	1	1
53	но в данном	1	1
54	одна и та	1	1
55	один и тот	1	1
56	более или менее	2	1
57	мы увидим ниже	1	1
58	к себе в	1	1
59	мысль о том	1	1
60	как мы видели	2	1
