N	3gram	Bakhtin_Pr_1	DiskursI
1	в том что	6	13
2	по отношению к	8	9
3	о том что	1	5
4	то же время	9	4
5	это прежде всего	1	3
6	не в том	1	3
7	не может быть	4	3
8	в свою очередь	1	3
9	с другой стороны	3	3
10	в то же	9	3
11	по себе не	1	2
12	что же касается	1	2
13	подобно тому как	3	2
14	то же самое	1	2
15	а в том	1	2
16	сами по себе	3	2
17	по крайней мере	1	2
18	большей или меньшей	1	2
19	а не только	1	2
20	в данном случае	2	2
21	могла бы быть	1	2
22	не только в	2	2
23	и в форме	1	2
24	более или менее	1	2
25	можно сказать что	1	2
26	то все же	1	1
27	в этом случае	1	1
28	точка зрения на	2	1
29	дело в том	1	1
30	а потому и	1	1
31	своем собственном мире	1	1
32	на самом деле	4	1
33	в своем собственном	1	1
34	и даже не	1	1
35	в этом смысле	10	1
36	как точка зрения	1	1
37	зрения на него	2	1
38	как раз и	3	1
39	именно в том	1	1
40	он не может	1	1
41	с точки зрения	13	1
42	до сих пор	2	1
43	и не может	2	1
44	и в то	2	1
45	хотя бы и	2	1
46	на которых зиждется	1	1
47	только то что	2	1
48	перед нами не	1	1
49	в противном случае	1	1
50	как мы видели	1	1
51	не согласиться с	1	1
52	точкой зрения на	1	1
53	тем что он	1	1
54	выходе за пределы	1	1
55	как будто бы	1	1
56	в известном смысле	1	1
57	и на его	1	1
58	высказывания и в	1	1
59	в большей или	1	1
60	или меньшей степени	1	1
61	для своего времени	1	1
62	а не как	4	1
63	том что он	4	1
64	к той же	1	1
65	тем или иным	1	1
66	во всяком случае	3	1
67	в целом ряде	2	1
68	того или иного	1	1
69	в этом отношении	3	1
70	не только его	1	1
71	они и не	1	1
72	героя а его	1	1
73	во мне как	1	1
74	до известной степени	1	1
75	и про себя	1	1
76	так и в	1	1
77	это и есть	1	1
78	до настоящего времени	1	1
79	с самого начала	1	1
80	заключается в том	1	1
81	же время и	1	1
82	на себя самого	1	1
83	в полной мере	1	1
84	в том и	1	1
85	тех или иных	1	1
86	но все же	2	1
87	в большинстве случаев	2	1
