N	3gram	Vygotskiy__3	RusskieA
1	в том что	17	18
2	состоит в том	3	13
3	в этом случае	1	6
4	в данном случае	1	6
5	для того чтобы	7	6
6	вместе с тем	10	4
7	так же как	6	4
8	о том что	3	4
9	мы видели что	3	4
10	в отличие от	6	3
11	не может быть	2	3
12	это показывает что	1	3
13	подобно тому как	1	3
14	тем не менее	5	2
15	во многих случаях	1	2
16	что иное как	1	2
17	же как и	4	2
18	не что иное	1	2
19	в том чтобы	1	2
20	в этом и	2	2
21	мы не можем	1	2
22	в то время	4	2
23	в таком виде	1	2
24	по этому поводу	1	2
25	с одной стороны	5	2
26	приводит нас к	1	2
27	для нас важно	1	1
28	в другом месте	1	1
29	том что в	1	1
30	могут рассматриваться как	1	1
31	в качестве средства	4	1
32	показывает что в	1	1
33	более или менее	1	1
34	как это имеет	1	1
35	о том как	1	1
36	мы должны будем	1	1
37	не отличаются от	1	1
38	подробнее остановиться на	1	1
39	как мы увидим	2	1
40	между тем как	1	1
41	в этом отношении	3	1
42	то что в	2	1
43	по аналогии с	1	1
44	из того что	1	1
45	а вместе с	1	1
46	можно было бы	5	1
47	все же в	2	1
48	не связаны с	1	1
49	приводят нас к	1	1
50	в применении к	1	1
51	здесь мы имеем	1	1
52	один из основных	1	1
53	во всяком случае	4	1
54	смысле этого слова	4	1
55	на некоторое время	1	1
56	так как это	1	1
57	и в этом	2	1
58	так как оно	1	1
59	может рассматриваться как	1	1
60	во всех этих	1	1
61	в какой степени	1	1
62	это имеет место	1	1
63	то время как	4	1
64	всяком случае не	1	1
65	мы увидим не	1	1
66	той и другой	1	1
67	с другой стороны	3	1
68	и в том	1	1
69	тогда когда они	1	1
70	между собой и	1	1
71	выше мы видели	1	1
72	в свою очередь	2	1
73	во всем этом	1	1
74	один из них	1	1
75	к выводу что	2	1
76	в связь с	1	1
77	ни одна из	1	1
78	так как в	1	1
79	в течение всего	1	1
80	высокой ступени ее	1	1
81	с тем и	4	1
82	на то что	3	1
83	как мы уже	2	1
84	нет никаких данных	1	1
85	фаза в развитии	1	1
86	всех этих случаях	1	1
87	как и в	2	1
88	как мы видели	3	1
89	вне связи с	1	1
