N	2gram	Vinokur_Ku_1	Otkroven
1	и в	24	19
2	у достоевского	1	19
3	но и	6	13
4	и не	12	13
5	в этом	14	12
6	не в	11	11
7	не только	10	11
8	может быть	13	11
9	а не	8	11
10	вопрос о	2	10
11	в нем	4	10
12	и все	2	10
13	в самой	4	9
14	прежде всего	9	9
15	не было	3	9
16	никогда не	2	9
17	потому что	23	9
18	и он	3	8
19	в его	12	7
20	он не	2	7
21	лишь в	2	7
22	до конца	2	7
23	нет ничего	1	7
24	но он	1	7
25	как и	2	6
26	все это	6	6
27	отношение к	1	5
28	в том	30	5
29	в самом	10	5
30	в этой	3	5
31	для него	1	5
32	в россии	1	5
33	о его	1	5
34	а в	5	5
35	то что	9	5
36	с его	4	4
37	достоевского не	1	4
38	все эти	6	4
39	что не	5	4
40	не может	7	4
41	т е	38	4
42	того чтобы	17	4
43	есть лишь	3	4
44	и мысли	2	4
45	и его	5	4
46	всегда есть	1	4
47	что в	17	4
48	только и	3	4
49	и есть	2	3
50	в бесах	1	3
51	достоевского в	1	3
52	различие между	1	3
53	о том	9	3
54	еще не	5	3
55	было бы	15	3
56	того что	9	3
57	когда он	3	3
58	что он	6	3
59	в себе	3	3
60	и вот	1	3
61	не могут	2	3
62	для того	16	3
63	это было	2	3
64	это не	7	3
65	мысли и	1	3
66	могут быть	1	3
67	как бы	7	3
68	с ним	5	3
69	и от	1	3
70	в этих	4	3
71	хотя бы	10	3
72	в своих	1	3
73	все что	1	3
74	и с	5	2
75	и то	3	2
76	в ее	1	2
77	что у	1	2
78	так и	7	2
79	для человеческого	1	2
80	его не	1	2
81	по себе	2	2
82	вместо того	1	2
83	и на	4	2
84	совсем не	1	2
85	не все	2	2
86	что и	4	2
87	что они	4	2
88	в истории	3	2
89	никакого другого	1	2
90	как к	1	2
91	в своем	3	2
92	все же	12	2
93	сразу же	1	2
94	вопросом о	1	2
95	и потому	4	2
96	при чтении	1	2
97	так человек	1	2
98	в которой	6	2
99	учение о	4	2
100	так что	4	2
101	уже в	3	2
102	что для	1	2
103	одно из	2	2
104	же это	1	2
105	так как	9	2
106	тем что	8	2
107	в других	1	2
108	даже и	3	2
109	момент в	1	2
110	его в	1	2
111	сказать что	1	2
112	с тем	5	2
113	но никогда	1	2
114	для человека	1	2
115	должно быть	3	2
116	него не	1	2
117	подойти к	2	2
118	том что	21	2
119	на периферии	1	2
120	в дневнике	1	2
121	и против	2	2
122	к этому	1	2
123	что же	6	2
124	и там	1	2
125	можно ли	2	2
126	своей жизни	1	2
127	не имеет	2	2
128	человека о	1	2
129	любовь к	2	2
130	и для	2	2
131	ничего не	2	2
132	дневнике писателя	1	2
133	потребность в	3	2
134	не есть	4	2
135	жизни в	1	2
136	в своей	2	2
137	что все	2	2
138	хотя и	3	2
139	ее в	2	2
140	но в	2	2
141	всегда в	1	1
142	смысле слова	1	1
143	недостаточно еще	1	1
144	и самое	1	1
145	в обычном	1	1
146	также и	2	1
147	например в	5	1
148	можно и	1	1
149	лишь после	1	1
150	дело что	1	1
151	связана с	1	1
152	в виду	5	1
153	на нем	1	1
154	разрешение этой	1	1
155	на самом	2	1
156	науки о	3	1
157	свои силы	1	1
158	но тем	1	1
159	из самых	1	1
160	внешней эволюции	1	1
161	и осмыслить	1	1
162	не имеют	3	1
163	должна быть	3	1
164	и больше	1	1
165	и когда	1	1
166	она стоит	1	1
167	можно было	6	1
168	имею в	1	1
169	не с	3	1
170	есть не	1	1
171	в борьбе	1	1
172	задача которая	1	1
173	которая была	1	1
174	том как	3	1
175	ту же	1	1
176	по сравнению	1	1
177	связан с	1	1
178	если бы	9	1
179	все новое	1	1
180	в сущности	3	1
181	находится в	1	1
182	его пути	1	1
183	о нем	2	1
184	ли так	1	1
