N	2gram	Berdyaev_M_2	Myshleni
1	в том	3	33
2	том что	4	27
3	в развитии	1	26
4	точки зрения	2	26
5	то что	5	20
6	в этом	20	19
7	с точки	1	18
8	того что	6	17
9	не только	18	15
10	и в	46	15
11	что в	4	14
12	того чтобы	4	12
13	что он	7	12
14	в самом	5	11
15	мы не	1	10
16	в целом	1	10
17	было бы	1	10
18	для того	5	10
19	но и	15	10
20	в сущности	2	9
21	в своем	8	9
22	о том	3	9
23	связи с	2	9
24	может быть	21	9
25	не может	15	9
26	не в	9	8
27	никогда не	18	8
28	так и	4	8
29	если бы	3	8
30	и что	2	8
31	он не	10	7
32	высшей степени	3	7
33	в высшей	3	7
34	по себе	2	7
35	к тому	5	7
36	тот же	2	7
37	потому что	12	7
38	как бы	8	7
39	и не	18	7
40	самом деле	1	6
41	с таким	2	6
42	в учении	1	6
43	мысль что	4	6
44	по отношению	2	6
45	в этой	7	6
46	мы должны	1	6
47	и к	7	6
48	что это	6	6
49	отношение между	1	6
50	как он	3	6
51	на то	1	6
52	как и	13	6
53	в отношении	5	6
54	но в	10	6
55	по своей	3	6
56	с другой	1	6
57	к которому	3	6
58	вместе с	2	6
59	сказать что	3	6
60	смысле слова	3	5
61	на деле	4	5
62	то же	5	5
63	вопрос о	6	5
64	говорит что	2	5
65	уже в	2	5
66	приводит к	1	5
67	это не	5	5
68	тогда когда	2	5
69	можно было	2	5
70	социальной среды	1	5
71	друг друга	12	5
72	сравнению с	1	5
73	отношению к	2	5
74	все что	4	5
75	по сравнению	1	5
76	связана с	7	4
77	хотя бы	7	4
78	с его	4	4
79	независимо от	1	4
80	как в	7	4
81	могли бы	1	4
82	в которой	2	4
83	что все	5	4
84	в них	3	4
85	к которым	1	4
86	в своей	5	4
87	от его	2	4
88	признать что	1	4
89	значение для	1	4
90	к этому	1	4
91	их в	1	4
92	не имеет	4	4
93	того как	3	4
94	и его	5	4
95	само понятие	1	4
96	и с	3	4
97	на вопрос	1	4
98	мы видим	2	4
99	так как	8	4
100	только в	3	4
101	а с	1	4
102	прежде всего	12	4
103	так же	6	4
104	все это	1	4
105	а в	2	4
106	по поводу	1	4
107	человека и	7	3
108	на самом	1	3
109	для которого	1	3
110	и ее	1	3
111	он сам	6	3
112	должны были	1	3
113	что они	3	3
114	с этим	1	3
115	смысле этого	1	3
116	когда он	1	3
117	бы и	5	3
118	он в	3	3
119	все эти	1	3
120	но на	2	3
121	что она	5	3
122	что у	4	3
123	об этом	1	3
124	те же	5	3
125	лишь в	2	3
126	личности не	1	3
127	в которых	1	3
128	но эта	2	3
129	для этого	4	3
130	в самой	1	3
131	этом отношении	1	3
132	в основе	2	3
133	для себя	1	3
134	и это	5	3
135	и сам	1	3
136	с собой	2	3
137	с ним	3	3
138	ничего не	2	3
139	и только	1	3
140	не надо	2	3
141	все время	2	3
142	вот почему	2	3
143	для него	18	3
144	во власти	6	3
145	только что	1	3
146	а не	13	3
147	этого слова	1	3
148	открывает что	1	3
149	которых он	1	3
150	не существует	3	3
151	и все	5	3
152	лежит в	1	3
153	того же	1	3
154	к этой	1	3
155	они не	4	3
156	также и	4	2
157	же как	3	2
158	что наконец	1	2
159	и есть	8	2
160	в котором	1	2
161	все те	1	2
162	той же	3	2
163	что если	1	2
164	говорить о	1	2
165	принадлежит к	2	2
166	и самого	3	2
167	во всех	2	2
168	то он	2	2
169	не то	1	2
170	только тогда	1	2
171	нет и	1	2
172	за пределы	1	2
173	сама по	1	2
174	которые не	1	2
175	целый ряд	1	2
176	вопросом о	1	2
177	и как	1	2
178	его к	1	2
179	увидим что	2	2
180	есть ли	2	2
181	от этого	2	2
182	к чему	4	2
183	или во	1	2
184	раз в	1	2
185	в себе	10	2
186	после этого	1	2
187	он должен	1	2
188	и более	1	2
189	подобно тому	2	2
190	в другом	1	2
191	на все	3	2
192	ни в	3	2
193	все равно	3	2
194	с такой	1	2
195	должно быть	2	2
196	и тогда	3	2
197	в этих	2	2
198	но если	1	2
199	в такой	3	2
200	прийти к	1	2
201	всякий раз	1	2
202	стало быть	1	2
203	и той	2	2
204	быть может	2	2
205	моментов в	1	2
206	нас к	1	2
207	для всего	1	2
208	находится в	1	2
209	учения о	1	2
210	или как	1	2
211	к ней	2	2
212	во всем	5	2
213	и теперь	1	2
214	уже и	1	2
215	что на	1	2
216	не потому	1	2
217	к себе	2	2
218	не могут	1	2
219	но все	1	2
220	все свое	1	2
221	его с	2	2
222	той или	1	2
223	должен быть	4	2
224	живет в	1	2
225	когда в	1	2
226	как у	2	2
227	своей книге	1	2
228	а также	1	2
229	с целью	1	2
230	нас в	2	2
231	и всю	1	2
232	которой мы	1	2
233	раньше чем	1	2
234	в его	5	2
235	что и	4	2
236	и можно	3	2
237	к личности	1	2
238	жизни он	3	2
239	в стороне	1	2
240	бы ни	1	2
241	и тем	1	2
242	на протяжении	1	2
243	не дает	1	2
244	и других	2	2
245	ибо он	1	2
246	много раз	2	2
247	ту сторону	1	2
248	но что	1	2
249	у него	22	2
250	тем что	3	2
251	от того	3	2
252	протяжении всего	1	2
253	в границах	1	2
254	были бы	2	2
255	или иной	2	2
256	с ней	1	2
257	по ту	1	2
258	но никогда	1	2
259	на эту	1	2
260	для человека	3	2
261	связь с	1	2
262	человека к	8	2
263	видит в	1	2
264	чем в	2	2
265	тому как	2	2
266	это есть	2	2
267	что же	2	2
268	остается в	1	2
269	к русскому	1	2
270	он открывает	2	2
271	с этой	1	2
272	ребенка который	1	2
273	но для	2	2
274	но с	2	2
275	на одной	1	2
276	в более	2	2
277	он забывает	1	2
278	и для	7	2
279	приводит нас	1	2
280	мира и	1	2
