N	2gram	Vygotskiy__3	StatiiOP
1	и в	38	25
2	в этом	13	24
3	в том	25	20
4	что он	11	19
5	может быть	19	19
6	тем что	3	19
7	что в	20	19
8	что это	10	16
9	том что	14	15
10	в этой	13	14
11	не только	12	12
12	в его	5	12
13	то что	35	12
14	в этих	2	11
15	так что	8	11
16	таким образом	12	10
17	и не	10	10
18	у него	4	9
19	но и	5	9
20	и т	14	8
21	все это	3	8
22	о том	6	8
23	это было	1	8
24	в своих	4	8
25	из его	1	7
26	с этим	8	7
27	это не	1	7
28	было бы	12	7
29	в то	3	7
30	не может	7	7
31	точки зрения	16	7
32	что такое	1	7
33	место в	3	6
34	в сцене	1	6
35	и на	6	6
36	как в	4	6
37	из этих	3	6
38	интересно что	3	6
39	не в	12	6
40	в русской	2	6
41	в трагедии	1	6
42	между тем	7	6
43	только в	4	6
44	т п	5	6
45	в конце	2	6
46	как бы	14	6
47	а в	7	6
48	как на	3	6
49	то же	10	5
50	независимо от	1	5
51	говорит что	8	5
52	но в	3	5
53	на то	16	5
54	он не	6	5
55	ни в	3	5
56	мы имеем	1	5
57	в котором	6	5
58	потому что	14	5
59	и это	8	5
60	так и	1	5
61	в них	3	5
62	с другой	7	5
63	а не	7	5
64	того что	4	5
65	другой стороны	5	5
66	например в	2	4
67	что эти	4	4
68	в которой	5	4
69	время как	4	4
70	из которых	4	4
71	в чем	1	4
72	в общем	2	4
73	относится к	1	4
74	все же	8	4
75	не было	1	4
76	и к	3	4
77	то в	1	4
78	в целом	4	4
79	на его	1	4
80	состоит в	3	4
81	мировой литературе	1	4
82	и тем	3	4
83	в жизни	1	4
84	с тем	8	4
85	как и	8	4
86	в эту	2	4
87	у нас	2	4
88	с точки	9	4
89	ничего не	2	4
90	к ней	2	4
91	этом отношении	1	4
92	отличается от	1	4
93	в ней	15	4
94	и с	1	4
95	если бы	14	4
96	можно сказать	1	4
97	мы видим	12	4
98	всего в	1	4
99	в качестве	2	4
100	в начале	1	4
101	всяком случае	2	4
102	отношение к	1	4
103	то время	2	4
104	действующих лиц	5	4
105	должна была	1	4
106	в речи	3	4
107	он говорит	6	4
108	в течение	4	4
109	это есть	2	4
110	что здесь	2	4
111	и для	4	4
112	в отдельных	1	4
113	но это	3	4
114	сказать что	4	4
115	была бы	2	4
116	в своей	5	4
117	из этого	8	4
118	это в	1	4
119	можно назвать	2	4
120	во всяком	2	4
121	он хотел	1	3
122	по мнению	2	3
123	он был	3	3
124	с его	1	3
125	кроме того	1	3
126	что по	3	3
127	и наконец	2	3
128	все эти	4	3
129	и если	6	3
130	всех этих	2	3
131	поэзии в	2	3
132	на этом	5	3
133	что этот	4	3
134	в другом	5	3
135	о которых	9	3
136	показывает что	2	3
137	несмотря на	5	3
138	нет никакого	2	3
139	в их	1	3
