N	2gram	Nazirov_Tv_2	slovoVRo
1	и в	20	41
2	в нем	3	30
3	и т	13	28
4	то есть	5	26
5	т п	2	23
6	в романе	15	21
7	в роман	2	19
8	могут быть	2	19
9	во всех	1	17
10	не только	13	16
11	и не	9	16
12	но и	8	16
13	а не	6	15
14	то же	7	14
15	и на	5	14
16	в то	10	14
17	и его	9	14
18	в пределах	1	14
19	может быть	8	14
20	и др	3	14
21	не может	7	14
22	в его	10	13
23	в этом	8	12
24	же время	7	12
25	как бы	11	12
26	так и	6	11
27	в большинстве	1	10
28	себя в	2	9
29	все эти	4	9
30	таким образом	10	9
31	той или	1	9
32	или иной	1	9
33	точка зрения	2	8
34	как в	4	8
35	но в	4	8
36	на его	4	8
37	как мы	1	8
38	может не	1	8
39	прежде всего	8	8
40	отношение к	1	7
41	все же	5	7
42	в своей	6	7
43	не в	4	7
44	у тургенева	2	7
45	вовсе не	2	7
46	с ним	3	7
47	на фоне	1	7
48	во всяком	2	7
49	при этом	8	6
50	в плане	3	6
51	в юмористическом	1	6
52	это не	7	6
53	в них	1	6
54	только в	2	6
55	и даже	5	6
56	а в	4	6
57	отношении к	1	6
58	роман и	2	5
59	и к	1	5
60	в самом	3	5
61	так сказать	2	5
62	т д	11	5
63	с другими	2	5
64	всяком случае	2	5
65	все это	6	5
66	в основе	2	5
67	со своим	1	5
68	и мир	1	5
69	как его	1	5
70	с другой	2	5
71	еще более	1	5
72	романа и	3	5
73	ту же	1	4
74	одним из	3	4
75	по преимуществу	2	4
76	на мир	1	4
77	еще не	5	4
78	с его	1	4
79	перед нами	1	4
80	и наконец	2	4
81	в которой	2	4
82	в каждом	1	4
83	и с	8	4
84	лишь в	1	4
85	входит в	1	4
86	как и	6	4
87	автора и	1	4
88	в их	3	4
89	том же	2	4
90	в процессе	2	4
91	и для	1	4
92	лежит в	1	4
93	ничего не	4	4
94	о нем	1	4
95	один из	3	4
96	ли он	1	4
97	с одной	1	4
98	рядом с	2	4
99	и потому	4	4
100	и от	4	4
101	другой стороны	2	4
102	в первом	1	3
103	почти всегда	1	3
104	из этих	1	3
105	в себе	3	3
106	его но	1	3
107	в поэзии	1	3
108	и сам	5	3
109	его в	3	3
110	было бы	1	3
111	он не	3	3
112	и ее	2	3
113	точку зрения	2	3
114	она не	1	3
115	в романном	1	3
116	никогда не	11	3
117	произведения как	1	3
118	и здесь	1	3
119	не могут	1	3
120	к тому	1	3
121	романе в	1	3
122	образом в	1	3
123	о том	5	3
124	переходит в	1	3
125	нем и	1	3
126	все время	2	3
127	в том	8	3
128	от автора	1	3
129	и других	2	3
130	из них	2	3
131	его и	2	3
132	для него	3	3
133	так как	3	3
134	друг друга	2	3
135	у него	6	3
136	именно в	6	3
137	в свою	1	3
138	романа в	1	3
139	не было	2	3
140	более того	2	3
141	в истории	2	3
142	с этим	1	3
143	с этой	3	3
144	как только	1	3
145	в основном	6	3
146	при всем	1	3
147	в результате	1	3
148	одной из	3	3
149	с ними	2	3
150	из этого	2	3
151	но эти	2	3
152	а между	1	2
153	не должны	2	2
154	например в	5	2
155	связана с	1	2
156	то в	1	2
157	в котором	3	2
158	века в	1	2
159	мы уже	1	2
160	той же	1	2
161	мы не	4	2
162	же как	3	2
163	в диалогическом	1	2
164	из своих	1	2
165	роман в	1	2
166	это отношение	1	2
167	мы и	1	2
168	свою очередь	1	2
169	дает им	1	2
170	между собой	1	2
171	столь же	1	2
172	в ее	2	2
173	но не	5	2
174	что они	4	2
175	сих пор	3	2
176	хотя и	4	2
177	от этой	2	2
178	сливается с	1	2
179	в целом	6	2
180	или во	1	2
181	сил в	1	2
182	в известном	1	2
183	нами в	1	2
184	вильгельма мейстера	1	2
185	свои собственные	1	2
186	и по	2	2
187	не из	1	2
188	для них	1	2
189	был бы	1	2
190	том что	4	2
191	в эту	1	2
192	в этих	1	2
193	однако этот	3	2
194	но он	1	2
195	и эти	1	2
196	где нет	2	2
197	зрения и	1	2
198	даже в	1	2
199	тому что	1	2
200	и стиль	1	2
201	xviii века	2	2
202	для нас	1	2
203	в сознании	1	2
204	ему не	1	2
205	у нас	2	2
206	ни о	1	2
207	xx века	3	2
208	в духе	4	2
209	между автором	1	2
210	и о	1	2
211	то время	1	2
212	так в	2	2
213	роль в	2	2
214	можно было	1	2
215	не с	1	2
216	и вообще	2	2
217	в построении	1	2
218	в другом	1	2
219	за пределами	1	2
220	одного из	1	2
221	жизни но	1	2
222	известном смысле	1	2
223	и одновременно	1	2
224	мы видим	4	2
225	из многих	1	2
226	между тем	3	2
227	и разъединения	1	2
228	так что	2	2
229	связи с	1	2
230	уже не	3	2
231	и у	2	2
232	до абсурда	1	2
233	в виде	2	2
234	или даже	2	2
235	в известной	4	2
236	в одном	2	2
237	до сих	3	2
238	не есть	1	2
239	а с	3	2
240	романа но	1	2
241	жизнь в	1	2
242	к автору	1	2
243	совершенно не	1	2
244	что все	1	2
245	связь с	2	2
246	в частности	2	2
247	эти слова	1	2
248	так же	5	2
249	в романах	13	2
250	такого рода	1	2
251	не видят	1	2
252	должно быть	1	2
253	автором и	1	2
254	того или	1	2
255	характерные для	1	2
256	как раз	1	2
257	не является	3	2
258	одна из	3	2
259	всего произведения	1	2
260	такое понимание	1	2
261	потому что	7	2
262	и предметом	1	2
263	между ними	1	2
264	с ней	1	2
265	сказать что	1	2
266	стерна и	1	2
267	автора в	1	2
268	или иного	1	2
269	к этому	3	2
270	как известно	2	1
