N	2gram	Vygotskiy__7	VeschiIm
1	имя вещи	1	64
2	не есть	4	49
3	не может	11	33
4	не только	24	31
5	может быть	7	29
6	и не	18	28
7	и в	26	26
8	вещи и	2	24
9	то что	24	24
10	и есть	2	23
11	значит что	1	22
12	это значит	1	22
13	и т	1	21
14	а не	6	20
15	есть только	2	17
16	что я	1	16
17	и следовательно	5	15
18	в смысле	6	15
19	что она	8	14
20	только в	8	14
21	по себе	3	13
22	и что	6	13
23	того что	14	13
24	и то	7	12
25	есть не	3	12
26	все же	6	12
27	в себя	1	12
28	что это	6	12
29	было бы	6	12
30	и ее	2	12
31	но и	11	12
32	сказать что	8	12
33	таким образом	23	11
34	вещь и	1	11
35	что же	2	11
36	и больше	2	10
37	то же	8	10
38	в ней	3	10
39	как бы	6	10
40	что такое	1	10
41	потому что	16	10
42	что мы	9	10
43	в самом	9	9
44	и с	5	9
45	вещей и	1	9
46	в том	18	9
47	что не	2	9
48	прежде всего	7	9
49	что иное	1	8
50	с ее	2	8
51	иное как	1	8
52	в себе	9	8
53	на то	4	8
54	и это	1	8
55	ничего не	2	8
56	себя и	2	8
57	она есть	1	8
58	но это	3	8
59	не что	1	8
60	также и	2	7
61	вещь не	1	7
62	говорить о	1	7
63	если она	1	7
64	в этом	29	7
65	его в	2	7
66	с другими	3	7
67	том что	17	7
68	в то	3	7
69	ли это	1	7
70	что оно	4	7
71	в свете	4	7
72	и их	5	7
73	так как	14	7
74	как раз	3	7
75	если оно	1	7
76	другими вещами	1	7
77	совершенно не	2	7
78	что они	10	6
79	и как	1	6
80	но в	4	6
81	есть ли	1	6
82	это есть	4	6
83	одно и	3	6
84	что является	1	6
85	точки зрения	28	6
86	но если	2	6
87	с ним	3	6
88	она не	5	6
89	оно есть	5	6
90	отличается от	3	6
91	можно было	2	6
92	ясно что	1	6
93	должно быть	2	6
94	и только	4	6
95	так что	4	6
96	если мы	5	6
97	для него	3	6
98	относится к	2	6
99	то не	1	6
100	в результате	1	6
101	что в	12	6
102	того же	1	5
103	это и	4	5
104	и до	2	5
105	в сущности	9	5
106	в чем	3	5
107	но не	3	5
108	необходимо и	1	5
109	отнюдь не	1	5
110	как к	3	5
111	общение с	1	5
112	вещи или	1	5
113	содержит в	3	5
114	это не	3	5
115	с тем	5	5
116	не в	4	5
117	тем не	3	5
118	в отношении	2	5
119	не менее	4	5
120	одна из	1	5
121	только и	3	5
122	у нас	2	5
123	для себя	24	5
124	свою очередь	2	5
125	в ее	6	5
126	должны быть	4	5
127	если бы	5	5
128	для этого	3	5
129	другими словами	1	5
130	себя с	1	5
131	еще не	4	5
132	что для	2	5
133	с этой	5	5
134	и для	5	5
135	а в	2	5
136	в свою	2	5
137	я понимаю	1	4
138	собственном смысле	3	4
139	мы не	7	4
140	я не	3	4
141	учение об	1	4
142	в их	2	4
143	вещь в	1	4
144	во всех	6	4
145	точка зрения	1	4
146	нет и	3	4
147	с этим	2	4
148	в своем	1	4
149	однако не	1	4
150	есть вещь	1	4
151	и мы	1	4
152	в природу	1	4
153	как и	15	4
154	с точки	21	4
155	что есть	1	4
156	можно ли	2	4
157	на себе	1	4
158	слово и	9	4
159	и о	3	4
160	о том	4	4
161	с другой	4	4
162	судить о	1	4
163	что и	3	4
164	оно и	1	4
165	этот вопрос	1	4
166	то и	4	4
167	из них	1	4
168	это значило	2	4
169	бытия и	1	4
170	тем что	9	4
