N	4gram	Vygotskiy__5	Psycholo
1	заключается в том что	4	7
2	одной и той же	1	4
3	в том что он	2	3
4	так же точно как	1	3
5	то же самое что	2	2
6	в том что в	2	2
7	одни и те же	1	2
8	представление о том что	1	2
9	в то время как	4	2
10	в том виде как	1	2
11	все более и более	1	2
12	и в первом случае	1	1
13	в том смысле что	1	1
14	одно и то же	1	1
15	не что иное как	1	1
16	и подобно тому как	1	1
17	заключается в том чтобы	1	1
18	для того чтобы сделать	1	1
19	с этой точки зрения	4	1
20	во всяком случае все	1	1
21	ответ на этот вопрос	2	1
22	одного и того же	3	1
23	а с другой стороны	1	1
24	само собой разумеется что	1	1
25	имеют ничего общего с	1	1
26	не имеют ничего общего	1	1
27	в том что ребенок	1	1
28	по самой природе своей	1	1
29	из того факта что	1	1
30	к тому что и	1	1
31	с самого начала что	2	1
32	говорит он что ребенок	1	1
33	это можно было бы	1	1
34	так же как и	1	1
35	один и тот же	3	1
36	есть не что иное	1	1
