N	2gram	Bakhtin_Fr_8	Narrotol
1	не только	8	26
2	а не	2	17
3	но и	9	15
4	при этом	4	14
5	в том	13	14
6	в качестве	4	14
7	и не	9	14
8	в этом	14	13
9	и в	56	13
10	том что	8	13
11	состоит в	1	12
12	только в	9	11
13	в частности	7	11
14	может быть	3	10
15	в данном	2	10
16	своего рода	5	9
17	так и	13	9
18	то есть	24	9
19	к тому	1	9
20	а в	2	9
21	в себе	4	8
22	то что	3	8
23	не в	3	8
24	картина мира	2	8
25	не может	2	8
26	у него	7	6
27	в своем	3	6
28	все же	2	6
29	и к	4	6
30	но в	6	6
31	никогда не	5	6
32	данном случае	2	6
33	и т.п	11	6
34	можно сказать	2	6
35	а также	3	6
36	в его	18	6
37	того что	1	6
38	прежде всего	6	6
39	как бы	11	6
40	отличие от	1	5
41	что он	2	5
42	как в	1	5
43	хотя и	2	5
44	в нем	8	5
45	он не	5	5
46	таким образом	17	5
47	на протяжении	1	5
48	и тем	1	5
49	далеко не	2	5
50	точки зрения	6	5
51	в котором	2	5
52	место в	1	5
53	в то	12	5
54	о том	4	5
55	в форме	3	5
56	с одной	4	5
57	по отношению	1	5
58	с другой	2	5
59	одной стороны	2	5
60	в той	6	5
61	в отличие	1	5
62	отношению к	1	5
63	то же	11	4
64	и мира	1	4
65	в ее	6	4
66	в этой	6	4
67	перед нами	3	4
68	что это	4	4
69	тому же	1	4
70	уже не	3	4
71	в мире	2	4
72	войны и	1	4
73	все его	3	4
74	в своей	2	4
75	не к	1	4
76	но при	1	4
77	в себя	1	4
78	времени и	4	4
79	если бы	2	4
80	как у	1	4
81	и т.д	3	4
82	в другом	3	4
83	для него	2	4
84	как и	5	4
85	мира в	1	4
86	в литературе	3	4
87	и все	6	4
88	с ним	2	4
89	же в	1	4
90	и у	1	4
91	жизни и	1	4
92	что в	5	4
93	самом деле	2	3
94	а как	1	3
95	пребывания в	1	3
96	с его	5	3
97	как правило	1	3
98	но не	5	3
99	что они	2	3
100	как к	2	3
101	все эти	15	3
102	в известном	2	3
103	и его	12	3
104	так сказать	5	3
105	не следует	1	3
106	например мы	1	3
107	в слове	2	3
108	характер и	3	3
109	которой он	1	3
110	точку зрения	1	3
111	тому что	1	3
112	одна из	4	3
113	того чтобы	4	3
114	же время	10	3
115	по своей	4	3
116	этом отношении	1	3
117	той или	2	3
118	на том	1	3
119	и сам	2	3
120	мира и	2	3
121	действующих лиц	2	3
122	строго говоря	1	3
123	между собой	1	3
124	о котором	1	3
125	существенную роль	3	3
126	это не	2	3
127	известном смысле	1	3
128	один из	5	3
129	между тем	3	3
130	или даже	1	3
131	для других	1	3
132	как раз	2	3
133	и даже	8	3
134	или иной	1	3
135	с этой	2	3
136	и для	2	3
137	лицо и	1	3
138	сказать что	3	3
139	к его	3	3
140	отчего дома	1	2
141	мы не	2	2
142	ему в	1	2
143	подчеркнуть что	1	2
144	в ней	4	2
145	еще не	10	2
146	о любви	1	2
147	в чем	1	2
148	на самом	2	2
149	присутствует в	1	2
150	себе и	2	2
151	в центре	2	2
152	мертвых душ	6	2
153	в самом	9	2
154	в нашем	2	2
155	из этих	1	2
156	роль в	5	2
157	как он	1	2
158	жизнью и	1	2
159	что она	2	2
160	к миру	1	2
161	той же	6	2
162	зрения на	2	2
163	было бы	2	2
164	должен был	1	2
165	со своими	1	2
166	несмотря на	2	2
167	памяти в	1	2
168	с точки	2	2
169	и что	1	2
170	но он	3	2
171	с такою	2	2
172	и более	4	2
173	не имеет	1	2
174	в процессе	5	2
175	картины мира	2	2
176	только не	2	2
177	потому что	6	2
178	для нас	1	2
179	со своим	1	2
180	в области	5	2
181	и здесь	3	2
182	мы узнаем	1	2
183	но одновременно	1	2
184	имеет место	1	2
185	и он	1	2
186	подобно тому	1	2
187	по определению	1	2
188	здесь не	1	2
189	и служит	1	2
190	на свой	1	2
191	можно было	1	2
192	те же	1	2
193	начала и	4	2
194	том как	1	2
195	все те	2	2
196	что и	3	2
