N	2gram	Voloshinov_1	Literetu
1	не только	1	24
2	но и	1	17
3	а не	1	16
4	может быть	1	13
5	и не	1	12
6	и в	3	8
7	не менее	1	7
8	в его	1	7
9	связи с	1	6
10	точки зрения	1	6
11	же время	1	5
12	не может	4	5
13	то же	1	5
14	в то	1	5
15	деятельности в	1	4
16	литературного произведения	1	4
17	исходя из	1	3
18	тех же	1	3
19	несмотря на	1	3
20	один из	2	3
21	ничего кроме	1	2
22	бы на	1	2
23	русской литературы	1	2
24	для него	1	2
25	из этих	1	2
26	к тому	1	2
27	художественного целого	1	2
28	с точки	1	2
29	может и	1	1
30	можно и	1	1
31	вопрос что	1	1
32	себя от	1	1
33	из крупнейших	1	1
34	и все	1	1
35	в каждом	1	1
36	в центре	2	1
37	о литературе	1	1
38	языка как	1	1
39	или иными	1	1
40	теми или	1	1
41	во второй	1	1
42	подхода к	1	1
43	можно назвать	1	1
44	обязывает к	1	1
45	искусство как	1	1
46	и тому	1	1
47	он в	1	1
48	художественного произведения	1	1
49	и на	1	1
50	общения и	2	1
51	на нее	1	1
52	если бы	1	1
53	в особенности	1	1
