N	3gram	Tiupa_Lite_3	Istorich
1	с другой стороны	2	8
2	с одной стороны	4	7
3	вместе с тем	1	6
4	о том что	4	4
5	в связи с	1	4
6	тем не менее	1	4
7	не может быть	3	3
8	для того чтобы	1	3
9	это уже не	1	2
10	и понял что	1	2
11	по отношению к	4	2
12	о том как	1	2
13	в данном случае	4	2
14	в том чтобы	2	2
15	не только в	2	2
16	и вместе с	2	2
17	но и в	2	2
18	но это не	1	2
19	тем что он	2	2
20	в том что	4	2
21	на то что	2	2
22	что он один	1	1
23	здесь может быть	1	1
24	из того что	2	1
25	на самом деле	1	1
26	в том числе	3	1
27	в соответствии с	3	1
28	одной стороны и	2	1
29	с точки зрения	3	1
30	и не только	1	1
31	только в том	1	1
32	вместе с ней	1	1
33	в отличие от	5	1
34	здесь как будто	1	1
35	может быть в	1	1
36	в себе и	1	1
37	и тем не	1	1
38	том числе и	2	1
39	быть не вполне	1	1
40	все еще оставался	1	1
41	то же время	7	1
42	с этой точки	1	1
43	две стороны одного	1	1
44	может быть не	1	1
45	состоит в том	2	1
46	за ним и	1	1
47	от земли до	1	1
48	не только для	1	1
49	и потому не	1	1
50	этой точки зрения	1	1
51	но уже в	1	1
52	в свою очередь	1	1
53	и тем самым	2	1
54	но и для	1	1
55	вопрос о том	1	1
56	в самом деле	2	1
57	подобно тому как	2	1
58	по себе но	1	1
59	в то же	7	1
60	тогда еще не	1	1
