N	2gram	Nazirov_Tv_2	Dialekti
1	не есть	1	40
2	и не	9	30
3	и есть	2	19
4	а не	6	18
5	и т	13	17
6	ничего не	4	17
7	может быть	8	17
8	то что	3	16
9	т д	11	15
10	и в	20	15
11	как бы	11	14
12	не имеет	1	14
13	так как	3	14
14	что это	1	13
15	по себе	1	13
16	это не	7	12
17	в этом	8	11
18	и вот	1	11
19	говорить о	2	11
20	ясно что	1	11
21	в том	8	11
22	прежде всего	8	11
23	не может	7	11
24	том что	4	10
25	в основе	2	10
26	потому что	7	10
27	это и	1	9
28	то же	7	9
29	мы не	4	9
30	было бы	1	9
31	в виду	1	9
32	и что	2	9
33	уже не	3	9
34	значит что	1	9
35	все это	6	9
36	в чем	4	8
37	не в	4	8
38	в себе	3	8
39	не только	13	8
40	ни в	1	8
41	и это	3	8
42	и о	1	8
43	и ее	2	8
44	не просто	1	7
45	и мы	3	7
46	как и	6	7
47	по крайней	2	7
48	и вообще	2	7
49	и его	9	7
50	что оно	1	7
51	только в	2	7
52	крайней мере	2	7
53	что он	6	7
54	что в	7	7
55	перед нами	1	6
56	хотя и	4	6
57	если бы	4	6
58	в то	10	6
59	же время	7	6
60	что и	1	6
61	так что	2	6
62	вовсе не	2	6
63	и даже	5	6
64	нет ничего	3	6
65	в результате	1	6
66	сказать что	1	6
67	в сфере	1	5
68	той же	1	5
69	и на	5	5
70	быть в	1	5
71	с его	1	5
72	то в	1	5
73	на то	1	5
74	что она	4	5
75	в нем	3	5
76	в жизни	1	5
77	же это	1	5
78	что я	2	5
79	на себе	1	5
80	но только	1	5
81	я не	2	5
82	таким образом	10	5
83	как только	1	5
84	о том	5	5
85	в себя	1	5
86	так и	6	5
87	именно в	6	5
88	в свете	3	5
89	не говорит	1	5
90	личности в	2	5
91	в меру	1	5
92	и для	1	5
93	но если	2	5
94	что они	4	4
95	в этой	5	4
96	в течение	1	4
97	и как	1	4
98	с их	1	4
99	идеи и	1	4
100	в силу	1	4
101	и с	8	4
102	бытия и	1	4
103	она не	1	4
104	той или	1	4
105	ничего общего	1	4
106	что все	1	4
107	еще не	5	4
108	в его	10	4
109	мы видим	4	4
110	с ними	2	4
111	в одном	2	4
112	не о	1	4
113	как раз	1	4
114	отнюдь не	4	4
115	так же	5	4
116	на свете	1	4
117	личность как	1	4
118	но это	5	4
119	один из	3	4
120	но и	8	4
121	только потому	1	3
122	едва ли	2	3
123	что если	1	3
124	и тут	1	3
125	личности с	1	3
126	же что	1	3
127	то мы	1	3
128	со стороны	1	3
129	в истории	2	3
130	общего с	1	3
131	как в	4	3
132	с этим	1	3
133	и нет	1	3
134	когда он	4	3
135	и наконец	2	3
136	но в	4	3
137	все эти	4	3
138	личности но	1	3
139	и если	2	3
140	об этом	4	3
141	мы уже	1	3
142	известно что	2	3
143	всегда и	1	3
144	в один	1	3
145	в своей	6	3
146	в их	3	3
147	только для	2	3
148	что сегодня	1	3
149	идею и	1	3
150	нет ни	1	3
151	могут быть	2	3
152	лежит в	1	3
153	более не	2	3
154	то или	1	3
155	к жизни	2	3
156	этот момент	1	3
157	д и	2	3
158	в виде	2	3
159	при помощи	2	3
160	бытия но	1	3
161	или иное	1	3
162	в области	1	3
163	что не	3	3
164	у нас	2	3
165	ни о	1	3
166	я уже	1	3
167	и потому	4	3
168	так хорошо	1	3
169	от него	1	3
170	и события	1	3
171	или нет	1	3
172	с ним	3	3
173	в свою	1	3
174	совершенно не	1	3
175	это понятие	1	3
176	тем самым	4	3
177	к этому	3	3
178	нем нет	1	2
179	можно говорить	1	2
180	человека и	3	2
181	и без	2	2
182	мы говорим	1	2
183	он всегда	2	2
184	что уже	1	2
185	во всех	1	2
186	бы не	2	2
187	но как	1	2
188	есть по	1	2
189	нет и	2	2
190	чем же	1	2
191	не видно	1	2
192	все же	5	2
193	себе не	1	2
194	в этот	2	2
195	в самом	3	2
196	в которой	2	2
197	это утверждение	1	2
198	мы получаем	1	2
199	из этих	1	2
200	тоже не	2	2
201	думать что	1	2
202	при этом	8	2
203	с этой	3	2
204	об этой	1	2
205	в глубине	1	2
206	лишь в	1	2
207	заключается в	1	2
208	высших сил	1	2
209	в них	1	2
210	показывает что	4	2
211	не мешает	2	2
212	должно быть	1	2
213	том как	1	2
214	в котором	3	2
215	представление о	7	2
216	говорил о	1	2
217	не могли	2	2
218	однако в	1	2
219	что с	1	2
220	не менее	2	2
221	как о	2	2
222	никогда не	11	2
223	и по	2	2
224	она должна	1	2
225	как будто	1	2
226	может и	1	2
227	что на	2	2
228	не могут	1	2
229	и тогда	2	2
230	свою очередь	1	2
231	в ее	2	2
232	ночь у	2	2
233	не значит	1	2
234	мог бы	1	2
235	д все	1	2
236	жизнь и	1	2
237	даже не	1	2
238	как идея	1	2
239	о нем	1	2
240	познания и	2	2
241	в пользу	3	2
242	и требует	1	2
243	и только	2	2
244	от этих	1	2
245	выше в	1	2
246	в анализе	1	2
247	одной из	3	2
248	как нечто	1	2
249	себя в	2	2
250	и событий	1	2
251	своим собственным	1	2
252	не дает	1	2
253	из них	2	2
254	был бы	1	2
255	и их	1	2
256	для меня	1	2
257	отличие от	2	2
258	тем что	3	2
259	в целях	1	2
260	и веры	1	2
261	не было	2	2
262	же о	1	2
263	идеи в	2	2
264	другой стороны	2	2
