N	4gram	Tiupa_Teor_1	Literetu
1	в то же время	5	7
2	бы то ни было	1	2
3	в том числе и	1	2
4	но в отличие от	1	2
5	близости людей заветная черта	1	1
6	как совокупность факторов художественного	1	1
7	известную цельность как бы	1	1
8	не что иное как	1	1
9	заветная черта ее не	1	1
10	не перейти влюбленности и	1	1
11	исходит из того что	1	1
12	состоит в том что	4	1
13	по два сверхсхемных ударения	1	1
14	совокупность факторов художественного впечатления	1	1
15	черта ее не перейти	1	1
16	состоит как раз в	1	1
17	цельность как бы личность	1	1
18	в близости людей заветная	1	1
19	в той или иной	1	1
20	как раз в том	1	1
21	той или иной мере	1	1
22	присутствия личности в мире	1	1
23	способ присутствия в мире	1	1
24	ее не перейти влюбленности	1	1
25	то же время оказывается	1	1
26	всегда так или иначе	1	1
27	есть в близости людей	1	1
28	людей заветная черта ее	1	1
29	только в присутствии эстетического	1	1
