N	3gram	Tiupa_Hudo_1	Hudozhes
1	по отношению к	8	10
2	в отличие от	1	7
3	не сводится к	1	6
4	то же время	8	6
5	в то же	8	6
6	более или менее	1	5
7	в том что	6	5
8	состоит в том	1	4
9	с точки зрения	3	3
10	несет в себе	3	3
11	в конечном счете	2	3
12	тем не менее	3	3
13	того или иного	2	3
14	в этом смысле	1	3
15	себя в другом	1	2
16	в том и	1	2
17	причастной вненаходимости бахтин	1	2
18	в таком случае	1	2
19	и в то	1	2
20	до прихода в	1	2
21	до известной степени	1	2
22	как уже говорилось	1	2
23	в значительной степени	2	2
24	том и состоит	1	2
25	с одной стороны	1	2
26	в равной степени	1	2
27	так или иначе	2	2
28	приводит к тому	1	2
29	в свою очередь	1	2
30	факторов художественного впечатления	1	2
31	на наших глазах	1	2
32	в русской литературе	3	2
33	по сути дела	1	2
34	к тому что	4	2
35	по своей природе	2	1
36	раз в том	1	1
37	кругозора героя и	1	1
38	в чистом виде	1	1
39	специфически человеческий способ	1	1
40	нами не как	1	1
41	прежде всего в	1	1
42	личности с ее	1	1
43	к другому человеку	2	1
44	точки зрения в	1	1
45	в одной из	1	1
46	а тем более	1	1
47	дает ключ к	1	1
48	том случае если	1	1
49	не как объекты	1	1
50	в иных случаях	1	1
51	что он не	2	1
52	некий нравственный закон	1	1
53	вследствие того что	1	1
54	в себе и	1	1
55	в аспекте его	1	1
56	заключает в себе	1	1
57	но как субъекты	1	1
58	перед нами не	1	1
59	с этой точки	1	1
60	и несет в	1	1
61	именно в этом	1	1
62	в том случае	1	1
63	у себя в	1	1
64	предстают перед нами	1	1
65	как раз в	2	1
66	тогда как в	1	1
67	об этом так	1	1
68	содержит в себе	1	1
69	субъекты этического выбора	1	1
70	в русской культуре	1	1
71	и состоит что	1	1
72	если говорить о	2	1
73	этой жанровой традиции	1	1
74	в разладе со	1	1
75	в себя и	1	1
76	в своей эстетической	1	1
77	и потому что	1	1
78	и по отношению	1	1
79	автора и читателя	1	1
80	жизнь личности в	1	1
81	дамы с собачкой	4	1
82	художественного мышления и	1	1
83	как субъекта самоопределения	1	1
84	это своего рода	1	1
85	в связи с	3	1
86	та или иная	3	1
87	еще и потому	1	1
88	как впрочем и	1	1
89	в первую очередь	2	1
90	в другом и	1	1
91	в пределах текста	1	1
92	как бы в	1	1
93	культуры художественного восприятия	2	1
94	в свое время	1	1
95	поэтому вслед за	1	1
96	а в том	1	1
97	внутреннего мира личности	1	1
98	противоположной по своему	1	1
99	внешних и внутренних	1	1
100	состоит как раз	1	1
101	по себе а	1	1
102	об архитектонических формах	1	1
103	о том что	9	1
104	этой точки зрения	1	1
105	как субъекты этического	1	1
106	никогда не бывает	1	1
107	и в самом	3	1
108	человеческий способ существования	1	1
109	во времени и	1	1
110	речь идет о	2	1
111	ту или иную	2	1
112	личности в отношении	1	1
113	в литературе в	1	1
114	состоит что он	1	1
115	друг от друга	1	1
116	адресата художественной деятельности	1	1
117	в смерти чиновника	1	1
118	к одному из	1	1
119	и поэтому не	1	1
120	с собачкой и	2	1
121	том что он	1	1
122	не может быть	2	1
123	как и в	3	1
124	при всей своей	1	1
