N	3gram	Losev_Prob_4	Narrotol
1	в том что	8	8
2	в данном случае	5	6
3	не только в	4	6
4	с одной стороны	1	5
5	о том что	3	4
6	к тому же	2	4
7	тем не менее	10	4
8	в известном смысле	1	3
9	той или иной	11	3
10	того или иного	3	3
11	в то же	2	3
12	к тому что	1	3
13	хотя и не	2	2
14	с точки зрения	11	2
15	мы имеем дело	3	2
16	на самом деле	3	2
17	себя не только	1	2
18	и т п	1	2
19	и не может	1	2
20	точно так же	3	2
21	имеем дело с	1	2
22	так же как	1	2
23	в том как	1	2
24	а в том	1	2
25	и тем самым	1	2
26	не только не	4	2
27	времени и пространства	1	2
28	дело здесь не	1	1
29	в виду и	1	1
30	в том виде	2	1
31	на том что	1	1
32	что иное как	2	1
33	в чем не	1	1
34	в той или	7	1
35	сказать что он	1	1
36	в чем же	1	1
37	иметь в виду	1	1
38	смысле как мы	1	1
39	более или менее	2	1
40	одной из этих	1	1
41	в этом смысле	3	1
42	никак не может	1	1
43	свидетельствует о том	1	1
44	то же самое	6	1
45	у меня в	2	1
46	как раз и	1	1
47	по сравнению с	1	1
48	в таком случае	1	1
49	и в то	1	1
50	в зависимости от	3	1
51	в смысловом отношении	2	1
52	для указания на	1	1
53	можно было бы	4	1
54	том смысле как	1	1
55	характером в то	1	1
56	до сих пор	1	1
57	не могли бы	1	1
58	тип в том	1	1
59	то время как	2	1
60	все это свидетельствует	1	1
61	здесь мы имеем	2	1
62	и уже давно	1	1
63	или иной области	1	1
64	и с точки	3	1
65	на первый взгляд	1	1
66	а также и	2	1
67	не в том	1	1
68	в том или	2	1
69	уж во всяком	2	1
70	в связи с	3	1
71	несмотря на свой	1	1
72	во всяком случае	4	1
73	ничего подобного не	1	1
74	на эту тему	1	1
75	в новое и	1	1
76	и в других	2	1
77	человеческой жизни а	1	1
78	этой точки зрения	1	1
79	не может существовать	1	1
80	здесь не только	1	1
81	есть не что	2	1
82	которое отнюдь не	1	1
83	ни в чем	1	1
84	собой но что	1	1
85	в то время	2	1
86	с этой точки	1	1
87	так и в	1	1
88	то есть в	6	1
89	начало и конец	1	1
90	в основе своей	1	1
91	из этих сторон	1	1
92	и как именно	1	1
93	и вполне закономерно	1	1
94	и нет никакого	1	1
95	в том смысле	2	1
96	не что иное	2	1
97	для того чтобы	2	1
98	в каждой из	1	1
99	здесь не в	2	1
100	это свидетельствует о	1	1
