N	2gram	Tiupa_Disk_2	Problemy
1	и в	16	35
2	как бы	4	31
3	и не	15	27
4	что он	2	24
5	в его	3	21
6	но в	11	19
7	как и	16	18
8	к себе	1	18
9	не может	9	18
10	себе самому	2	18
11	к другому	1	16
12	в нем	7	16
13	то есть	12	16
14	то же	6	15
15	и все	3	15
16	в сущности	1	14
17	в этом	16	14
18	и его	3	14
19	для него	5	14
20	может быть	16	14
21	но и	11	14
22	все это	2	14
23	он не	3	13
24	и с	2	12
25	в другом	3	12
26	прежде всего	7	12
27	в пределах	4	11
28	в то	5	11
29	слова и	1	11
30	самом деле	1	10
31	не только	10	10
32	не в	3	10
33	же время	5	10
34	рассказа в	2	10
35	то что	5	10
36	я не	1	8
37	все же	6	8
38	самого начала	1	8
39	с самого	1	8
40	так и	9	8
41	себя и	1	8
42	о мире	1	8
43	и слово	1	8
44	и для	2	8
45	потому что	4	8
46	еще не	6	7
47	с его	6	7
48	и наконец	3	7
49	лишь в	1	7
50	там где	1	7
51	таким образом	1	7
52	для себя	2	7
53	и сам	1	7
54	вовсе не	1	7
55	что же	2	7
56	себя самого	1	7
57	точки зрения	4	7
58	с ним	1	7
59	а в	2	7
60	отношению к	4	7
61	и на	5	6
62	он сам	1	6
63	но не	7	6
64	по отношению	4	6
65	отношение к	2	6
66	чужого слова	1	6
67	в самом	1	6
68	к тому	1	6
69	в одном	4	6
70	и что	1	6
71	только в	3	6
72	и т.п	12	6
73	стремится к	2	6
74	но это	3	6
75	не знает	3	6
76	что в	5	6
77	и то	4	5
78	как в	8	5
79	в себе	19	5
80	в рассказ	1	5
81	пределах одного	1	5
82	внутренней речи	3	5
83	рассказчика и	2	5
84	даже в	1	5
85	на него	1	5
86	себе самом	1	5
87	да и	1	5
88	его с	1	5
89	и это	2	5
90	в том	8	5
91	так что	1	5
92	к самому	1	5
93	и даже	1	5
94	к своему	2	5
95	героя в	5	5
96	он как	1	4
97	в мире	11	4
98	обращен к	1	4
99	в чем	1	4
100	же и	1	4
101	но на	1	4
102	но все	1	4
103	я бы	1	4
104	его в	3	4
105	в них	3	4
106	в своей	6	4
107	в такой	1	4
108	никогда не	2	4
109	во всем	1	4
110	как будто	3	4
111	той или	3	4
112	еще в	3	4
113	между тем	2	4
114	другого в	2	4
115	и так	1	4
116	только на	1	4
117	всяком случае	1	4
118	не о	2	4
119	тем что	1	4
120	или иной	3	4
121	с другой	5	4
122	и прежде	2	4
123	до конца	1	4
124	а не	14	4
125	в творчестве	3	4
126	по своему	1	4
127	вот как	1	4
128	в той	2	4
129	к чужому	1	4
130	я в	5	4
131	во всяком	1	4
132	себя как	1	3
133	а между	1	3
134	это и	1	3
135	достоевского в	1	3
136	говорить о	2	3
137	и со	1	3
138	бы то	1	3
139	во всех	1	3
140	за пределы	1	3
141	в одной	1	3
142	когда он	1	3
143	в целом	2	3
144	все эти	3	3
145	одно и	2	3
146	то ни	1	3
147	этого не	1	3
148	такой же	2	3
149	в котором	3	3
150	к одному	1	3
151	самого героя	1	3
152	не как	1	3
153	в повести	1	3
154	с миром	1	3
155	которого он	1	3
156	ничего не	1	3
157	и т.д	1	3
158	с ее	2	3
159	в ее	1	3
160	с человеком	1	3
161	сводится к	2	3
162	и во	1	3
163	что и	2	3
164	это не	3	3
165	в форме	1	3
166	слов и	1	3
167	того что	1	3
168	человека с	1	3
169	уже не	3	3
170	из них	3	3
171	а с	5	3
172	рассказ в	2	3
173	должно быть	2	3
174	и от	1	3
175	я как	2	3
176	ни было	1	3
177	том что	10	3
178	сказать что	1	3
179	другой стороны	2	3
180	бы его	1	3
181	я и	4	2
182	обращено к	1	2
183	например в	3	2
184	чтобы не	1	2
185	в первом	1	2
186	проникает в	1	2
187	он ничего	1	2
188	героя но	1	2
189	в ней	2	2
190	и определяется	1	2
191	в которых	1	2
192	столь же	3	2
193	бы не	1	2
194	должна была	1	2
195	друг на	1	2
196	эта особенность	1	2
197	с которыми	1	2
198	уже как	2	2
199	отличие от	12	2
200	не просто	1	2
201	в своем	5	2
202	им в	1	2
203	хотя и	1	2
204	и как	3	2
205	я к	1	2
206	в этот	1	2
207	в которой	1	2
208	другого как	1	2
209	раз в	1	2
210	так сказать	1	2
211	в записках	2	2
212	теми же	1	2
213	при этом	17	2
214	но именно	1	2
215	другим что	1	2
216	с таким	2	2
217	их в	2	2
218	на этом	1	2
219	сознание и	1	2
220	той же	2	2
221	было в	3	2
222	ведет свою	1	2
223	ни в	7	2
224	но уже	2	2
225	словами самого	1	2
226	и того	3	2
227	в этих	3	2
228	как все	2	2
229	с точки	2	2
230	в отличие	12	2
231	своего рода	10	2
232	и другого	2	2
233	речи в	2	2
234	вопрос о	1	2
235	не менее	7	2
236	мысли в	1	2
237	своего героя	1	2
238	о них	1	2
239	к другим	1	2
240	подобно тому	2	2
241	к ней	1	2
242	по своей	6	2
243	такая же	1	2
244	мире и	3	2
245	характер и	1	2
246	всей своей	3	2
247	так в	1	2
248	приводит к	3	2
249	не герой	1	2
250	времени и	2	2
251	для этого	1	2
252	о нем	1	2
253	о том	4	2
254	и мир	1	2
255	быть и	1	2
256	одной из	1	2
257	то в	1	2
258	себя в	6	2
259	со своим	2	2
260	в сторону	1	2
261	в большинстве	2	2
262	в жизни	1	2
263	большинстве случаев	1	2
264	чего бы	1	2
265	друг друга	1	2
266	не случайно	1	2
267	каждый из	1	2
268	что на	2	2
269	рассказ достоевского	1	2
270	здесь в	3	2
271	совпадает с	2	2
272	на этот	1	2
273	на друга	1	2
274	в рассказе	4	2
275	слова не	2	2
276	точек зрения	1	2
277	вместе с	2	2
278	тому как	2	2
279	из этого	1	2
280	с этой	1	2
281	но для	1	2
282	пока еще	2	2
283	обращается к	1	2
284	и ни	1	2
285	будто бы	1	2
286	слово в	1	2
287	диалогическая обращенность	1	2
288	это в	2	2
289	и оценкой	1	1
290	одним из	1	1
291	между рассказом	1	1
292	по преимуществу	2	1
293	и до	1	1
294	к рассказу	1	1
295	есть не	1	1
296	человеком и	1	1
297	мы не	1	1
298	прислушаться к	1	1
299	героя нашего	1	1
300	время от	1	1
301	в каждый	1	1
302	благодаря тому	1	1
303	оно разрушает	1	1
304	своему герою	1	1
305	считал главной	1	1
306	и иван	1	1
307	они были	1	1
308	но даже	1	1
309	ему в	1	1
310	жизни мир	1	1
311	начала в	1	1
312	того же	2	1
313	проявляется в	3	1
314	а другие	1	1
315	это характеристика	1	1
316	разумеется не	4	1
317	собой в	1	1
318	героев или	1	1
319	с народом	1	1
320	он был	1	1
321	ни одно	2	1
322	как-то вдруг	1	1
323	я на	1	1
324	без которого	1	1
325	отказ от	1	1
326	к которой	2	1
327	всего он	1	1
328	тех же	1	1
329	к богу	1	1
330	в качестве	16	1
331	с совершенно	1	1
332	xix столетия	1	1
333	из главных	1	1
334	тут же	2	1
335	друг от	1	1
336	отнюдь не	6	1
337	ней в	1	1
338	в одних	1	1
339	что касается	1	1
340	перед нами	3	1
341	и точность	1	1
342	его жизненного	1	1
343	к чему	1	1
344	зрения именно	1	1
345	ни один	1	1
346	в этой	4	1
347	этому я	1	1
348	не приводит	1	1
349	роль в	4	1
350	жизнь как	1	1
351	человек не	1	1
352	вследствие этого	2	1
353	внутренним и	1	1
354	не следует	3	1
355	представить себя	1	1
356	к миру	1	1
357	одному из	1	1
358	он должен	1	1
359	границами между	1	1
360	из виду	3	1
361	к собственному	1	1
362	свое время	2	1
363	заключает в	2	1
364	не бывает	1	1
365	именно это	1	1
366	человека в	4	1
367	совпадают с	1	1
368	что этот	1	1
369	и тайным	1	1
370	об этом	1	1
371	входит в	2	1
372	мире как	1	1
373	и сердце	1	1
374	главного героя	1	1
375	приходит в	1	1
376	здесь это	1	1
377	она и	1	1
378	далеко не	2	1
379	и само	1	1
380	движется в	1	1
381	и было	1	1
382	одного и	3	1
383	которую он	1	1
384	с ума	1	1
385	рассказа о	1	1
386	и ее	3	1
387	я его	1	1
388	о герое	1	1
389	же это	1	1
390	от времени	1	1
391	где на	1	1
392	не признающий	1	1
393	другом и	1	1
394	тем не	1	1
395	по крайней	1	1
396	говорит как	1	1
397	и более	1	1
398	том же	1	1
399	для нее	1	1
400	а вот	1	1
401	сознании в	1	1
402	любви и	1	1
403	но они	1	1
404	в таких	1	1
405	она не	1	1
406	с теми	1	1
407	дело в	2	1
408	одна из	1	1
409	первая часть	1	1
410	я буду	1	1
411	в процессе	1	1
412	в основе	4	1
413	и именно	1	1
414	в вечность	1	1
415	чем не	2	1
416	рассказ с	3	1
417	это еще	2	1
418	и самодостаточность	1	1
419	и всегда	1	1
420	слова об	1	1
421	как она	1	1
422	а тогда	1	1
423	не говорит	1	1
424	с читателем	3	1
425	этом отношении	4	1
426	к читателю	1	1
427	перед ним	1	1
428	от их	1	1
429	не могут	1	1
430	и другой	1	1
431	отличается от	1	1
432	об одном	3	1
433	только еще	1	1
434	всего в	1	1
435	значительной степени	1	1
436	оно не	1	1
437	в применении	1	1
438	приходит к	1	1
439	от друга	1	1
440	в некоторых	1	1
441	здесь не	2	1
442	данном случае	6	1
443	для читателя	1	1
444	в особенности	1	1
445	в себя	2	1
446	и может	3	1
447	на свой	1	1
448	обращаясь к	1	1
449	ибо она	1	1
450	же касается	2	1
451	что может	1	1
452	в нескольких	1	1
453	здесь как	1	1
454	строятся на	1	1
455	чем у	1	1
456	она была	1	1
457	поэтому в	1	1
458	но здесь	2	1
459	все дело	1	1
460	и должно	1	1
461	вот умер	1	1
462	всем протяжении	1	1
463	оно лишено	1	1
464	не перед	1	1
465	никак не	1	1
466	один голос	1	1
467	самому себе	1	1
468	в значительной	1	1
