N	3gram	Trubetskoy_1	FransuaR
1	то же время	10	8
2	в то же	10	8
3	в большинстве случаев	2	5
4	в конце концов	3	4
5	более или менее	4	3
6	в том числе	1	3
7	для того чтобы	6	3
8	это и есть	1	3
9	с самого начала	1	3
10	с точки зрения	9	2
11	том числе и	1	2
12	и в других	1	2
13	это конечно не	1	2
14	о том что	2	2
15	и того же	1	1
16	а следовательно и	2	1
17	уже знаем что	1	1
18	само собой разумеется	1	1
19	дело в том	1	1
20	на том же	1	1
21	между прочим и	1	1
22	то же самое	1	1
23	важно то что	1	1
24	до сих пор	5	1
25	и не может	3	1
26	том случае если	3	1
27	до известной степени	1	1
28	они не видят	1	1
29	в разных странах	1	1
30	в этом отношении	1	1
31	и то что	3	1
32	за то что	1	1
33	он сам уже	1	1
34	в том случае	4	1
35	в данном случае	3	1
36	но в то	1	1
37	тем что он	1	1
38	на первый взгляд	1	1
39	смысле этого слова	1	1
40	мы прежде всего	1	1
41	и как бы	1	1
42	к одному из	1	1
43	в связи с	1	1
44	и ярким представителем	1	1
45	два аспекта одного	1	1
46	так же и	1	1
47	в полной мере	1	1
48	к участию в	1	1
49	не может быть	4	1
50	мы уже знаем	1	1
51	и вот в	1	1
52	говорить о том	1	1
53	даже и в	1	1
54	в свою очередь	1	1
55	но это же	1	1
56	мы не знаем	1	1
57	но даже и	1	1
58	одного и того	1	1
59	не может когда	1	1
60	от церкви и	1	1
61	но мы уже	1	1
62	тех или иных	1	1
63	на самом деле	6	1
64	аспекта одного и	1	1
65	в том что	7	1
66	первый и второй	1	1
67	к тому же	1	1
68	в том же	1	1
