N	2gram	Losev_Prob_4	VeschiIm
1	не есть	12	49
2	т е	1	42
3	вещи есть	1	38
4	не может	5	33
5	не только	24	31
6	может быть	9	29
7	и не	28	28
8	и в	20	26
9	вещи и	1	24
10	то что	15	24
11	и есть	4	23
12	значит что	8	22
13	это значит	10	22
14	и т	4	21
15	т д	3	20
16	а не	7	20
17	не просто	16	18
18	есть только	2	17
19	есть орудие	1	15
20	в смысле	5	15
21	что она	4	14
22	только в	23	14
23	по себе	11	13
24	и что	2	13
25	того что	1	13
26	и то	2	12
27	есть не	6	12
28	все же	2	12
29	что это	2	12
30	было бы	14	12
31	и ее	4	12
32	но и	14	12
33	сказать что	7	12
34	таким образом	8	11
35	что же	1	11
36	и больше	2	10
37	то же	7	10
38	есть нечто	9	10
39	в ней	7	10
40	не значит	1	10
41	как бы	4	10
42	вещь есть	2	10
43	потому что	15	10
44	уже не	5	10
45	что мы	3	10
46	бы то	1	9
47	в самом	2	9
48	то ни	1	9
49	и с	7	9
50	вещей и	1	9
51	больше ничего	2	9
52	в том	20	9
53	что не	4	9
54	еще и	3	9
55	прежде всего	11	9
56	есть явление	1	9
57	ни было	2	9
58	что иное	2	8
59	с ее	2	8
60	иное как	2	8
61	сущности и	1	8
62	в себе	12	8
63	на то	1	8
64	смысл и	1	8
65	и это	2	8
66	ничего не	1	8
67	она есть	1	8
68	но это	6	8
69	не что	2	8
70	также и	13	7
71	вещь не	1	7
72	говорить о	2	7
73	в этом	9	7
74	не будет	2	7
75	его в	2	7
76	с другими	3	7
77	том что	12	7
78	в то	4	7
79	что оно	1	7
80	указывает на	4	7
81	д и	1	7
82	себя в	2	7
83	так как	5	7
84	как раз	4	7
85	если оно	2	7
86	совершенно не	3	7
87	что они	2	6
88	и как	3	6
89	но в	8	6
90	бы и	3	6
91	это есть	3	6
92	одно и	1	6
93	что является	1	6
94	точки зрения	14	6
95	но если	6	6
96	по крайней	6	6
97	необходимо чтобы	1	6
98	с ним	4	6
99	сама вещь	1	6
100	отличается от	4	6
101	можно было	4	6
102	ясно что	7	6
103	должно быть	1	6
104	и нечто	1	6
105	и только	4	6
106	крайней мере	6	6
107	а если	3	6
108	есть ни	2	6
109	так что	6	6
110	если мы	5	6
111	ни с	4	6
112	для него	3	6
113	но что	1	6
114	относится к	2	6
115	когда мы	5	6
116	в результате	8	6
117	жизни и	5	6
118	что в	3	6
119	того же	2	5
120	это и	4	5
121	и до	1	5
122	ведь и	1	5
123	и тут	1	5
124	на себя	1	5
125	в чем	2	5
126	но не	5	5
127	с самой	1	5
128	есть просто	1	5
129	отнюдь не	10	5
130	чем же	3	5
131	как к	1	5
132	вообще не	3	5
133	содержит в	8	5
134	что тут	1	5
135	это не	7	5
136	с тем	4	5
137	нечто третье	1	5
138	не в	13	5
139	тем не	10	5
140	в отношении	4	5
141	не менее	10	5
142	только и	5	5
143	у нас	14	5
144	для себя	2	5
145	свою очередь	1	5
146	в ее	5	5
147	если бы	8	5
148	для этого	2	5
149	другими словами	3	5
150	еще не	7	5
151	что для	1	5
152	ни на	3	5
153	с этой	1	5
154	и для	4	5
155	из себя	2	5
156	а в	4	5
157	в свою	1	5
158	но тогда	1	4
159	мы не	7	4
160	так чтобы	2	4
161	то это	3	4
162	и явления	1	4
163	в их	1	4
164	во всех	4	4
165	для всякого	2	4
166	нет и	2	4
167	независимо от	3	4
168	его на	1	4
