N	3gram	Vinokur_Ku_1	Myslijsy
1	более или менее	3	8
2	сами по себе	1	7
3	во всяком случае	5	7
4	в том что	15	7
5	и того же	2	6
6	в свою очередь	3	6
7	одного и того	2	6
8	по крайней мере	5	5
9	тем не менее	4	5
10	по мере того	3	4
11	до сих пор	4	4
12	от того что	1	4
13	мере того как	3	4
14	в том смысле	1	4
15	на то что	2	3
16	с одной стороны	1	3
17	смысле этого слова	1	3
18	и т п	18	3
19	но во всяком	1	3
20	и т д	14	3
21	и может быть	1	2
22	на самом деле	2	2
23	после того как	1	2
24	между тем как	1	2
25	состоит не в	1	2
26	того что они	2	2
27	одно и то	1	2
28	только потому что	6	2
29	тогда как в	1	2
30	и тогда когда	3	2
31	не в том	4	2
32	с другой стороны	6	2
33	для того чтобы	15	2
34	то же время	2	2
35	так и в	2	2
36	само по себе	1	2
37	то же в	2	2
38	не может быть	3	2
39	в этом смысле	3	2
40	в то же	2	2
41	и то же	1	2
42	таким образом в	1	2
43	только тогда когда	1	2
44	если бы он	1	1
45	сплошь да рядом	1	1
46	только в этих	1	1
47	что в последнем	1	1
48	следует рассматривать как	1	1
49	которое и в	1	1
50	лишь в той	1	1
51	состоит в том	3	1
52	в ней все	1	1
53	прежде всего на	1	1
54	связанных между собою	1	1
55	как содержание и	1	1
56	это было бы	1	1
57	слова потому что	1	1
58	то что они	1	1
59	том что он	4	1
60	том что оно	2	1
61	о том как	3	1
62	т д и	2	1
63	у нас есть	2	1
64	что же касается	4	1
65	же касается до	1	1
66	потому что не	2	1
67	друг от друга	1	1
68	и во многих	1	1
69	во многих других	1	1
70	только в том	3	1
71	того как они	1	1
72	и притом не	1	1
73	том случае если	1	1
74	в таких случаях	1	1
75	во втором случае	1	1
76	в отличие от	1	1
77	себя и для	1	1
78	при этом что	1	1
79	как это часто	1	1
80	в собственном смысле	1	1
81	с тем что	1	1
82	обратить внимание на	2	1
83	отдельных звуков и	1	1
84	в той мере	5	1
85	отчет в том	1	1
86	не может но	1	1
87	с этой точки	1	1
88	и не в	1	1
89	вместе с тем	3	1
90	только для того	1	1
91	не то что	1	1
92	в том случае	1	1
93	но с другой	1	1
94	на мой взгляд	2	1
95	свою очередь есть	1	1
96	на более или	1	1
97	и на все	1	1
98	что для нас	1	1
99	той мере в	5	1
100	к языку и	1	1
101	в применении к	1	1
102	во всех этих	1	1
103	на первых порах	1	1
104	с незапамятных времен	1	1
105	значат то что	1	1
106	в связи с	3	1
107	не для того	1	1
108	мере в какой	5	1
109	они не имеют	1	1
110	и в таком	1	1
111	а в том	2	1
112	хотя бы самым	1	1
113	внутренняя форма слова	1	1
114	не есть нечто	1	1
115	то же значение	1	1
116	в наше время	1	1
117	языке может быть	1	1
118	не потому что	3	1
119	том смысле что	1	1
120	в том чтобы	8	1
121	в этом случае	2	1
122	применении к языку	1	1
123	все же есть	1	1
124	о том что	5	1
125	ничего общего с	1	1
126	и тем самым	1	1
127	слова должны были	1	1
128	если бы в	1	1
129	и в самом	2	1
130	что и в	1	1
131	в том виде	1	1
132	но все же	2	1
133	мы говорим о	1	1
134	этого слова и	1	1
135	в большинстве случаев	1	1
136	что оно не	1	1
137	в ближайшей связи	1	1
138	в значительном количестве	1	1
139	во многих случаях	1	1
140	и в слове	1	1
141	того как мы	1	1
142	не имел бы	1	1
143	том же языке	1	1
144	что они значат	1	1
145	имеют для нас	1	1
