N	2gram	Potebnia_M_3	slovoVRo
1	и в	30	39
2	может быть	28	37
3	и т	5	35
4	и его	4	33
5	т п	2	33
6	то есть	34	26
7	не только	21	24
8	и не	15	22
9	но и	19	21
10	не может	6	20
11	в нем	9	19
12	в этом	10	16
13	все это	4	16
14	его слово	1	15
15	так и	11	15
16	а не	15	14
17	человек и	1	14
18	отличие от	1	13
19	как в	10	13
20	в процессе	1	13
21	слова в	7	13
22	во всех	1	12
23	в истории	1	11
24	слово в	4	11
25	вовсе не	7	10
26	к своему	2	9
27	и с	2	9
28	не в	15	9
29	языков и	1	9
30	языка и	2	9
31	словом и	5	8
32	таким образом	14	8
33	оно не	4	8
34	себя в	1	8
35	прежде всего	3	8
36	слова и	5	8
37	точки зрения	2	8
38	еще не	5	7
39	с его	1	7
40	о слове	2	7
41	языком и	1	7
42	при этом	3	7
43	в этих	1	7
44	для него	9	7
45	с ним	6	7
46	могут быть	3	7
47	как мы	7	7
48	в его	4	7
49	слово как	5	7
50	и даже	2	7
51	и потому	4	7
52	как бы	3	7
53	в сущности	1	6
54	но не	7	6
55	в своем	5	6
56	все же	2	6
57	но в	1	6
58	все эти	1	6
59	так сказать	2	6
60	в них	5	6
61	в слове	32	6
62	как и	10	6
63	она не	2	6
64	языка в	5	6
65	язык в	1	6
66	там где	3	6
67	слова от	1	6
68	жизни и	2	6
69	например в	6	5
70	и слова	2	5
71	это не	1	5
72	том что	18	5
73	по себе	16	5
74	слово и	3	5
75	не могут	5	5
76	но все	2	5
77	с другой	7	5
78	один из	4	5
79	в том	32	5
80	с ними	1	5
81	с одной	7	5
82	конечно не	1	5
83	уже не	6	5
84	со словом	4	5
85	одной стороны	3	5
86	только в	21	5
87	романа и	1	5
88	для нас	20	5
89	от него	2	5
90	и все	3	5
91	и наконец	2	5
92	отношения к	1	4
93	его не	1	4
94	и на	3	4
95	по отношению	5	4
96	отношение к	2	4
97	сливается с	2	4
98	то же	23	4
99	слова не	2	4
100	художественный образ	2	4
101	его в	3	4
102	входит в	2	4
103	с другими	5	4
104	ни в	2	4
105	и языка	1	4
106	слова к	1	4
107	не менее	5	4
108	в то	10	4
109	же время	5	4
110	во всем	1	4
111	что оно	11	4
112	здесь не	1	4
113	для этого	1	4
114	но здесь	1	4
115	языка но	1	4
116	так как	13	4
117	и язык	1	4
118	себя и	4	4
119	своего языка	1	4
120	как предмет	1	4
121	в смысле	4	4
122	язык не	2	4
123	а в	12	4
124	отношении к	2	4
125	слова с	3	4
126	отношению к	5	4
127	в таком	3	4
128	должна быть	1	3
129	собственном смысле	2	3
130	той же	2	3
131	единство и	2	3
132	человека и	5	3
133	говорить о	3	3
134	в чем	3	3
135	сама по	2	3
136	в собственном	2	3
137	стороны и	1	3
138	к новому	1	3
139	перед нами	2	3
140	и как	5	3
141	человеке и	2	3
142	сознание и	1	3
143	не с	1	3
144	лишь в	1	3
145	говорящего как	1	3
146	еще раз	2	3
147	с точки	1	3
148	не столько	2	3
149	связи с	2	3
150	этом отношении	2	3
151	в ней	8	3
152	к нему	3	3
153	между тем	9	3
154	что и	13	3
155	даже на	1	3
156	или даже	1	3
157	у него	2	3
158	точек зрения	1	3
159	в свою	3	3
160	стремится к	1	3
161	слове как	2	3
162	и там	1	3
163	и от	4	3
164	но это	6	3
165	как для	1	3
166	что в	17	3
167	из себя	2	3
168	сказать что	5	3
169	во всяком	1	3
170	одним из	1	2
171	в сфере	1	2
172	каждом шагу	1	2
173	это и	2	2
174	оно было	1	2
175	с таким	2	2
176	мы уже	2	2
177	мы не	9	2
178	но она	1	2
179	что говорят	1	2
180	всех сторон	1	2
181	на них	1	2
182	это возможно	1	2
183	одним словом	2	2
184	но как	2	2
185	что язык	2	2
186	не все	4	2
187	в новом	2	2
188	за пределы	2	2
189	с этим	6	2
190	хотя и	1	2
191	бы только	1	2
192	более или	3	2
193	в себе	16	2
194	как он	1	2
195	с языком	1	2
196	на его	2	2
197	т д	3	2
198	он не	4	2
199	в виде	2	2
200	и более	1	2
201	кажется нам	1	2
202	из него	2	2
203	людей и	2	2
204	в нее	1	2
205	конечно в	1	2
206	как отношение	1	2
207	зрения и	2	2
208	в свой	2	2
209	далеко не	4	2
210	независимо от	5	2
211	и вне	1	2
212	мы видели	4	2
213	или менее	3	2
214	и при	4	2
215	в их	2	2
216	на каждом	1	2
217	слова при	3	2
218	но эта	1	2
219	которые в	1	2
220	но он	1	2
221	однако в	1	2
222	даже в	2	2
223	не меньше	1	2
224	и проч	16	2
225	на котором	2	2
226	тогда когда	9	2
227	того как	4	2
228	которого он	1	2
229	того чтобы	3	2
230	чем не	1	2
231	в одном	2	2
232	возможно и	1	2
233	речи не	1	2
234	с одним	1	2
235	к ней	5	2
236	слове и	5	2
237	внутреннюю форму	5	2
238	в области	2	2
239	и оно	3	2
240	этой способности	1	2
241	отличается от	1	2
242	и другим	1	2
243	должен быть	1	2
244	свою очередь	3	2
245	без всякого	1	2
246	его художественного	1	2
247	не образ	2	2
248	так в	2	2
249	те же	6	2
250	здесь как	3	2
251	особенно в	1	2
252	и здесь	1	2
253	на него	3	2
254	о том	2	2
255	и т.п	1	2
256	но мы	2	2
257	или на	2	2
258	слово может	5	2
259	своим предметом	1	2
260	в форме	2	2
261	как например	1	2
262	вне себя	2	2
263	что он	6	2
264	на мир	2	2
265	действительность но	1	2
266	же и	3	2
267	уже в	5	2
268	в поэзии	1	2
269	этого предмета	1	2
270	и чисто	1	2
271	его и	1	2
272	в прошлом	1	2
273	для того	4	2
274	то что	18	2
275	не было	4	2
276	до сих	3	2
277	именно в	3	2
278	и между	4	2
279	для сознания	4	2
280	с которым	1	2
281	его как	1	2
282	как о	2	2
283	и непосредственно	1	2
284	не всегда	2	2
285	и слово	6	2
286	в одно	3	2
287	входить в	1	2
288	но оно	6	2
289	эти слова	2	2
290	вместе с	12	2
291	эта идея	1	2
292	может стать	2	2
293	в данном	1	2
294	если оно	1	2
295	себя то	1	2
296	слов в	2	2
297	сих пор	3	2
298	от нас	3	2
299	в более	1	2
300	не знаем	3	2
301	говорящего и	3	2
302	или в	3	2
303	в результате	1	2
304	в языке	7	2
305	восприятием и	1	2
306	как слово	3	2
307	жизни в	1	2
308	может и	1	2
309	не знает	3	2
310	лишь тогда	2	2
311	все что	4	2
312	еще слишком	1	2
313	и наиболее	1	1
314	словом как	1	1
315	того же	1	1
316	не остается	1	1
317	он может	1	1
318	и должны	1	1
319	и есть	3	1
320	при известном	1	1
321	явления и	1	1
322	слова является	1	1
323	по преимуществу	1	1
324	заключается именно	1	1
325	и до	2	1
326	слово же	1	1
327	другим как	1	1
328	мысли то	3	1
329	а как	2	1
330	есть не	7	1
331	со всех	1	1
332	предмета в	2	1
333	миру и	1	1
334	и о	2	1
335	мир не	1	1
336	что уже	2	1
337	место в	3	1
338	он как	2	1
339	нас это	1	1
340	моментов слова	1	1
341	слово бывшее	1	1
342	самого говорящего	1	1
343	не знают	1	1
344	и заставляет	1	1
345	мы ее	2	1
346	слово не	5	1
347	и говорить	1	1
348	предметом и	2	1
349	он сам	1	1
350	слово на	1	1
351	быть в	1	1
352	бы она	1	1
353	и разных	1	1
354	совсем не	1	1
355	то он	2	1
356	объеме и	1	1
357	но язык	1	1
358	всего он	1	1
359	к ним	1	1
360	его во	1	1
