N	3gram	Tiupa_Disk_2	Dialekti
1	по крайней мере	1	9
2	с точки зрения	2	8
3	в том что	6	6
4	одно и то	2	4
5	и то же	2	4
6	только то что	1	4
7	то же время	5	4
8	о том что	3	4
9	с другой стороны	1	4
10	и может быть	2	3
11	в самом деле	1	3
12	как будто бы	1	3
13	в то же	4	3
14	содержит в себе	2	3
15	не может быть	3	3
16	можно сказать что	1	3
17	не в состоянии	1	2
18	в той или	1	2
19	в силу своей	1	2
20	говоря уже о	1	2
21	и в частности	1	2
22	в данном случае	6	2
23	тем не менее	1	2
24	не могут быть	1	2
25	или по крайней	1	2
26	во всяком случае	1	2
27	не должно быть	1	2
28	та или иная	1	2
29	с самого начала	1	2
30	времени и пространства	1	2
31	но это не	1	2
32	и прежде всего	2	2
33	не говоря уже	1	2
34	том что в	1	1
35	и то что	2	1
36	одних и тех	1	1
37	и не стоит	1	1
38	такова же и	1	1
39	в обоих случаях	2	1
40	равно как и	1	1
41	подобно тому как	2	1
42	одной стороны и	2	1
43	так и его	1	1
44	из двух или	1	1
45	и не может	2	1
46	и в то	1	1
47	это еще не	2	1
48	что в одном	1	1
49	бы то ни	1	1
50	в этом отношении	4	1
51	того и другого	1	1
52	и тех же	1	1
53	в это время	1	1
54	не в том	1	1
55	с одной стороны	4	1
56	на первый взгляд	2	1
57	и не быть	1	1
58	в одно и	1	1
59	но при этом	2	1
60	одно из двух	1	1
61	том что первая	1	1
62	при всей своей	3	1
63	в свое время	2	1
64	того или иного	1	1
65	и как бы	2	1
66	той или иной	3	1
67	речь идет о	1	1
68	не менее в	1	1
69	но все эти	1	1
70	ее может быть	1	1
71	всем потому что	1	1
72	может не иметь	1	1
73	обратим внимание на	1	1
