N	3gram	Tiupa_Anal_2	Myshleni
1	в том что	6	21
2	с точки зрения	2	18
3	с одной стороны	4	7
4	заключается в том	1	7
5	в связи с	1	6
6	не может быть	1	6
7	на то что	2	6
8	по отношению к	4	5
9	можно было бы	2	5
10	на этот вопрос	1	5
11	в самом деле	1	4
12	о том что	6	4
13	в конечном счете	2	4
14	состоит в том	4	3
15	в отличие от	2	3
16	в данном случае	5	3
17	в этом отношении	3	3
18	более или менее	1	2
19	подобно тому как	3	2
20	в этом смысле	2	2
21	то что с	1	2
22	хотя бы и	1	2
23	то же самое	1	2
24	же самое что	1	2
25	и в самом	2	2
26	на всем протяжении	1	2
27	сама по себе	1	2
28	друг с другом	1	2
29	речь идет о	1	2
30	если бы он	1	1
31	рассказывает об этом	1	1
32	следует оговориться что	2	1
33	что она не	1	1
34	этой точки зрения	1	1
35	включающий в себя	1	1
36	те же самые	1	1
37	несмотря на то	1	1
38	речи и к	1	1
39	самом деле не	1	1
40	как это ни	1	1
41	только то что	1	1
42	отнюдь не оказывается	1	1
43	точно так же	1	1
44	то и другое	1	1
45	и то что	2	1
46	к его внутренней	1	1
47	места и для	1	1
48	и тогда когда	1	1
49	в применении к	1	1
50	ибо и в	1	1
51	в таких случаях	1	1
52	не только его	1	1
53	сами по себе	1	1
54	в данный момент	1	1
55	на этот раз	1	1
56	в сущности это	1	1
57	и тот же	1	1
58	до некоторой степени	1	1
59	приводит к тому	1	1
60	дело не в	1	1
61	и тем самым	2	1
62	ответ на этот	1	1
63	с другой стороны	2	1
64	в результате такой	1	1
65	в частности в	2	1
66	в борьбе с	2	1
67	том смысле что	1	1
68	не только не	2	1
69	той или иной	3	1
70	можно сказать что	1	1
71	не последнюю роль	1	1
72	в том смысле	1	1
73	в известном смысле	1	1
74	как и в	3	1
75	к тому же	4	1
76	в целом как	1	1
77	в свое время	1	1
